zip_idx,portfolio_idx,leed_idx,portfolio_address,leed_address,distance_m,leed_certification_level,leed_certification_date,leed_rating_system,leed_project_url,leed_project_id
0,15678,11476,"540 West 25 Street, New York, NY, 10001","540 W 25th Street, New York, NY 10001.0",0,Silver,2022-03-16,New Construction,https://www.usgbc.org/projects/pace-gallery,1000063071
0,15717,9357,"303 9Th Ave, New York, NY, 10001","303 9th Ave, New York, NY 10001.0",0,Gold,2018-12-07,Commercial Interiors,https://www.usgbc.org/projects/city-new-york-chelsea-health-clinic,10415972
0,15728,8911,"441 9Th Ave, New York, NY, 10001","441 Ninth Avenue, New York, NY 10001.0",0,Platinum,2020-04-08,Core and Shell,https://www.usgbc.org/projects/441-ninth-avenue,1000074702
0,15723,11412,"450 West 33Rd Street, New York, NY, 10001","450 West 33rd Street, New York, NY 10001.0",0,Certified,2020-02-07,Core and Shell,https://www.usgbc.org/projects/5-manhattan-west,1000037139
0,15724,11935,"460 W 34 St,  New York,  NY 10001","460 West 34th Street, New York, NY 10001.0",0,Silver,2025-06-06,Core and Shell,https://www.usgbc.org/projects/460-west-34th-street,1000123758
0,15746,9289,"440 9 Ave,  New York,  NY 10001","440 9th Avenue, New York, NY 10001.0",0,Certified,2014-01-02,Existing Buildings,https://www.usgbc.org/projects/440-9th-avenue,10517216
0,15739,9607,"350 West 31 Street, New York, NY, 10001","21 Penn Plaza, New York, NY 10001.0",11,Certified,2018-08-20,Commercial Interiors,https://www.usgbc.org/projects/langan-nyc-office-renovation,1000049041
0,15741,10417,"325 West 33 St, New York, NY, 10001","325 W 33rd Street, New York, NY 10001.0",0,Silver,2015-03-15,New Construction,https://www.usgbc.org/projects/fairfield-inn-and-suites,1000013203
0,15743,12163,"330 W 34 St,  New York,  NY 10001","330 West 34th Street, New York, NY 10001.0",0,Silver,2018-02-15,Core and Shell,https://www.usgbc.org/projects/330-west-34th-street-renovation,1000038510
0,15810,9258,"207 W 25 Street, New York, NY, 10001","207 West 25th Street, New York, NY 10001.0",0,Platinum,2010-05-18,Commercial Interiors,https://www.usgbc.org/projects/democracy-now-studio,10319665
0,15939,10756,"112 W 25Th St, New York, NY 10001","112 West 25th St, New York, NY 10001.0",0,Certified,2023-01-31,New Construction,https://www.usgbc.org/projects/112-west-25th-st,1000051610
0,15951,11160,"119-125 W 25 St,  New York,  NY 10001","125 West 25th Street, New York, NY 10001.0",0,Gold,2018-05-03,Core and Shell,https://www.usgbc.org/projects/125-west-25th-street,1000037912
0,15975,9603,"305 Seventh Avenue, New York, NY, 10001","Seventh Avenue @ 27th Street, New York, NY 10001.0",19,Silver,2013-09-26,Commercial Interiors,https://www.usgbc.org/projects/fit-alabs,1000006597
0,15984,9753,"104 W 29 St,  New York,  NY 10001","104 West 29th Street. 10th Floor, New York, NY 10001.0",0,Certified,2010-07-19,Commercial Interiors,https://www.usgbc.org/projects/gza-geoenvironmental-office-ny,10493591
0,16007,9325,"11 Penn Plaza,  New York,  NY 10001","11 Penn Plaza, New York, NY 10001.0",0,Silver,2011-04-06,Existing Buildings,https://www.usgbc.org/projects/11-penn-plaza,10162556
0,16141,9818,"1140 Broadway,  New York,  NY 10001","1140 Broadway, New York, NY 10001.0",0,Certified,2013-09-17,Retail - Commercial Interiors,https://www.usgbc.org/projects/starbucks-26th-broadway,10877032
0,16010,11101,"100 W 33 St,  New York,  NY 10001","100 West 33rd Street, New York, NY 10001.0",0,Silver,2017-12-05,Commercial Interiors,https://www.usgbc.org/projects/universal-mccann,1000070662
0,16154,12183,"31 W 27 St,  New York,  NY 10001","31 West 27th Street, New York, NY 10001.0",0,Gold,2009-09-27,Commercial Interiors,https://www.usgbc.org/projects/aecom-nyc-27th-street-office-renovation,10195612
0,16180,11573,"1245 Broadway,  New York,  NY 10001","1245 Broadway, New York, NY 10001.0",0,Gold,2023-06-28,Core and Shell,https://www.usgbc.org/projects/1245-broadway,1000109524
0,16191,9788,"35 W 31St St, New York, NY, 10001","1250 Broadway, New York, NY 10001.0",11,Certified,2017-01-04,Commercial Interiors,https://www.usgbc.org/projects/ofs-brands-ny-showroom,1000025930
0,16212,9778,"22 West 34Th Street, New York, NY, 10001","Empire State Building, New York, NY 10001.0",9,Platinum,2009-07-19,Commercial Interiors,https://www.usgbc.org/projects/skanska-new-york-office,10262237
0,16216,12160,"7 W 34 St,  New York,  NY 10001","7 West 34th Street, New York, NY 10001.0",0,Gold,2023-06-21,Existing Buildings,https://www.usgbc.org/projects/7-west-34th-street,1000071449
1,15398,11038,"314-320 Grand Street, New York, NY, 10002","314 Grand Street, New York, NY 10002.0",10,Gold,2015-12-02,Retail - Commercial Interiors,https://www.usgbc.org/projects/td-bank-nyc-314-grand-street,1000051379
2,15533,9348,"30 Cooper Square, New York, NY, 10003","30 Cooper Square, New York, NY 10003.0",0,Platinum,2010-08-29,New Construction,https://www.usgbc.org/projects/cooper-union-new-academic-building,10001291
2,15543,10645,"239 Greene St / 18-24 Washington Pl, New York, NY, 10003","239 Greene Street, New York, NY 10003.0",0,Silver,2020-10-29,Commercial Interiors,https://www.usgbc.org/projects/nyu-239-greene-st-east-bldg,1000017711
2,15562,10893,"853 Broadway,  New York,  NY 10003","853 Broadway, New York, NY 10003.0",0,Gold,2017-01-16,Commercial Interiors,https://www.usgbc.org/projects/shaw-contract-flooring-nyc-showroom,1000064359
2,15564,11648,"799 Broadway, New York, NY, 10003","799 Broadway, New York, NY 10003.0",0,Gold,2022-12-14,Core and Shell,https://www.usgbc.org/projects/799-broadway,1000101786
2,16321,11901,"860 Broadway,  New York,  NY 10003","862 Broadway, New York, NY 10003.0",9,Silver,2018-02-11,Retail - Commercial Interiors,https://www.usgbc.org/projects/innisfree-union-square,1000098579
2,16483,9494,"215 Park Ave S,  New York,  NY 10003","215 Park Avenue South, 4/F, New York, NY 10003.0",0,Gold,2008-05-04,Commercial Interiors,https://www.usgbc.org/projects/perkins-will-new-york-office,10010727
3,15078,8936,"1 Water Street, New York, NY, 10004","1 New York Plaza, New York, NY 10004.0",11,Silver,2016-10-02,Retail - Commercial Interiors,https://www.usgbc.org/projects/starbucks-1-ny-plaza,1000075982
3,15080,10880,"125 Broad Street Condo, New York, NY, 10004","2 Water Street, New York, NY 10004.0",0,Silver,2015-09-23,Commercial Interiors,https://www.usgbc.org/projects/morgan-stanley-1nyp-fl-35-37-38,1000036116
3,15127,10366,"75 Broad St,  New York,  NY 10004","75 Broad Street, New York, NY 10004.0",0,Gold,2016-12-19,Commercial Interiors,https://www.usgbc.org/projects/cooper-carry-nyc-office,1000041727
4,15135,9929,"111 Wall St, New York, NY 10005","111 Wall St. 18th Floor, New York, NY 10005.0",0,Gold,2010-03-14,Commercial Interiors,https://www.usgbc.org/projects/citi-111-wall-st-18th-fl-renovation,10270423
4,15143,10773,"60 Wall St,  New York,  NY 10005","60 Wall St, New York, NY 10005.0",0,Certified,2015-04-02,Retail - Commercial Interiors,https://www.usgbc.org/projects/starbucks-60-wall-st,1000052815
4,15144,9228,"48 Wall St,  New York,  NY 10005","nan, nan, NY 10005.0",17,Silver,2008-03-06,Commercial Interiors,https://www.usgbc.org/projects/buro-happold-ny,10005858
4,15158,11102,"140 Broadway,  New York,  NY 10005","140 Broadway, New York, NY 10005.0",0,Gold,2020-12-10,Commercial Interiors,https://www.usgbc.org/projects/140-broadway-nbbj-offices-0,1000059377
5,15163,9164,"133 Greenwich Street, New York, NY, 10006","nan, nan, NY 10006.0",19,Platinum,2010-10-12,Commercial Interiors,https://www.usgbc.org/projects/west-lb-7-world-trade-center,10410174
5,15167,10752,"40 Rector Street, New York, NY, 10006","40 Rector Street, New York, NY 10006.0",5,Silver,2016-04-27,Commercial Interiors,https://www.usgbc.org/projects/china-institute-ph-i-partial-reno,1000050711
6,15169,8866,"One World Trade Center, New York, NY 10007","One World Trade Center, New York, NY 10007.0",0,Gold,2018-04-05,Commercial Interiors,https://www.usgbc.org/projects/1-wtc-durst-64th-floor-amenity,1000070386
8,16358,11430,"5 Madison Avenue, New York, NY, 10010","5 Madison Avenue, New York, NY 10010.0",0,Certified,2016-08-07,New Construction,https://www.usgbc.org/projects/new-york-edition,1000031448
8,16562,11423,"433 1St Ave / 341 E 25Th St, New York, NY, 10010","433 First Avenue, New York, NY 10010.0",0,Silver,2015-11-01,New Construction,https://www.usgbc.org/projects/nyu-433-1st-ave-nursing-and-dentistry,1000025963
9,15630,9629,"20-40 7Th Avenue, New York, NY, 10011","20 Seventh Avenue, New York, NY 10011.0",1,Silver,2018-12-20,Commercial Interiors,https://www.usgbc.org/projects/lenox-health-greenwich-village-imaging,1000050689
9,15669,9181,"548 West 22Nd Street, New York, NY, 10011","555 West 22nd Street, New York, NY 10011.0",13,Silver,2023-11-21,New Construction,https://www.usgbc.org/projects/cortland,1000068695
9,15671,11043,"512 West 22Nd Street, New York, NY, 10011","510 West 22nd Street, New York, NY 10011.0",0,Gold,2019-08-07,Core and Shell,https://www.usgbc.org/projects/512-w-22nd-street,1000056744
9,15915,10304,"135 W 18 St,  New York,  NY 10011","135 West 18th Street, New York, NY 10011.0",0,Gold,2015-04-07,Commercial Interiors,https://www.usgbc.org/projects/adp-ilab,1000038515
9,15921,8985,"635 Ave Of The Americas,  New York,  NY 10011","641 Avenue Of The Americas, New York, NY 10011.0",13,Platinum,2018-06-18,Commercial Interiors,https://www.usgbc.org/projects/teknion-ny-showroom,1000077033
9,15922,9822,"641 Ave Of The Americas,  New York,  NY 10011","635 6th Avenue, New York, NY 10011.0",15,Silver,2015-09-09,Core and Shell,https://www.usgbc.org/projects/635-6th-avenue,1000030707
10,15442,9425,"72 Spring St,  New York,  NY 10012","78 Sprint Street, New York, NY 10012.0",4,Silver,2010-10-25,Retail - Commercial Interiors,https://www.usgbc.org/projects/starbucks-72-spring,10570961
10,15451,10691,"503-511 Broadway, New York, NY, 10012","503 - 511 Broadway, New York, NY 10012.0",3,Gold,2016-09-06,Retail - Commercial Interiors,https://www.usgbc.org/projects/zara-ny-503-broadway,1000065365
10,15469,10690,"529 Broadway, New York, NY, 10012","529 Broadway, New York, NY 10012.0",0,Certified,2017-06-08,Retail - Commercial Interiors,https://www.usgbc.org/projects/nike-inline-store-soho,1000061276
10,15470,12192,"110 Greene St,  New York,  NY 10012","110 Greene Street, New York, NY 10012.0",0,Gold,2019-08-12,Existing Buildings,https://www.usgbc.org/projects/110-greene-street,1000119625
10,15490,9163,"591 Broadway,  New York,  NY 10012","nan, nan, NY 10012.0",9,Platinum,2010-02-22,Commercial Interiors,https://www.usgbc.org/projects/green-depot-222-bowery,10215320
10,15502,12124,"610 Broadway,  New York,  NY 10012","610 Broadway, New York, NY 10012.0",0,Gold,2019-01-10,Existing Buildings,https://www.usgbc.org/projects/610-broadway,1000104224
11,15253,11005,"55 Thomas Street, New York, NY, 10013","55 Thomas Street, New York, NY 10013.0",0,Gold,2013-02-26,Commercial Interiors,https://www.usgbc.org/projects/gap-nyc-headquarters-phase-ii,1000020440
11,15276,10306,"185 West Broadway, New York, NY, 10013","180 West Broadway, New York, NY 10013.0",15,Certified,2013-10-29,Retail - Commercial Interiors,https://www.usgbc.org/projects/starbucks-w-broadway-leonard-street,10915277
11,15309,8865,"88 Bowery, New York, NY, 10013","88 Bowery, New York, NY 10013.0",0,Gold,2018-04-19,Retail - Commercial Interiors,https://www.usgbc.org/projects/bowery-hester-nyw-498,1000070423
11,15335,11840,"200 Hudson St,  New York,  NY 10013","200 Hudson Street, New York, NY 10013.0",0,Gold,2019-02-27,Existing Buildings,https://www.usgbc.org/projects/200-hudson-street,1000106682
11,15336,11839,"12-16 Vestry Street, New York, NY, 10013","12-16 Vestry Street, New York, NY 10013.0",0,Silver,2019-03-20,Existing Buildings,https://www.usgbc.org/projects/12-16-vestry-street,1000106647
11,15359,9982,"215 Centre St, New York, NY, 10013","211-215 Centre Street, New York, NY 10013.0",8,Certified,2015-09-03,Commercial Interiors,https://www.usgbc.org/projects/museum-chinese-america,10407820
11,15596,12117,"250 Hudson St,  New York,  NY 10013","250 Hudson Street, New York, NY 10013.0",0,Gold,2016-05-15,Existing Buildings,https://www.usgbc.org/projects/250-hudson-street-recertification,1000055829
11,15613,10665,"315 Hudson St,  New York,  NY 10013","315 Hudson St., New York, NY 10013.0",0,Silver,2013-04-16,Existing Buildings,https://www.usgbc.org/projects/315-hudson-street,1000023003
12,15498,9688,"200 Varick Street, New York, NY, 10014","200 Varick Street, New York, NY 10014.0",0,Gold,2012-09-07,Retail - Commercial Interiors,https://www.usgbc.org/projects/cbna-varick-street,10783024
12,15619,11039,"375 Hudson St,  New York,  NY 10014","375 Hudson Street, New York, NY 10014.0",0,Gold,2016-12-18,Commercial Interiors,https://www.usgbc.org/projects/turner-construction-co-375-hudson-st,1000051404
12,15606,11842,"225 Varick St,  New York,  NY 10014","225 Varick Street, New York, NY 10014.0",0,Gold,2019-03-06,Existing Buildings,https://www.usgbc.org/projects/225-varick-street,1000106685
12,15624,12104,"435 Hudson St,  New York,  NY 10014","435 Hudson Street, New York, NY 10014.0",0,Gold,2019-03-06,Existing Buildings,https://www.usgbc.org/projects/435-hudson-street,1000106678
12,15646,10739,"837 Washington St, New York, NY, 10014","837 Washington Street, New York, NY 10014.0",0,Silver,2016-10-04,Core and Shell,https://www.usgbc.org/projects/837-washington-street,1000019980
12,15652,11178,"414 West 14Th Street (418 West 14Th St), New York, NY, 10014","414 W 14th Street, New York, NY 10014.0",0,Gold,2013-08-11,Commercial Interiors,https://www.usgbc.org/projects/inscape-nyc-showroom,1000013241
12,15649,12153,"860 Washington St,  New York,  NY 10014","860 Washington Street, New York, NY 10014.0",0,Silver,2018-02-12,Core and Shell,https://www.usgbc.org/projects/860-washington-street,1000035590
13,16367,10674,"7 East 27Th St, New York, NY, 10016","7 East 27th St., New York, NY 10016.0",0,Silver,2011-04-20,Commercial Interiors,https://www.usgbc.org/projects/grounds,10400912
13,16368,10930,"63 Madison Ave,  New York,  NY 10016","63 Madison Avenue, New York, NY 10016.0",0,Silver,2018-08-30,Existing Buildings,https://www.usgbc.org/projects/63-madison-avenue-recertification,1000053620
13,16376,11493,"79 Madison Ave,  New York,  NY 10016","78 Madison Avenue, New York, NY 10016.0",5,Gold,2012-03-06,Commercial Interiors,https://www.usgbc.org/projects/allsteel-ny-showroom,1000010790
13,16399,9260,"303 5 Ave,  New York,  NY 10016","309 5th Avenue, New York, NY 10016.0",19,Certified,2015-08-27,New Construction,https://www.usgbc.org/projects/309-5th-ave,1000013558
13,16402,11312,"136 Madison Ave,  New York,  NY 10016","136 Madison Avenue, New York, NY 10016.0",0,Silver,2014-09-28,Commercial Interiors,https://www.usgbc.org/projects/specialty-food-association-inc,1000002013
13,16466,8937,"90 Park Ave,  New York,  NY 10016","90 Park Ave., New York, NY 10016.0",3,Silver,2018-03-26,Commercial Interiors,https://www.usgbc.org/projects/pwc-90-park-nyc,1000077754
13,16473,9151,"455 5Th Ave, New York, NY, 10016","455 Fifth Avenue, New York, NY 10016.0",0,Gold,2022-07-20,New Construction,https://www.usgbc.org/projects/mid-manhattan-library-renovation,1000085262
14,17039,10076,"285 Madison Ave,  New York,  NY 10017","285 Madison Avenue, New York, NY 10017.0",0,Gold,2016-11-30,Core and Shell,https://www.usgbc.org/projects/285-madison-avenue,1000029483
14,17033,11545,"461 5 Ave,  New York,  NY 10017","461 5th Avenue, New York, NY 10017.0",0,Gold,2017-11-10,Existing Buildings,https://www.usgbc.org/projects/461-5th-avenue,1000099802
14,17040,11177,"100 Park Ave,  New York,  NY 10017","100 Park Avenue, New York, NY 10017.0",0,Silver,2009-06-13,Existing Buildings,https://www.usgbc.org/projects/100-park-avenue,10108162
14,17047,11227,"485 5Th Avenue, New York, NY, 10017","485 Fifth Ave, New York, NY 10017.0",0,Silver,2011-04-05,New Construction,https://www.usgbc.org/projects/andaz-5th-avenue,10093564
14,17037,11855,"286 Madison Ave,  New York,  NY 10017","286 Madison Avenue, New York, NY 10017.0",0,Gold,2017-01-08,Existing Buildings,https://www.usgbc.org/projects/286-madison-avenue,1000072630
14,17072,9007,"352 Madison Ave,  New York,  NY 10017","350 Madison Avenue, New York, NY 10017.0",8,Platinum,2017-11-08,Commercial Interiors,https://www.usgbc.org/projects/world-economic-forum,1000090235
14,17076,9686,"450 Lexington Avenue, New York, NY, 10017","450 Lexington Avenue, New York, NY 10017.0",19,Silver,2008-10-26,Commercial Interiors,https://www.usgbc.org/projects/davis-polk-wardwell,10117164
14,17084,9490,"555 5 Ave,  New York,  NY 10017","555 5th Avenue, New York, NY 10017.0",0,Certified,2012-08-20,Existing Buildings,https://www.usgbc.org/projects/555-5th-avenue,1000010026
14,17093,9781,"400 Madison Ave,  New York,  NY 10017","400 MADISON AVENUE, New York, NY 10017.0",0,Gold,2012-05-06,Retail - Commercial Interiors,https://www.usgbc.org/projects/cbna-madison-and-48th,10751045
14,17091,12172,"575 5Th Ave, New York, NY, 10017","575 Fifth Avenue, New York, NY 10017.0",0,Gold,2014-07-24,Existing Buildings,https://www.usgbc.org/projects/575-fifth-avenue-0,1000036255
14,17186,9044,"360 Lexington Ave,  New York,  NY 10017","360 Lexginton Avenue, New York, NY 10017.0",0,Gold,2019-09-03,Existing Buildings,https://www.usgbc.org/projects/360-lexington-ave-recertification,1000087457
14,17197,12138,"425 Lexington Ave,  New York,  NY 10017","425 Lexington Ave, New York City, NY 10017.0",0,Gold,2020-01-31,Existing Buildings,https://www.usgbc.org/projects/425-lexington-recertification,1000120396
14,17209,9174,"485 Lexington Ave,  New York,  NY 10017","485 Lexington Avenue, New York, NY 10017.0",0,Silver,2016-10-06,Existing Buildings,https://www.usgbc.org/projects/485-lexington-avenue-1,1000067392
14,17204,11355,"451 Lexington Avenue, New York, NY, 10017","457 Lexington Ave, New York, NY 10017.0",14,Gold,2014-11-12,Retail - Commercial Interiors,https://www.usgbc.org/projects/td-bank-new-york-ny-451-lexington-ave,1000036158
14,17210,11868,"750 3 Ave,  New York,  NY 10017","750 Third Avenue, New York, NY 10017.0",3,Gold,2018-10-02,Existing Buildings,https://www.usgbc.org/projects/750-third-avenue-0,1000109275
14,17206,12136,"730 3 Ave,  New York,  NY 10017","730 3rd Avenue, New York, NY 10017.0",0,Gold,2017-11-29,Existing Buildings,https://www.usgbc.org/projects/730-third-avenue-recertification,1000058081
14,17270,12141,"655 3 Ave,  New York,  NY 10017","655 3rd Ave, New York, NY 10017.0",0,Gold,2019-07-09,Existing Buildings,https://www.usgbc.org/projects/655-third-avenue,1000109968
14,17277,10921,"201/205 East 42Nd St., New York, NY, 10017","205 E42nd Street, New York, NY 10017.0",4,Gold,2016-12-12,Retail - Commercial Interiors,https://www.usgbc.org/projects/cbna-ny-205-e-42-street,11030999
14,17283,11849,"711 3 Ave,  New York,  NY 10017","711 3rd Ave., New York, NY 10017.0",0,Gold,2017-12-22,Existing Buildings,https://www.usgbc.org/projects/711-3rd-avenue,1000101696
14,17273,12031,"675 3 Ave,  New York,  NY 10017","675 3rd Avenue, New York, NY 10017.0",0,Gold,2019-09-16,Existing Buildings,https://www.usgbc.org/projects/675-third-avenue-205-east-42nd-street,1000116318
14,17287,9558,"Classified Dhs Location, New York, NY, 10017","nan, nan, NY 10017.0",0,Gold,2012-08-01,Existing Buildings,https://www.usgbc.org/projects/730-third-avenue-0,1000021776
14,17296,9782,"777 3 Ave,  New York,  NY 10017","777 Third Avenue, New York, NY 10017.0",3,Gold,2012-04-16,Commercial Interiors,https://www.usgbc.org/projects/avon-products-inc,1000006865
14,17290,11797,"733 3 Ave,  New York,  NY 10017","733 Third Avenue, New York, NY 10017.0",0,Gold,2018-07-12,Existing Buildings,https://www.usgbc.org/projects/733-third-avenue,1000105121
14,17293,11885,"757 3 Ave,  New York,  NY 10017","757 3rd Ave, New York, NY 10017.0",0,Silver,2018-09-21,Existing Buildings,https://www.usgbc.org/projects/757-3rd-avenue,1000107148
15,15341,9527,"25 West 39Th St, New York, NY, 10018","25 West 39th Street, New York, NY 10018.0",0,Silver,2010-05-02,Commercial Interiors,https://www.usgbc.org/projects/polo-ralph-lauren,10487970
15,15729,11153,"450 West 37Th St., New York, NY, 10018","450 West 37ht Street, New York, NY 10018.0",0,Gold,2012-06-07,Commercial Interiors,https://www.usgbc.org/projects/orchestra-st-lukes,10520245
15,15752,11275,"519 8 Ave,  New York,  NY 10018","505 Eighth Ave. Suite 2202, New York, NY 10018.0",15,Gold,2012-03-04,Commercial Interiors,https://www.usgbc.org/projects/ecapc-office-renovation,1000005553
15,15762,10371,"312 West 37Th Street, New York, NY, 10018","312 W 37th Street, New York, NY 10018.0",0,Silver,2023-01-20,New Construction,https://www.usgbc.org/projects/homewood-suites-midtown-manhattan-times,1000019846
15,15869,9253,"498 7 Ave,  New York,  NY 10018","498 7th Avenue, New York, NY 10018.0",0,Gold,2013-03-04,Existing Buildings,https://www.usgbc.org/projects/498-7th-avenue,1000024214
15,15904,12023,"550 7 Ave,  New York,  NY 10018","550 7th Ave, New York, NY 10018.0",0,Silver,2019-12-16,Retail - Commercial Interiors,https://www.usgbc.org/projects/550-7th-ave-nyw-591,1000111463
15,16040,9979,"1375 Broadway, New York, NY, 10018","1385 Broadway, New York, NY 10018.0",13,Certified,2014-06-02,Commercial Interiors,https://www.usgbc.org/projects/dattner-architects-office-relocation,1000007633
15,16051,11626,"1411 Broadway,  New York,  NY 10018","1411 Broadway, New York, NY 10018.0",0,Gold,2019-09-30,Existing Buildings,https://www.usgbc.org/projects/1411-broadway-0,1000095210
15,16057,11757,"1430 Broadway,  New York,  NY 10018","1411 Broadway, New York, NY 10018.0",9,Certified,2018-07-04,Retail - Commercial Interiors,https://www.usgbc.org/projects/starbucks-40th-broadway,1000103940
15,16278,9986,"49 W 38 St,  New York,  NY 10018","45 West 38th St., New York, NY 10018.0",19,Silver,2015-06-29,New Construction,https://www.usgbc.org/projects/archer-hotel-45-west-38th-street,1000019960
15,16284,12038,"424 5 Ave,  New York,  NY 10018","424 5th Avenue, New York, NY 10018.0",0,Gold,2022-12-06,Core and Shell,https://www.usgbc.org/projects/424-5th-avenue,1000114770
15,16296,11625,"8 W 40 St,  New York,  NY 10018","8 W 40th St., New York, NY 10018.0",0,Certified,2013-02-24,Existing Buildings,https://www.usgbc.org/projects/8-w-40th-street,1000023002
15,16298,11918,"452 5 Ave,  New York,  NY 10018","452 Fifth Avenue, New York, NY 10018.0",0,Gold,2018-03-05,Existing Buildings,https://www.usgbc.org/projects/452-fifth-avenue,1000103501
16,16634,9500,"787 7 Ave,  New York,  NY 10019","787 7th Ave, New York, NY 10019.0",0,Gold,2009-11-03,Retail - Commercial Interiors,https://www.usgbc.org/projects/cbna-787-7th-ave,10569040
16,16720,10395,"1634 Broadway, New York, NY, 10019","1633 Broadway, New York, NY 10019.0",4,Silver,2015-07-09,Commercial Interiors,https://www.usgbc.org/projects/time-warner-cable-1633-broadway,1000013122
16,16713,12097,"790 Eighth Avenue, New York, NY, 10019","825 8th Avenue, New York, NY 10019.0",11,Silver,2021-05-17,Commercial Interiors,https://www.usgbc.org/projects/west-monroe-partners-new-york,1000126362
16,16730,8982,"1700 Broadway,  New York,  NY 10019","1700 Broadway, New York, NY 10019.0",0,Gold,2017-12-14,Commercial Interiors,https://www.usgbc.org/projects/gensler-new-york,1000070143
16,16724,11857,"790 7Th Avenue At 51St Street, New York, NY, 10019","787 7th Ave, New York, NY 10019.0",12,Gold,2017-10-30,Existing Buildings,https://www.usgbc.org/projects/787-7th-ave,1000078681
16,16741,9071,"1740 Broadway,  New York,  NY 10019","1740 Broadway, New York, NY 10019.0",0,Silver,2019-04-16,Existing Buildings,https://www.usgbc.org/projects/1740-broadway-eop,1000093095
16,16776,9579,"300 West 57Th Street, New York, NY, 10019","300 W 57th St., New York, NY 10019.0",0,Certified,2014-02-26,Retail - Commercial Interiors,https://www.usgbc.org/projects/sur-la-table-hearst-building,1000016698
16,16993,9409,"3 West 51St Street, New York, NY, 10019","640 Fifth Avenue, New York, NY 10019.0",18,Certified,2010-03-04,Existing Buildings,https://www.usgbc.org/projects/640-fifth-avenue,10162557
16,16998,9814,"51 W 52 St,  New York,  NY 10019","51 West 52nd Street, New York, NY 10019.0",0,Silver,2010-12-16,Commercial Interiors,https://www.usgbc.org/projects/orrick-herrington-sutcliffe-llp,10523195
16,17003,11408,"11 West 53Rd Street, New York, NY, 10019","11 W 53rd Street, New York, NY 10019.0",0,Platinum,2020-01-06,Commercial Interiors,https://www.usgbc.org/projects/moma-expansion-project,1000067213
16,17010,9296,"1775 Broadway,  New York,  NY 10019","3 Columbus Circle, New York, NY 10019.0",4,Gold,2015-01-26,Commercial Interiors,https://www.usgbc.org/projects/y-and-r-wunderman,1000024689
16,17013,10694,"712 5 Ave,  New York,  NY 10019","712 5th Avenue, New York, NY 10019.0",0,Platinum,2013-03-27,Existing Buildings,https://www.usgbc.org/projects/712-5th-avenue,10517239
16,17020,12137,"50 W 57 St,  New York,  NY 10019","50 West 57th Street, New York, NY 10019.0",0,Gold,2023-05-09,Existing Buildings,https://www.usgbc.org/projects/50-west-57th-street,1000108161
16,17024,9712,"37 W 57 St,  New York,  NY 10019","37 West 57th Street, New York, NY 10019.0",0,Gold,2011-01-04,Commercial Interiors,https://www.usgbc.org/projects/bernarducci-meisel-gallery,1000006631
16,17029,11471,"1414 Ave Of America, New York, NY, 10019","1414 Avenue Of The Americas, New York, NY 10019.0",0,Certified,2017-10-04,New Construction,https://www.usgbc.org/projects/1-hotel-central-park-0,1000018678
17,16630,11041,"1251 Avenue Of The Americas, New York, NY, 10020","1251 Avenue Of The Americas, New York, NY 10020.0",0,Gold,2012-12-02,Commercial Interiors,https://www.usgbc.org/projects/natixis-nyc-office,1000020689
17,16631,11194,"135 W 50 St,  New York,  NY 10020","135 W 50th Street, New York, NY 10020.0",0,Silver,2014-10-30,Existing Buildings,https://www.usgbc.org/projects/135-w-50th-street-recertification,1000038947
17,16632,9512,"1271 Ave Of The Americas,  New York,  NY 10020","1271 Avenue of the Americas, New York City, NY 10020.0",0,Gold,2011-11-17,Existing Buildings,https://www.usgbc.org/projects/1271-avenue-americas,10246359
17,16986,11527,"608 5 Ave,  New York,  NY 10020","608 Fifth Avenue, New York, NY 10020.0",0,Silver,2019-09-04,Existing Buildings,https://www.usgbc.org/projects/608-fifth-avenue,1000108099
18,17420,12128,"505 E. 75Th St, New York, NY, 10021","505 East 75th Street, New York, NY 10021.0",0,Silver,2016-05-26,Existing Buildings,https://www.usgbc.org/projects/lycee-francais-de-new-york-0,1000054427
19,17121,9650,"485 Madison Ave,  New York,  NY 10022","485 Madison Ave, New York, NY 10022.0",0,Silver,2014-03-09,Existing Buildings,https://www.usgbc.org/projects/485-madison-ave-llc,1000029222
19,17120,12188,"350 Park Ave,  New York,  NY 10022","350 Park Avenue, New York, NY 10022.0",0,Gold,2023-04-17,Existing Buildings,https://www.usgbc.org/projects/350-park-avenue,10182134
19,17137,9054,"515 Madison Ave,  New York,  NY 10022","515 Madison Ave, New York, NY 10022.0",0,Certified,2016-01-06,Retail - Commercial Interiors,https://www.usgbc.org/projects/starbucks-53rd-st-madison-ave,11046374
19,17126,12150,"10 E 53 St,  New York,  NY 10022","10 East 53rd Street, NEW YORK, NY 10022.0",0,Silver,2016-09-19,Core and Shell,https://www.usgbc.org/projects/10-east-53rd-street,1000039547
19,17155,9220,"2 E. 55Th Street, New York, NY, 10022","551 Madison Avenue, New York, NY 10022.0",13,Certified,2010-02-14,Existing Buildings,https://www.usgbc.org/projects/551-madison-avenue,1000000364
19,17152,11627,"66 E 55 St,  New York,  NY 10022","545 Madison Avenue, New York, NY 10022.0",15,Gold,2009-08-11,Core and Shell,https://www.usgbc.org/projects/545-madison-avenue,10057336
