id_building,energy_site_eui_post_odcv
LA_460629845271,50.9
LA_423229892924,5.3
LA_508299853944,162.2
LA_477040828414,19.3
LA_430831838865,52.2
LA_112217100590,116.3
LA_475312845534,22.2
LA_486300835108,21.0
LA_426267878671,293.8
LA_503445845900,9.5
LA_479814843103,31.8
LA_412625880021,49.0
LA_463108858345,31.8
LA_471024745142,73.5
LA_453316872214,38.8
LA_441135801619,86.1
LA_402098839750,42.7
LA_382800888011,39.9
LA_475190844404,10.2
LA_432507917968,47.9
LA_490273836984,49.0
LA_379888887996,24.2
LA_382964889205,8.3
LA_475403783639,27.1
LA_488289847678,57.9
LA_456431845363,35.4
LA_484837841207,32.6
LA_436823930304,13.0
LA_443145813884,22.9
LA_501808846296,39.3
LA_420952878475,29.5
LA_490509840617,131.5
LA_439025802893,99.3
LA_437282797940,76.8
LA_999000000395,35.1
LA_426481889784,54.7
LA_484994838512,32.4
LA_999000000021,39.9
LA_438800926181,10.3
LA_418259841796,42.5
LA_999000000128,41.9
LA_459354861789,6.1
LA_112217100383,164.7
LA_999000000004,10.3
LA_999000000327,4.5
LA_483823839872,27.2
LA_490986840585,50.1
LA_999000000390,13.8
LA_999000000325,15.5
LA_436971875819,4.8
LA_999000000282,187.6
LA_999000000224,23.4
LA_999000000391,48.9
LA_397736888191,30.0
LA_999000000069,73.3
LA_427886842987,125.5
LA_382837916365,29.1
LA_444402912826,30.4
LA_478114875358,17.6
LA_420008838539,33.0
LA_378212890760,19.4
LA_475534830942,28.9
LA_457975860645,75.0
LA_450721845576,22.1
LA_379977910076,22.3
LA_411148904334,13.8
LA_420544885049,23.6
LA_436877797950,78.2
LA_112217100530,45.6
LA_499812844655,27.5
LA_380258887987,32.7
LA_380106887811,33.7
LA_496135871975,33.1
LA_384865883329,44.0
LA_484909831704,35.6
LA_457379859361,32.0
LA_391530909305,47.0
LA_489971845407,10.8
LA_439699801488,99.3
LA_416864934395,12.1
LA_478781874941,13.5
LA_473817857752,57.8
LA_471597858022,146.2
LA_468901818340,16.5
LA_439188802250,78.2
LA_418555841577,27.6
LA_481352834057,13.8
LA_441860843172,46.3
LA_442524802974,32.7
LA_495854852933,8.9
LA_471934858332,82.3
LA_437006909041,67.3
LA_469318858071,21.1
LA_484510838948,32.4
LA_420214839078,96.2
LA_379602890624,54.9
LA_425592835306,113.1
LA_442219815380,21.6
LA_418968878930,26.7
LA_488436840175,31.9
LA_475240857669,41.7
LA_382442887218,14.2
LA_423134835367,61.7
LA_484012839409,19.6
LA_433170814560,19.9
LA_474244858121,48.7
LA_434021844022,35.4
LA_379522890103,30.1
LA_442236883837,44.3
LA_442662832744,52.8
LA_463733852374,79.8
LA_479943742407,14.2
LA_383099883684,32.2
LA_447884830758,19.4
LA_481808837930,4.7
LA_999000000405,44.7
LA_433153879885,29.0
LA_419535838126,43.6
LA_112217100487,145.1
LA_485639834772,7.3
LA_490619839368,21.5
LA_473242858128,101.4
LA_476633829815,27.8
LA_370385882011,26.8
LA_486600840894,20.1
LA_492674845816,39.6
LA_468172845711,18.9
LA_440867802498,78.2
LA_442316814790,36.3
LA_499855845383,29.5
LA_420156916590,114.0
LA_471932858136,85.3
LA_452397875234,21.3
LA_431870837357,44.6
LA_7548,32.1
LA_431900901806,199.4
LA_411996895820,18.6
LA_459530860526,14.2
LA_420863839690,32.5
LA_425523890682,44.7
LA_487694840778,96.8
LA_421272893488,63.9
LA_473554858304,84.8
LA_381747889671,35.7
LA_470100844792,11.1
LA_447305873766,60.8
LA_385642907470,19.1
LA_397512888178,39.2
LA_403372882774,75.6
LA_377827895980,15.5
LA_418013906284,20.5
LA_440948830765,32.1
LA_415714879439,31.1
LA_481688837199,7.9
LA_487654846989,8.7
LA_432684921479,72.3
LA_112217100584,35.5
LA_455616870281,30.7
LA_389212884755,108.9
LA_469689769734,30.0
LA_464600853584,37.7
LA_447711836821,91.6
LA_473193843912,25.5
LA_473240858384,70.2
LA_487439802463,9.1
LA_462214859901,59.3
LA_473742862126,13.7
LA_442880814212,25.9
LA_486267837274,6.6
LA_436629919446,27.8
LA_409894884539,17.2
LA_472250725217,16.3
LA_486005837554,42.6
LA_476867833198,49.2
LA_482022839527,20.2
LA_438296834030,36.4
LA_484576839046,31.1
LA_438882814923,35.7
LA_455029845133,29.5
LA_400599902834,240.5
LA_431754842556,27.0
LA_421663878370,31.0
LA_481717841807,50.4
LA_437292895970,10.3
LA_416626868323,52.3
LA_485753841576,64.0
LA_420683908833,68.9
LA_470261841733,28.3
LA_483968835054,13.7
LA_488892840520,55.5
LA_419881849551,35.6
LA_474434767879,42.2
LA_487277834638,24.3
LA_383903898258,20.2
LA_465050853626,34.2
LA_472845844875,50.9
LA_427796819405,21.6
LA_441628805859,17.4
LA_441377806184,28.7
LA_478189874788,56.8
LA_431455902502,121.8
LA_467591857639,17.7
LA_445557848098,26.2
LA_483655840197,196.9
LA_473985843788,94.5
LA_429028815567,48.6
LA_420220920919,36.3
LA_466573834353,20.6
LA_483502841437,31.7
LA_425808891437,45.3
LA_435831929015,14.4
LA_490083845519,7.6
LA_438112897550,5.4
LA_486064839881,11.6
LA_484295835135,13.1
LA_372834891883,164.6
LA_444128896966,9.1
LA_458865825772,41.6
LA_999000000335,73.9
LA_422185899778,13.1
LA_446682895302,74.7
LA_474416767405,28.3
LA_438838896780,17.2
LA_454215844989,30.3
LA_483618838423,27.4
LA_371490896376,40.5
LA_487402841679,75.5
LA_418819879221,74.8
LA_417352935216,61.2
LA_999000000031,427.5
LA_445933803011,21.8
LA_425720903647,62.4
LA_487170843107,14.9
LA_482683835773,9.7
LA_429843879834,20.3
LA_419580823238,122.4
LA_463053859765,173.2
LA_477949843093,10.3
LA_426030881459,32.8
LA_417229821445,14.7
LA_424915835193,26.5
LA_379481885497,18.8
LA_493190847369,11.8
LA_473600855935,102.8
LA_381693886870,21.7
LA_422186840977,53.4
LA_415704879755,57.8
LA_388479907490,30.6
LA_394490893629,186.8
LA_428474835596,49.4
LA_368785880344,70.5
LA_458992825974,26.8
LA_380858901150,151.6
LA_442286802888,227.0
LA_473380809028,48.5
LA_486060858517,15.7
LA_481067834136,10.7
LA_471888745565,170.1
LA_441680842867,36.1
LA_381694883653,78.9
LA_390479923875,55.8
LA_489795841015,53.5
LA_473382795204,127.3
LA_491219845430,89.6
LA_489298831852,169.9
LA_431056880127,35.1
LA_489903841515,27.1
LA_382082891637,38.6
LA_429458876993,46.2
LA_388676896305,120.7
LA_483436859940,119.9
LA_380083891699,56.9
LA_457638859372,29.6
LA_484701838536,7.8
LA_441410815061,34.0
LA_468668857017,76.7
LA_482302839409,29.1
LA_485440839234,84.3
LA_433573814505,28.7
LA_441058831132,52.4
LA_484045840135,45.4
LA_429606879738,22.3
LA_463271844728,17.7
LA_394001891165,203.0
LA_486391864252,32.8
LA_445975924836,18.7
LA_426890844245,86.5
LA_476452859858,103.8
LA_444425803342,31.2
LA_564871197080,77.2
LA_481470833465,11.4
LA_426122878421,43.8
LA_372684891293,60.8
LA_469540756245,18.1
LA_484232837685,16.6
LA_437645875473,19.1
LA_483949840832,132.2
LA_564883197071,23.2
LA_444181803004,33.4
LA_486339840977,36.7
LA_417297820936,17.2
LA_448947814080,23.4
LA_448906802580,18.1
LA_379701884640,34.9
LA_424910905504,10.8
LA_372229890956,529.9
LA_481791835048,6.5
LA_419184879138,11.5
LA_492332828490,364.7
LA_412257939851,84.1
LA_479844831034,12.9
LA_502195861944,61.8
LA_469590859476,8.8
LA_436282815260,31.5
LA_491387841440,339.4
LA_409199916804,9.8
LA_400611883823,81.8
LA_470694841565,51.9
LA_426047908014,150.1
LA_467720837873,50.9
LA_455094845418,52.1
LA_420926892888,86.8
LA_460917845212,41.6
LA_435955844002,52.4
LA_441939842860,38.8
LA_488821861757,12.0
LA_445653842138,26.5
LA_419956923328,55.9
LA_381891913610,7.3
LA_430483832210,117.5
LA_395327906834,86.3
LA_490198830939,118.6
LA_455388845445,120.0
LA_483517835306,8.9
LA_476698826842,7.6
LA_484260840436,7.1
LA_485682834006,13.2
LA_439145842080,5.1
LA_391399923384,128.6
LA_437121844236,46.8
LA_430100839934,31.9
LA_449967893419,13.9
LA_489589843733,35.6
LA_423161933116,23.5
LA_490773839383,26.1
LA_432717807601,20.8
LA_372161890456,33.3
LA_460466844950,14.2
LA_506035873698,16.9
LA_388588885015,23.1
LA_112217100603,60.1
LA_482002742928,16.5
LA_426219893793,17.8
LA_387336884593,38.1
LA_418310896055,45.9
LA_404037882358,55.2
LA_458741840015,144.6
LA_473990766750,45.0
LA_489785838571,37.1
LA_449804875536,25.1
LA_430146839798,43.4
LA_436195880079,24.6
LA_435904815989,42.5
LA_480030840946,37.4
LA_436985933489,26.2
LA_451338845483,9.8
LA_468158844899,42.1
LA_453293845507,61.4
LA_448015894149,18.7
LA_427953818119,97.3
LA_424124820788,15.2
LA_379136908177,50.3
LA_400968903079,75.6
LA_450331882445,163.5
LA_475452842121,28.3
LA_423195899410,7.1
LA_483941837037,5.2
LA_394040910048,19.0
LA_488818860804,47.7
LA_445617850230,64.5
LA_389703910175,34.8
LA_436093815691,21.8
LA_383226884923,244.1
LA_463310858794,8.2
LA_487489834971,16.8
LA_482193839618,52.2
LA_500801866082,184.8
LA_498747837868,84.6
LA_378348913426,52.6
LA_373286892926,24.5
LA_431335879715,50.2
LA_439721893005,7.4
LA_483336843324,12.1
LA_421652893664,146.3
LA_482570841687,11.9
LA_506565864343,36.8
LA_470894745780,116.9
LA_473204821544,21.7
LA_411886903360,75.2
LA_468112844301,171.3
LA_402402895866,55.5
LA_426746838167,33.7
LA_472232858429,268.3
LA_421247887526,25.5
LA_403294918591,243.7
LA_419346916472,36.5
LA_440929842760,127.1
LA_468501845175,44.2
LA_400118896825,46.6
LA_435031841649,191.2
LA_441413806301,33.4
LA_453713845208,71.7
LA_461654830282,26.3
LA_477595841312,18.9
LA_490146836675,50.7
LA_490108838707,12.0
LA_452510843296,98.4
LA_457919854854,5.1
LA_389810923840,54.3
LA_489923841296,17.6
LA_473526777661,5.9
LA_483968838745,53.0
LA_443553849561,12.4
LA_490208844148,34.0
LA_464501853914,21.8
LA_423330835168,193.8
LA_446504807203,7.8
LA_384949883462,39.4
LA_482588850749,39.4
LA_472907857362,44.4
LA_423017835489,59.1
LA_399095903011,65.2
LA_480764838525,23.5
LA_404737918804,10.4
LA_427348836437,43.6
LA_5471,72.6
LA_473563857933,257.0
LA_370849902489,21.3
LA_432623842890,34.1
LA_399139908708,189.9
LA_473997846476,20.0
LA_433530880205,76.9
LA_429751923699,24.3
LA_393802922380,220.3
LA_459840858010,61.3
LA_468166849541,165.1
LA_483832840763,32.0
LA_465864858282,24.0
LA_436681875622,37.8
LA_472819858073,217.7
LA_462336858052,84.7
LA_473741766746,59.7
LA_439594924026,27.7
LA_426484841024,44.0
LA_415940879652,27.8
LA_483191849159,39.1
LA_433555847799,69.9
LA_447406850378,110.8
LA_433306815020,20.1
LA_457176870353,44.7
LA_399523907899,63.3
LA_473418850511,11.5
LA_461000823758,47.2
LA_492934866245,57.4
LA_455998845163,57.5
LA_470930843593,48.2
LA_469779855264,14.8
LA_462556853229,235.4
LA_391885885560,14.0
LA_442361814214,152.3
LA_426793894498,15.4
LA_496960843954,40.5
LA_447823801674,19.9
LA_474494862109,208.7
LA_491038847722,44.6
LA_448182832935,6.8
LA_435490816119,5.7
LA_490639838365,22.1
LA_458136898327,66.2
LA_447537906536,124.1
LA_484477841495,154.0
LA_431834813083,81.9
LA_484464838598,11.1
LA_999000000289,37.4
LA_452435882724,52.2
LA_427867840184,52.7
LA_405789881727,58.9
LA_430659836008,55.1
LA_465486853934,23.3
LA_564927197067,33.7
LA_474612846108,19.6
LA_564838197060,32.4
LA_564877197062,47.7
LA_435369815581,21.8
LA_432634847225,23.0
LA_462235854743,5.3
LA_489971846556,43.4
LA_420739919158,10.9
LA_471374845713,7.5
LA_459917827586,301.8
LA_439620817012,38.0
LA_445641805528,7.1
LA_426088893574,17.1
LA_415686895590,264.7
LA_445911805523,19.9
LA_481139842221,49.1
LA_470358770331,50.5
LA_486020840234,22.6
LA_399187916933,125.7
LA_510794849711,9.5
LA_379070891659,6.1
LA_473251856733,38.0
LA_386614908480,143.6
LA_112217100663,21.1
LA_441967814883,16.0
LA_484894838516,12.4
LA_490750840650,56.1
LA_10412,27.2
LA_484954837714,10.3
LA_379425912158,30.7
LA_436398840383,12.0
LA_404782916293,37.9
LA_481287837435,28.5
LA_483823811522,15.2
LA_396330837101,224.2
LA_500307845234,61.3
LA_427272837756,27.4
LA_477034831224,116.8
LA_400996883815,27.2
LA_479744839674,35.4
LA_400198884737,57.6
LA_429923816908,68.5
LA_448670836668,31.8
LA_473876771607,34.0
LA_482369837459,166.1
LA_496437872567,63.4
LA_421602840438,27.2
LA_478641843437,43.9
LA_434683843961,981.3
LA_452827848159,105.1
LA_441593880543,13.6
LA_6777,19.4
LA_429248816982,57.1
LA_491250836941,44.5
LA_495008837140,66.4
LA_999000000095,20.1
LA_492160833196,13.8
LA_476326726219,6.4
LA_479424852363,13.1
LA_20871,25.9
LA_473378729266,5.8
LA_387931909668,6.3
LA_432321816246,30.4
LA_458098858266,77.0
LA_429570816893,24.1
LA_385005912790,15.8
LA_475550746208,49.0
LA_428405817309,163.3
LA_432909801763,76.8
LA_476457725069,22.5
LA_487201845012,14.6
LA_494670831382,11.3
LA_430520816574,32.3
LA_490247840978,46.5
LA_430272816647,24.3
LA_467929860517,291.9
LA_466313722094,134.7
LA_399965884833,99.8
LA_484560740860,14.2
LA_481646838580,42.9
LA_463796858354,36.7
LA_420010922342,61.1
LA_440044833607,247.2
LA_474359857188,38.9
LA_393610909764,52.6
LA_445073890681,5.8
LA_472262746187,144.1
LA_112217100554,35.1
LA_414918879586,35.6
LA_474172850713,40.1
LA_3086,50.8
LA_463041859298,37.3
LA_474667844407,38.4
LA_393627910422,52.9
LA_468363859623,104.1
LA_367718891815,194.0
LA_483259840014,58.1
LA_481836838652,31.9
NYC_1012600028,77.0
NYC_1004720004,26.2
NYC_1004720011,14.4
NYC_1008390033,43.1
NYC_3075750068,102.1
NYC_1009960021,52.7
NYC_1006930064,61.6
NYC_1012727502,73.5
NYC_3009800075,90.4
NYC_3043680001,74.9
NYC_3060500007,37.4
NYC_2028710002,107.4
NYC_1012420055,42.5
NYC_3032000035,45.0
NYC_1007620061,43.8
NYC_1008690025,61.2
NYC_5022500002,116.9
NYC_5022500250,95.7
NYC_3014320028,46.1
NYC_1012880011,94.7
NYC_1021800570,86.5
NYC_2048940011,165.7
NYC_1008040013,33.1
NYC_1008280064,37.6
NYC_3013110066,62.2
NYC_3069900001,119.2
NYC_1015590031,96.7
NYC_2039320182,160.0
NYC_1005440013,49.6
NYC_1007890040,50.8
NYC_2030290015,237.3
NYC_4016340001,75.0
NYC_1012310055,166.6
NYC_1017520057,52.7
NYC_1017450055,119.1
NYC_1002350013,30.0
NYC_1005630019,61.1
NYC_1005620014,25.7
NYC_1008370045,18.0
NYC_1005970005,103.3
NYC_1005127502,30.9
NYC_1008507502,58.9
NYC_3021060024,68.2
NYC_3087900059,55.8
NYC_1019910032,131.4
NYC_1019520029,50.8
NYC_3060360053,18.1
NYC_1012800090,52.9
NYC_1008207505,43.0
NYC_1013007501,52.7
NYC_3020090001,61.0
NYC_3018760001,23.6
NYC_1012670028,56.3
NYC_3037050016,34.5
NYC_4037250030,53.3
NYC_1013790017,69.7
NYC_1005807501,52.9
NYC_1010300001,252.0
NYC_1007120021,133.9
NYC_1019300044,67.3
NYC_2057860204,295.4
NYC_1001520025,71.6
NYC_3014290001,33.6
NYC_3004200045,39.7
NYC_3062050001,28.6
NYC_5015440025,55.6
NYC_1007950012,45.5
NYC_1008220067,47.7
NYC_1008280070,46.1
NYC_4016320020,149.8
NYC_1002090005,8.3
NYC_1002310030,72.3
NYC_1012840014,118.7
NYC_1010017501,51.5
NYC_3075767501,27.4
NYC_2051410390,27.8
NYC_2030910073,46.6
NYC_1008940075,59.5
NYC_1020140036,50.0
NYC_1014560001,56.6
NYC_3001647501,104.1
NYC_1005000038,47.1
NYC_1007890001,49.9
NYC_1005150025,44.4
NYC_1005130039,67.7
NYC_4071170004,61.0
NYC_2031670001,76.5
NYC_1006980018,37.2
NYC_1010140001,207.7
NYC_1000557501,54.6
NYC_1013367502,51.9
NYC_1012857501,64.6
NYC_1013320037,28.1
NYC_2028227501,109.3
NYC_3012730046,63.4
NYC_1010070049,64.3
NYC_5000910070,95.9
NYC_1008370015,107.5
NYC_3055170039,58.7
NYC_3066850034,48.5
NYC_1017350047,130.0
NYC_2054340055,118.6
NYC_3022300013,108.4
NYC_1008280059,44.3
NYC_1008380027,30.7
NYC_1008320041,59.4
NYC_3067790022,35.2
NYC_2031890030,45.0
NYC_5033550035,39.4
NYC_1009030056,57.5
NYC_3035210022,37.7
NYC_1002320005,74.3
NYC_5017070046,100.2
NYC_1002310037,19.0
NYC_1008400004,62.8
NYC_3009790031,37.2
NYC_3044840013,94.4
NYC_1017230005,51.4
NYC_3020600001,21.9
NYC_1008260013,50.8
NYC_1014567501,71.2
NYC_1015307501,61.0
NYC_1008010014,32.6
NYC_1008040057,57.1
NYC_1022130001,74.1
NYC_1001240012,4.6
NYC_3063700041,85.3
NYC_1012617502,69.9
NYC_1_00525_0029,92.6
NYC_1008130016,52.3
NYC_4004620001,58.6
NYC_2048230024,181.9
NYC_2040830013,20.2
NYC_2033430300,96.8
NYC_2033430283,434.9
NYC_2033380035,84.6
NYC_2039940001,126.4
NYC_2031790004,96.1
NYC_2042260130,126.7
NYC_2050650075,82.3
NYC_2033430326,93.9
NYC_2052230001,156.9
NYC_1008367501,32.5
NYC_4008370027,43.6
NYC_1012600020,171.2
NYC_3023030001,154.8
NYC_3067410006,38.9
NYC_1008290042,68.1
NYC_2026980079,35.8
NYC_2028910037,101.1
NYC_2026070032,145.0
NYC_2028910042,81.3
NYC_2036360005,257.0
NYC_3031340005,42.5
NYC_3023330005,25.4
NYC_1013960007,62.7
NYC_1013950010,58.2
NYC_1022240001,60.3
NYC_1013100022,366.8
NYC_1008680036,59.6
NYC_1019630060,75.8
NYC_1019950031,53.6
NYC_1018670009,14.0
NYC_1019870001,23.2
NYC_3010320025,19.6
NYC_1002090001,45.0
NYC_1010210045,127.0
NYC_1002310036,26.2
NYC_3001450006,32.9
NYC_3000430029,45.1
NYC_1013167501,69.5
NYC_1008380074,33.3
NYC_1008840084,32.7
NYC_1002270028,104.0
NYC_1013077501,78.3
NYC_1010777502,62.6
NYC_1010330036,90.6
NYC_1010027501,54.0
NYC_1000937501,45.9
NYC_3006870001,10.2
NYC_3006950020,15.4
NYC_3006950001,18.7
NYC_1007780052,10.8
NYC_1006010052,79.0
NYC_1006930059,26.3
NYC_1013930014,67.6
NYC_1005690024,24.6
NYC_1005807503,28.8
NYC_1004970006,36.0
NYC_1001960021,54.4
NYC_1001960022,83.9
NYC_3031180019,85.2
NYC_3022160019,28.2
NYC_1000100001,105.5
NYC_3050740004,48.5
NYC_3000640008,35.7
NYC_3014550070,53.1
NYC_1017670033,21.1
NYC_1006090020,17.7
NYC_1002320006,54.2
NYC_3052890083,23.0
NYC_3056847503,28.0
NYC_2022830001,86.3
NYC_1008390024,58.6
NYC_2023510021,68.0
NYC_3056797502,38.6
NYC_3015860008,64.9
NYC_3036600002,87.7
NYC_1015560052,68.4
NYC_4096770007,43.5
NYC_1013300011,74.1
NYC_3071920074,63.3
NYC_3057640001,162.7
NYC_3031620001,34.5
NYC_3017370021,48.8
NYC_3022610009,61.1
NYC_3021300021,32.8
NYC_1006930010,7.6
NYC_2025140011,63.0
NYC_3007630034,27.1
NYC_3021400013,23.4
NYC_1017490024,88.9
NYC_1001760001,61.3
NYC_1001760004,61.2
NYC_2025870043,13.6
NYC_1017220069,82.4
NYC_5061450300,249.4
NYC_1007910016,55.7
NYC_1008620051,21.9
NYC_1012300038,76.8
NYC_3007290072,84.1
NYC_3008370001,86.3
NYC_3066660001,54.7
NYC_3027700001,61.3
NYC_3028850010,49.9
NYC_3022820001,25.6
NYC_3067060048,78.1
NYC_3000180001,13.6
NYC_2028087502,61.3
NYC_3066660013,23.2
NYC_1002310026,32.3
NYC_1002947502,47.2
NYC_1002797502,39.3
NYC_1001977501,55.4
NYC_1008350011,46.0
NYC_3065630036,44.6
NYC_3065390048,157.8
NYC_3068670036,102.1
NYC_2025330092,75.1
NYC_2030337501,60.7
NYC_4141950013,96.5
NYC_1007880064,43.4
NYC_2040850180,77.3
NYC_4004430014,64.3
NYC_1017700072,97.0
NYC_3024430034,30.5
NYC_1010780023,112.9
NYC_1012440008,53.9
NYC_1005967502,34.1
NYC_2043920040,40.2
NYC_1006980061,39.9
NYC_3054570110,123.2
NYC_3014300018,44.2
NYC_2029180016,60.0
NYC_5012340052,27.1
NYC_1012810062,55.3
NYC_3050640053,114.2
NYC_3084700055,78.0
NYC_3050570024,14.2
NYC_3081560100,22.4
NYC_2024430100,77.5
NYC_1008320006,58.6
NYC_1019930001,49.6
NYC_1008380056,34.3
NYC_1012750016,70.1
NYC_4161850041,106.0
NYC_2057500382,107.0
NYC_3032320001,44.5
NYC_2026790001,375.3
NYC_1009930043,111.8
NYC_1008290050,113.4
NYC_1017700071,50.5
NYC_3001407501,78.6
NYC_1005940115,141.3
NYC_1012620041,7.6
NYC_3072737501,25.3
NYC_3072790006,43.1
NYC_1004090005,63.8
NYC_3018620026,117.8
NYC_3064910207,103.7
NYC_2032700018,98.8
NYC_1005707501,74.2
NYC_1008097501,73.9
NYC_3016000007,99.3
NYC_3016130016,51.1
NYC_3031320021,53.1
NYC_3002500044,51.9
NYC_1008477501,54.3
NYC_1012390039,81.5
NYC_1004600056,42.0
NYC_2022780064,28.2
NYC_1005460040,84.9
NYC_3010070172,39.7
NYC_3018770035,27.9
NYC_3025220003,68.5
NYC_3025570007,7.3
NYC_1011130047,146.9
NYC_1006980057,4.7
NYC_5001020262,127.1
NYC_5001020001,186.7
NYC_5029210006,74.1
NYC_1007850023,80.2
NYC_3022910051,178.7
NYC_1010150054,94.0
NYC_1010200053,55.9
NYC_1010350037,90.0
NYC_3012300044,52.5
NYC_3076020042,23.8
NYC_1011150057,166.6
NYC_1012530041,121.2
NYC_1014740031,73.3
NYC_1009050001,101.9
NYC_1010250044,109.3
NYC_1012530013,97.1
NYC_2044100021,111.1
NYC_1008497501,48.8
NYC_3031040001,143.0
NYC_2023850001,183.1
NYC_5039830130,114.7
NYC_2051410810,94.5
NYC_1005457501,58.6
NYC_1010187501,88.2
NYC_3029940033,156.2
NYC_1005290003,41.6
NYC_1002320021,21.4
NYC_1010347501,65.7
NYC_1010220035,94.3
NYC_3067350044,92.9
NYC_3029920025,26.3
NYC_5000020020,13.2
NYC_1008040071,28.7
NYC_3020220018,53.7
NYC_3082350150,49.1
NYC_1013110029,37.3
NYC_1010180020,84.9
NYC_5000080060,39.3
NYC_1008200033,24.6
NYC_1005010001,26.3
NYC_1001240011,61.1
NYC_1015700036,221.6
NYC_1015710005,220.3
NYC_1009040005,58.4
NYC_1009010048,72.2
NYC_1009040007,71.1
NYC_1007400013,109.8
NYC_1007960058,66.2
NYC_1007960060,73.8
NYC_1002380003,291.2
NYC_4092730048,43.3
NYC_1001950006,33.0
NYC_1003080016,15.7
NYC_1001020001,86.0
NYC_1001010002,50.5
NYC_1000770020,45.6
NYC_1004620001,107.3
NYC_1001750029,18.0
NYC_3030290065,9.1
NYC_5020150048,85.0
NYC_5039690057,111.1
NYC_1012850059,46.4
NYC_1017730007,87.5
NYC_2042390005,98.2
NYC_1008320049,82.3
NYC_2058721054,58.4
NYC_1005220005,77.8
NYC_3073670011,122.5
NYC_5017250500,354.4
NYC_1011180052,102.2
NYC_1009220070,42.8
NYC_3002447501,60.8
NYC_1001757501,42.8
NYC_1002387502,47.7
NYC_1010650029,75.3
NYC_1008500004,19.5
NYC_2037860001,53.7
NYC_1002030017,49.6
NYC_1021340019,37.9
NYC_1004720028,57.6
NYC_5021620140,25.5
NYC_2022830088,81.7
NYC_2022890003,51.3
NYC_3055470006,92.9
NYC_1006980047,108.0
NYC_1003037502,26.4
NYC_2051411130,36.3
NYC_2023280025,83.8
NYC_2037410041,47.7
NYC_1007940009,17.0
NYC_1001950009,120.8
NYC_3009160012,93.4
NYC_3087720003,34.0
NYC_2027280034,79.4
NYC_2044230001,137.3
NYC_2044220001,153.3
NYC_1012630018,59.0
NYC_1008400019,37.5
NYC_2023740048,17.2
NYC_5012700012,65.9
NYC_1006960054,120.4
NYC_2051410025,93.2
NYC_1004870008,56.3
NYC_1007540068,50.3
NYC_3072530001,7.4
NYC_1008280022,78.6
NYC_1008050075,44.1
NYC_1004570005,80.6
NYC_1002430050,120.1
NYC_1021650001,43.4
NYC_1002047502,28.3
NYC_3085900031,32.1
NYC_3051330014,47.6
NYC_2023190100,58.5
NYC_3057940165,50.7
NYC_3057940150,47.9
NYC_1001950002,50.2
NYC_2042900033,60.9
NYC_3057670028,83.8
NYC_1012840017,63.8
NYC_1004980023,79.9
NYC_2023620044,41.5
NYC_1014000060,150.4
NYC_1008860005,47.1
NYC_1006977501,53.9
NYC_1008260063,51.6
NYC_1008300016,54.5
NYC_1008627501,31.6
NYC_3002660050,74.0
NYC_1008630081,42.9
NYC_1008000023,36.4
NYC_1004740026,17.0
NYC_1021530081,32.5
NYC_3021410001,22.1
NYC_3001520006,38.5
NYC_2045460012,16.0
NYC_3087750041,179.5
NYC_3001860012,35.8
NYC_1012580040,69.3
NYC_1005650011,100.0
NYC_1008090080,149.4
NYC_1007120040,15.9
NYC_1006937503,52.7
NYC_1007890067,41.8
NYC_1000410024,38.8
NYC_1012700064,140.4
NYC_2024830034,78.4
NYC_2028410005,28.0
NYC_3011370019,13.2
NYC_1008290057,50.0
NYC_2039200005,84.4
NYC_1005240009,209.3
NYC_2051411135,55.3
NYC_1008380036,111.4
NYC_1013270035,45.0
NYC_3037520002,111.3
NYC_1007790023,34.8
NYC_1008580003,30.0
NYC_1008270027,42.4
NYC_1021540001,59.7
NYC_1017550041,25.8
NYC_3061340028,70.9
NYC_3031680001,97.4
NYC_2056100087,95.2
NYC_2023820048,99.8
NYC_1002350001,7.8
NYC_2026890048,54.2
NYC_1010200038,37.8
NYC_1012597502,45.8
NYC_1006460032,42.6
NYC_3030050001,6.7
NYC_2032700030,148.0
NYC_1008030016,50.8
NYC_1004830015,52.8
NYC_1008250009,38.9
NYC_1010157501,55.2
NYC_3000870005,28.4
NYC_1005620024,34.1
NYC_1000420036,15.4
NYC_1019890001,69.6
NYC_3019160013,21.7
NYC_1000327501,54.8
NYC_1008160023,79.8
NYC_1008390079,50.8
NYC_1008210064,26.1
NYC_1006457501,27.3
NYC_1017690003,73.1
NYC_1009447502,90.5
NYC_1013147503,168.8
NYC_3008440040,230.4
NYC_1000927502,41.2
NYC_1017750028,5.2
NYC_2032200090,95.4
NYC_4032340185,102.8
NYC_1008440026,63.7
NYC_1013510036,51.0
NYC_3046020001,86.2
NYC_1012900014,35.4
NYC_4008110032,25.0
NYC_1010120026,25.8
NYC_2042050003,452.1
NYC_1000960001,71.8
NYC_1019770001,51.3
NYC_3065480027,22.2
NYC_2030170065,93.0
NYC_1008150020,42.0
NYC_1010267501,74.2
NYC_1007840008,62.9
NYC_3074450001,64.4
NYC_3002440013,70.6
NYC_1008350056,72.2
NYC_3088080045,109.2
NYC_4157670050,78.9
NYC_1001817503,74.3
NYC_3001890001,91.0
NYC_3063260038,81.4
NYC_2057140141,88.1
NYC_2048760006,57.8
NYC_2024620010,108.1
NYC_2046530076,204.6
NYC_2043720001,119.4
NYC_3054680035,68.0
NYC_3042370013,84.9
NYC_3050840082,83.8
NYC_2024720034,5.8
