id_building,energy_site_eui_post_odcv
CA_21645876,45.2
CA_3351827,60.1
CA_1252154,43.4
CA_28086027,54.9
CA_27226442,49.6
CA_6263686,64.8
CA_20784081,13.5
CA_34712008,11.2
CA_1547231,50.5
CA_56347593,28.8
CA_6348574,35.6
CA_34539439,83.9
CA_6466584,152.3
CA_23395091,9.3
CA_26621207,73.8
CA_6869733,6.2
CA_6344178,108.5
CA_24141427,37.7
CA_24141433,24.4
CA_1637889,43.5
CA_51279592,9.3
CA_23395132,65.4
CA_34561595,31.6
CA_27216218,23.2
CA_16350284,139.5
CA_15935919,301.3
CA_64280992,42.2
CA_11211888,101.0
CA_24248379,129.6
CA_1548425,26.2
CA_6554058,138.8
CA_21739048,60.8
CA_25207133,41.7
CA_51288192,49.5
CA_58989292,80.7
CA_23985567,40.2
CA_7956795,55.1
CA_6048033,11.1
CA_17978884,42.1
CA_56181992,46.8
CA_20776337,46.0
CA_1531771,29.4
CA_13125561,94.7
CA_17751185,51.7
CA_26611406,12.3
CA_6265624,80.0
CA_6322974,22.0
CA_35500426,40.0
CA_57530992,39.8
CA_31531629,63.7
CA_33927709,31.0
CA_14957330,23.7
CA_64568992,22.0
CA_33926813,18.9
CA_27460682,60.0
CA_53244392,196.4
CA_6678253,164.7
CA_12410579,47.2
CA_3406605,34.1
CA_3406630,16.2
CA_6348196,116.1
CA_11466019,43.3
CA_6314669,55.6
CA_1503693,16.9
CA_1367747,29.3
CA_1367770,30.3
CA_1166182,20.8
CA_37259561,35.8
CA_59038292,31.5
CA_6314503,126.5
CA_4395999,24.3
CA_59015092,47.4
CA_55665492,29.1
CA_37259861,28.8
CA_3620077,26.0
CA_1429399,23.7
CA_4816849,42.0
CA_28092713,47.4
CA_14441789,19.4
CA_3093095,44.1
CA_4768516,19.3
CA_57560096,14.6
CA_1194529,26.1
CA_29247172,39.5
CA_29251200,41.7
CA_6265514,143.9
CA_32583053,27.6
CA_3592032,78.5
CA_6339247,103.9
CA_4816194,30.8
CA_6263711,66.3
CA_34050224,50.5
CA_55300392,31.9
CA_27491389,32.1
CA_3928773,101.2
CA_24368469,42.1
CA_34555511,48.0
CA_36592907,135.1
CA_6867784,202.1
CA_27530639,69.2
CA_24976491,48.0
CA_45087692,60.1
CA_6568828,120.9
CA_2551185,13.4
CA_1547999,40.7
CA_6314661,55.5
CA_20598370,52.6
CA_6263984,74.6
CA_1261068,150.6
CA_57855694,42.3
CA_27572367,31.3
CA_56139993,32.3
CA_6837013,65.6
CA_30698306,68.2
CA_30698296,48.0
CA_4299587,102.2
CA_30697133,9.1
CA_30692180,108.2
CA_30697984,219.0
CA_4299591,57.1
CA_15738167,76.6
CA_27450501,37.7
CA_35474537,42.7
CA_6336456,84.6
CA_3936681,49.9
CA_3351315,85.4
CA_6365609,46.4
CA_3406625,30.0
CA_21311481,29.3
CA_26078515,63.3
CA_27292805,27.3
CA_5948868,22.8
CA_6563785,52.3
CA_1058320,28.2
CA_25027811,35.9
CA_23942720,53.9
CA_34546479,36.6
CA_1483336,93.1
CA_57635592,16.9
CA_36459531,164.4
CA_6352491,42.4
CA_8657,50.8
CA_8642,26.5
CA_6045356,49.9
CA_6352642,40.5
CA_6352175,49.6
CA_6352487,27.8
CA_6352471,27.3
CA_6352482,32.6
CA_12713723,214.4
CA_6352497,50.5
CA_18962380,59.1
CA_6352512,76.7
CA_3408956,78.6
CA_21311482,18.3
CA_6866168,41.9
CA_6866273,49.3
CA_6369178,46.1
CA_8656,33.7
CA_8655,24.8
CA_52966096,96.3
CA_26960503,81.1
CA_25789466,35.5
CA_26698451,7.3
CA_6075429,138.5
CA_6313369,50.1
CA_26961457,20.5
CA_33971554,61.7
CA_4816364,36.3
CA_6362364,43.6
CA_1260361,138.2
CA_34663197,63.6
CA_22482504,35.7
CA_6554046,113.3
CA_4817164,33.1
CA_6263954,73.1
CA_6197252,19.8
CA_6045370,52.7
CA_57345524,52.1
CA_18100393,29.5
CA_21375264,35.6
CA_6432188,71.9
CA_6263710,66.9
CA_2551332,68.9
CA_3416926,25.2
CA_32514748,48.3
CA_6444317,13.6
CA_27461959,27.0
CA_27443412,34.3
CA_12373874,37.5
CA_6323908,49.5
CA_1547238,45.9
CA_1166277,21.7
CA_17806276,44.7
CA_16096676,17.6
CA_3523304,26.5
CA_4622055,32.5
CA_4924558,48.1
CA_12421873,47.7
CA_9607497,29.7
CA_34539779,66.7
CA_9985747,49.0
CA_2551273,99.8
CA_6336191,79.0
CA_34347067,8.2
CA_34124586,15.9
CA_3657513,40.9
CA_14890561,55.7
CA_3221646,77.8
CA_6678311,177.3
CA_1261181,156.4
CA_3158658,102.0
CA_6346777,61.2
CA_3158492,67.9
CA_3158548,88.7
CA_2495229,68.4
CA_2495233,84.8
CA_3617197,66.8
CA_2495261,80.3
CA_4138129,59.9
CA_3957362,68.1
CA_17384822,60.1
CA_6345388,65.2
CA_2495287,115.4
CA_16881273,29.7
CA_2495265,62.3
CA_41252492,142.6
CA_6446513,117.8
CA_52127192,100.6
CA_2495291,121.7
CA_2495293,133.2
CA_19926992,43.0
CA_6335351,16.6
CA_15299026,54.2
CA_6335357,4.9
CA_6367541,26.4
CA_6335377,27.1
CA_6335361,5.1
CA_6368698,15.4
CA_6335380,27.4
CA_6335375,103.0
CA_49124094,60.7
CA_27505012,74.5
CA_49122292,60.8
CA_25416576,39.9
CA_25416577,33.3
CA_6335358,42.9
CA_6335371,19.6
CA_50397592,48.8
CA_53304092,8.8
CA_6568800,123.5
CA_57345809,47.5
CA_6331993,105.2
CA_56557293,25.7
CA_1547259,36.4
CA_4991841,60.4
CA_1547279,48.6
CA_6336261,44.9
CA_6361433,46.9
CA_14955325,29.3
CA_1339991,26.5
CA_1339990,24.0
CA_1339988,70.9
CA_49017794,50.2
CA_48488293,21.6
CA_34560529,26.2
CA_3413038,16.9
CA_2867332,42.0
CA_2551259,44.3
CA_1547776,37.6
CA_12415024,47.8
CA_55524210,29.1
CA_18128567,60.6
CA_36316877,54.0
CA_6335370,168.0
CA_25669942,38.3
CA_25669730,35.0
CA_36252695,30.8
CA_17396027,194.7
CA_25669929,33.1
CA_33512186,40.8
CA_34882876,21.5
CA_53572992,26.3
CA_6678284,183.8
CA_6039202,42.9
CA_4768813,45.8
CA_33560623,158.1
CA_27489729,40.2
CA_1435658,46.9
CA_16350282,183.4
CA_34560382,18.9
CA_6331920,107.6
CA_2730181,29.2
CA_24737107,21.9
CA_25494028,22.7
CA_14955385,50.8
CA_27491406,54.9
CA_23782108,51.3
CA_6153455,28.2
CA_36497752,24.0
CA_1631476,41.1
CA_3114183,42.3
CA_21324056,44.1
CA_57150097,56.3
CA_4414737,38.8
CA_11914,24.6
CA_6570402,156.3
CA_23749789,172.2
CA_55524213,33.8
CA_2551396,55.0
CA_1548338,35.0
CA_1548496,50.1
CA_34002460,42.1
CA_19861110,18.4
CA_6264532,127.5
CA_35964278,30.1
CA_33922133,107.8
CA_11672264,60.3
CA_2037707,12.2
CA_36056004,49.9
CA_1260173,136.3
CA_1931071,19.1
CA_1166229,21.4
CA_6358012,49.1
CA_2037381,7.9
CA_29818107,10.4
CA_19581682,227.2
CA_28028782,26.4
CA_19493865,77.4
CA_19493875,64.6
CA_6346745,49.5
CA_3943544,44.3
CA_24630294,56.1
CA_2551137,56.0
CA_2551177,46.2
CA_2551184,231.2
CA_27074814,65.0
CA_23587689,40.6
CA_4393034,38.4
CA_3591992,136.9
CA_6405934,42.6
CA_34666740,153.7
CA_35077236,68.1
CA_6264514,79.4
CA_1547347,53.2
CA_6263957,48.6
CA_8658909,13.4
CA_6814700,38.2
CA_13261299,79.3
CA_15988904,55.6
CA_3879400,35.6
CA_50327792,168.6
CA_12396513,90.2
CA_27682300,29.4
CA_4816499,39.0
CA_17978880,52.6
CA_1343815,35.3
CA_6554061,103.8
CA_23946276,70.7
CA_6549531,120.9
CA_29006360,48.1
CA_22537937,30.5
CA_6812320,123.2
CA_1548187,43.4
CA_6314655,79.9
CA_6838357,58.0
CA_18552146,35.8
CA_1547625,41.1
CA_1260969,147.3
CA_6554050,116.2
CA_60426495,82.2
CA_34701178,25.0
CA_6264505,29.9
CA_15959087,99.4
CA_27462054,38.2
CA_3592023,62.3
CA_32464264,41.3
CA_1547349,44.1
CA_6263950,79.6
CA_3422769,34.0
CA_4231710,53.3
CA_2893183,32.6
CA_6362821,26.2
CA_2966113,86.7
CA_1548035,36.6
CA_1167005,30.3
CA_21309933,21.5
CA_4816796,29.8
CA_6262668,134.1
CA_6348429,33.5
CA_34324053,38.2
CA_18418018,54.4
CA_61712792,36.4
CA_1548481,51.4
CA_26636482,9.0
CA_36302218,170.5
CA_6568847,116.5
CA_1205400,60.7
CA_54242692,48.0
CA_6265655,91.4
CA_6879913,267.2
CA_6322780,46.0
CA_3351367,39.7
CA_54481892,29.4
CA_64669092,8.2
CA_6368391,25.0
CA_2494752,32.0
CA_4729958,42.5
CA_21387921,52.6
CA_27590312,30.9
CA_6814732,49.0
CA_4125350,40.3
CA_5026536,27.7
CA_6000184,27.9
CA_5019297,30.6
CA_6769105,63.5
CA_6678239,140.7
CA_24489328,44.4
CA_3240324,58.8
CA_6172093,52.7
CA_36120418,57.2
CA_51670892,63.4
CA_24612,19.2
CA_24613,26.5
CA_70173192,49.7
CA_16089289,11.3
CA_20966158,55.1
CA_70173292,54.7
CA_70173492,47.3
CA_4815861,34.8
CA_3592065,44.4
CA_4315521,33.5
CA_4231592,69.7
CA_6231591,52.5
CA_6424718,58.5
CA_3773651,35.9
CA_4028312,26.3
CA_34550577,24.6
CA_54460092,106.9
CA_36357611,14.9
CA_2551254,66.3
CA_6808876,128.5
CA_6872753,116.3
CA_1546990,45.4
CA_21544589,39.8
CA_1205076,52.1
CA_21544590,55.5
CA_21544591,32.5
CA_21544592,66.6
CA_11190414,51.0
CA_11190423,65.0
CA_33614017,49.3
CA_33614019,39.1
CA_20599576,35.7
CA_6263688,51.9
CA_6362359,80.2
CA_3351578,44.4
CA_27505205,26.1
CA_45866092,5.5
CA_6905818,28.9
CA_35631305,47.3
CA_6045395,51.4
CA_6365599,52.7
CA_6365547,67.5
CA_3154496,54.6
CA_10549146,68.3
CA_10549143,299.2
CA_10549153,175.9
CA_16411639,69.6
CA_16411637,39.8
CA_8852177,6.3
CA_7523704,104.9
CA_4426180,36.9
CA_4426186,33.1
CA_4426214,29.9
CA_1325192,32.9
CA_6406619,143.7
CA_2893179,17.7
CA_3074428,85.7
CA_1546993,35.0
CA_6879824,48.6
CA_6265629,86.6
CA_3879537,40.7
CA_1166304,24.4
CA_4816697,17.7
CA_34666883,6.1
CA_6539982,114.7
CA_6265634,30.3
CA_6424372,30.7
CA_1547322,46.1
CA_14957387,34.0
CA_6320415,28.6
CA_6310363,119.9
CA_1547791,47.3
CA_6208574,231.5
CA_6208577,84.8
CA_3406636,24.8
CA_6348251,78.5
CA_3592050,38.5
CA_1547422,39.3
CA_6314648,62.7
CA_1166169,20.3
CA_28016723,219.4
CA_6301394,12.7
CA_54677093,72.2
CA_4817169,43.4
CA_6263930,109.5
CA_27462047,16.9
CA_53188292,114.6
CA_6869238,48.1
CA_6342498,134.7
CA_10562807,51.5
CA_10562808,39.1
CA_20408496,23.4
CA_8980178,70.7
CA_4231591,55.0
CA_25175521,50.6
CA_3681868,162.7
CA_4768473,37.3
CA_6424722,38.0
CA_21387913,40.9
CA_3120951,41.7
CA_8462060,68.6
CA_3592043,203.2
CA_2551252,59.8
CA_6339190,107.9
CA_1547579,47.8
CA_16350328,139.7
CA_6678298,144.9
CA_6742411,44.5
CA_6264661,82.4
CA_4815798,31.0
CA_6263694,56.1
CA_6352253,244.4
CA_26638909,37.1
CA_12042858,27.7
CA_6263693,43.4
CA_26777944,5.8
CA_6570323,132.3
CA_6118437,88.9
CA_2649942,101.4
CA_1548168,49.5
CA_4816152,19.8
CA_35424668,37.8
CA_23955428,9.3
CA_10173623,5.4
CA_35612173,453.8
CA_12422105,67.3
CA_12798702,41.0
CA_24058827,84.1
CA_27565127,34.1
CA_6554053,142.0
CA_54213392,29.6
CA_54212693,21.9
CA_1547407,48.5
CA_4115543,80.0
CA_26682623,21.5
CA_35593718,44.1
CA_35692792,38.6
CA_20248431,88.5
CA_34394356,5.2
CA_12069009,40.7
CA_12069011,33.7
CA_6208587,189.9
CA_12218450,33.5
CA_24741456,33.1
CA_27399182,59.1
CA_1405827,51.4
CA_1405842,59.6
CA_2408416,37.6
CA_6313553,137.8
CA_9275957,26.0
CA_1417401,36.0
CA_1765426,26.7
CA_1472813,25.3
CA_3351242,39.0
CA_3351245,49.5
CA_11188884,24.9
CA_7860186,86.2
CA_6052890,7.7
CA_6844983,49.8
CA_25552321,52.9
CA_6052888,29.1
CA_27477465,14.5
CA_6332491,114.6
CA_35619231,55.9
CA_58068992,36.9
CA_12751722,52.3
CA_12751731,37.2
CA_33975014,35.0
CA_33967950,43.6
CA_35062984,59.5
CA_6676705,9.7
CA_1050849,67.4
CA_1050851,40.4
CA_23352388,40.2
CA_33927899,32.4
CA_36100198,54.4
CA_1050853,67.2
CA_33999314,140.6
CA_33618948,34.2
CA_6099914,122.5
CA_6099912,300.0
CA_34394228,45.9
CA_34014788,35.1
CA_51675692,33.5
CA_34530627,15.8
CA_6264657,89.6
CA_6847483,57.8
CA_27671232,58.0
CA_33973087,105.7
CA_34663422,45.7
CA_3995474,24.4
CA_6338389,14.9
CA_42117192,7.3
CA_36068976,47.0
CA_21387909,38.2
CA_34663779,87.1
CA_6262396,175.8
CA_34663797,51.7
CA_11285797,10.2
CA_34663796,98.3
CA_6466577,126.0
CA_1763895,43.6
CA_11190389,35.6
CA_12396254,51.9
CA_8656516,40.9
CA_26636483,7.3
CA_34658183,10.4
CA_35726618,83.4
CA_55090992,157.0
CA_34324165,130.4
CA_11235003,129.7
CA_3682483,254.2
CA_3682485,58.9
CA_3682490,60.7
CA_3682488,78.3
CA_6568735,114.8
CA_6814725,47.0
CA_17806277,47.1
CA_33245450,124.0
CA_27461953,46.6
CA_50123693,13.1
CA_33201995,63.9
CA_4190747,11.5
CA_5965848,60.6
CA_6344200,85.8
CA_15286970,48.9
CA_1547793,29.5
CA_27560394,59.3
CA_3879395,52.2
CA_21295188,90.7
CA_6345185,44.7
CA_13405551,19.9
CA_6348985,53.3
CA_17352658,43.8
CA_6366093,102.9
CA_23942460,63.4
CA_6359258,63.0
CA_4304812,64.1
CA_12396450,73.3
CA_16350318,167.6
CA_34555579,6.4
CA_16045657,110.7
CA_4606523,38.1
CA_6879914,343.2
CA_63841392,89.2
CA_19483421,53.6
CA_19483420,43.6
CA_4816358,27.4
CA_6265605,27.9
CA_20970972,29.7
CA_27407283,26.7
CA_5763996,42.4
CA_34555505,42.1
CA_6338328,29.6
CA_6338358,21.2
CA_6814708,32.3
CA_21309840,66.7
CA_6264486,41.9
CA_9982433,14.2
CA_6430082,102.8
CA_22010937,91.1
CA_6172620,107.6
CA_2635379,57.2
CA_25561330,246.7
CA_1260934,169.1
CA_28114709,12.6
CA_6264485,115.1
CA_14955301,41.9
CA_6376959,41.1
CA_6376963,42.3
CA_6376964,50.3
CA_3351364,57.8
CA_1547785,46.5
CA_1166257,24.7
CA_57536593,46.6
CA_57541092,50.3
CA_66767592,32.5
CA_21375001,34.6
CA_1547324,63.1
CA_35871528,37.8
CA_34665255,39.8
CA_57852392,121.1
CA_5971881,130.5
CA_3406725,11.2
CA_6814748,38.6
CA_6456854,136.3
CA_14957375,58.9
CA_30636876,49.1
CA_27556925,21.9
CA_53681592,18.1
CA_6331897,159.4
CA_1547085,53.4
CA_57545692,38.4
CA_6265636,151.4
CA_2690699,40.1
CA_4815694,27.2
CA_35868787,24.9
CA_14955306,48.6
CA_6879183,61.2
CA_40291992,46.7
CA_6314724,130.6
CA_6352137,30.6
CA_5969406,79.4
CA_41807992,29.2
CA_20316300,108.5
CA_1261085,167.3
CA_27484708,35.6
CA_2396279,36.8
CA_6353325,25.1
CA_3592067,52.1
CA_1547357,56.3
CA_6314634,67.3
CA_26733768,66.9
CA_6265613,86.5
CA_37134760,5.9
CA_34540706,239.4
CA_6549537,131.4
CA_12423883,32.0
CA_26948746,36.5
CA_33881597,49.2
CA_35868815,157.4
CA_6263723,70.9
CA_21360123,15.5
CA_36589093,24.1
CA_55013393,37.8
CA_48500096,9.5
CA_27045630,125.1
CA_34560360,44.2
CA_22146595,59.5
CA_5279923,29.7
CA_8470780,32.5
CA_6346619,70.6
CA_33614201,200.1
CA_8470776,137.9
CA_8470781,28.8
CA_37597394,201.2
CA_26822506,30.8
CA_1547339,50.2
CA_34555464,141.3
CA_8470766,44.4
CA_8470767,261.3
CA_8470769,351.6
CA_34027094,20.0
CA_52956493,22.3
CA_6264658,85.3
CA_12423763,40.5
CA_33980107,35.7
CA_56710592,38.1
CA_12422204,30.0
CA_26837667,54.7
CA_6362368,70.6
CA_35242779,16.8
CA_21734413,50.5
CA_33619402,34.2
CA_7356549,26.4
CA_37176504,47.3
CA_36321274,7.3
CA_6339198,113.4
CA_1547786,40.0
CA_27964147,130.7
CA_60419494,15.7
CA_37594494,124.8
CA_4815748,28.0
CA_1261093,142.5
CA_1547866,38.0
CA_6075427,46.9
CA_65269192,58.5
CA_34638075,11.5
CA_6208593,265.9
CA_9588585,216.4
CA_34555268,110.1
CA_9588586,49.3
CA_20316311,8.5
CA_6424456,183.4
CA_4729746,86.8
CA_4768571,54.4
CA_33999308,83.7
CA_6336197,63.6
CA_2551375,75.5
CA_6369609,52.6
CA_6369611,39.7
CA_1547234,51.4
CA_4407213,59.1
CA_6314675,49.5
CA_37340360,85.3
CA_6264516,77.9
CA_15975621,38.2
CA_27562916,24.4
CA_34550351,81.6
CA_12713692,66.5
CA_6568743,118.9
CA_1547235,43.4
CA_6314594,99.3
CA_11907345,191.3
CA_11907300,65.7
CA_34957129,9.6
CA_18552144,55.8
CA_47602792,13.8
CA_6740805,78.4
CA_27232749,31.9
CA_64764792,71.4
CA_57810992,11.2
CA_1547337,45.3
CA_6264659,100.4
CA_1260603,149.7
CA_1261059,135.9
CA_1261095,141.8
CA_27391393,31.2
CA_3877408,107.8
CA_33923038,41.8
CA_21009378,11.8
CA_15664151,6.8
CA_64277593,122.4
CA_12420412,51.5
CA_35843171,25.4
CA_26675339,128.6
CA_6568849,111.0
CA_2551303,108.3
CA_6349235,111.8
CA_1548062,12.8
CA_6338426,26.1
CA_57018392,45.6
CA_4816000,15.3
CA_34806671,124.7
CA_37120960,19.3
CA_51535692,95.2
CA_6263724,66.6
CA_1255188,25.0
CA_21492,20.5
CA_31978349,43.1
CA_4048452,44.4
CA_9601518,40.4
CA_3624889,38.0
CA_16350306,152.8
CA_55524415,140.1
CA_12427695,159.4
CA_6349448,89.9
CA_6343317,60.3
CA_1548439,43.3
CA_6323638,41.4
CA_6354962,57.1
CA_6568715,137.0
CA_6265645,84.1
CA_6263715,86.3
CA_4374648,48.7
CA_56596793,12.4
CA_19525175,36.5
CA_6332513,118.0
CA_6213716,35.8
CA_4258511,28.7
CA_3891625,36.7
CA_53815292,10.6
CA_57118192,11.0
CA_16344989,14.7
CA_19492128,75.3
CA_6549504,148.1
CA_2483745,27.6
CA_27578427,33.7
CA_6344313,58.7
CA_6331860,214.5
CA_6344314,97.0
CA_6343010,93.0
CA_6360083,110.1
CA_1548128,44.8
CA_1166190,27.3
CA_4816446,21.0
CA_6263683,87.9
CA_6346608,128.2
CA_41253492,39.0
CA_27490321,128.1
CA_12345683,19.8
CA_12706940,47.0
CA_6342485,81.8
CA_2649879,103.1
CA_1582790,27.7
CA_57556593,41.3
CA_3521079,24.7
CA_3521102,10.5
CA_6406802,9.4
CA_6406831,13.4
CA_4816004,30.4
CA_6456895,120.0
CA_6338373,99.2
CA_1548342,45.9
CA_24112562,70.5
CA_33923006,43.9
CA_6466587,91.4
CA_12727789,55.4
CA_35002742,46.6
CA_46852096,14.5
CA_1547931,52.4
CA_57139292,76.4
CA_17806284,52.9
CA_14957390,30.5
CA_2551245,84.8
CA_6335484,124.1
CA_1166262,13.4
CA_1946623,94.7
CA_57501092,218.5
CA_16086160,65.9
CA_6879967,31.8
CA_21318906,140.8
CA_4768837,34.6
CA_6568738,120.2
CA_1547145,36.7
CA_4816005,8.5
CA_6263701,110.7
CA_6539923,128.2
CA_27570019,35.4
CA_1435679,46.2
CA_6679841,5.0
CA_34554529,80.4
CA_34555461,58.8
CA_33974972,71.2
CA_6466581,154.0
CA_6263944,96.8
CA_2294921,54.3
CA_33975067,50.0
CA_6264520,62.7
CA_33979181,40.9
CA_59179794,22.3
CA_33269279,265.0
CA_4817042,25.5
CA_6263712,79.6
CA_1547505,44.6
CA_31963063,141.1
CA_1931090,19.8
CA_1548237,34.2
CA_6263978,32.5
CA_6814749,37.7
CA_6568773,121.5
CA_6314585,103.3
CA_5883238,56.3
CA_6691250,37.3
CA_35337820,70.1
CA_11907364,174.3
CA_20990161,20.7
CA_4816205,28.5
CA_1435944,46.5
CA_57150100,67.6
CA_20598375,45.6
CA_56394892,44.1
CA_1548076,49.7
CA_6702413,60.3
CA_6263696,110.4
CA_1260162,144.8
CA_13405618,31.0
CA_6406717,25.2
CA_1260948,150.0
CA_57859694,24.0
CA_1166184,21.6
CA_33567984,63.5
CA_4592458,85.7
CA_16090161,116.2
CA_36497553,166.4
CA_2683486,36.2
CA_58263725,85.0
CA_7154714,8.7
CA_55455495,67.2
CA_6570242,101.8
CA_19427846,12.2
CA_2551366,59.6
CA_11907050,206.5
CA_6883554,66.9
CA_6456762,117.9
CA_1260964,152.9
CA_18425692,46.0
CA_6353460,96.2
CA_1483334,81.2
CA_37595698,129.7
CA_1547690,38.2
CA_6570356,150.7
CA_1260618,141.4
CA_1548415,66.9
CA_26962395,171.9
CA_33514649,252.2
CA_1547644,38.1
CA_42109492,34.1
CA_35689353,5.8
CA_2730221,36.8
CA_33619448,52.1
CA_6310328,97.9
CA_1547372,44.3
CA_36497741,26.8
CA_34663336,104.5
CA_33926825,3.9
CA_21350804,46.4
CA_64182393,43.4
CA_6284282,83.1
CA_3053872,31.3
CA_1393423,29.0
CA_6368938,38.0
CA_17396028,74.5
CA_1252658,21.6
CA_2707682,31.0
CA_19355292,184.2
CA_27897614,10.0
CA_4226934,38.4
CA_1158701,33.3
CA_1158710,48.5
CA_10889388,67.0
CA_6466573,152.4
CA_6678277,146.9
CA_62738192,22.5
CA_3384481,24.4
CA_3632858,58.6
CA_5692536,43.7
CA_22740438,5.9
CA_15975622,39.7
CA_10155820,22.8
CA_27403587,52.6
CA_2525221,15.5
CA_2524991,78.5
CA_6366927,128.2
CA_33919115,65.0
CA_1260608,135.7
CA_36106125,169.7
CA_2031963,49.5
CA_5042751,70.6
CA_6841611,74.2
CA_27452187,53.5
CA_27564314,27.1
CA_70174092,51.3
CA_6814774,28.9
CA_3120948,95.2
CA_6331745,120.5
CA_1548300,39.8
CA_35993031,8.9
CA_6314656,62.6
CA_6354976,50.6
CA_2551230,221.8
CA_1138237,62.1
CA_1937708,117.7
CA_63848492,23.8
CA_35727453,33.6
CA_2037060,6.2
CA_6466582,146.5
CA_1296155,16.4
CA_1260968,128.8
CA_6570453,126.2
CA_35169937,325.9
CA_16350304,118.1
CA_30683235,11.2
CA_6367006,52.4
CA_1250012,42.7
CA_34964222,15.6
CA_55525103,33.2
CA_13261297,122.7
CA_17806279,56.7
CA_57923192,7.2
CA_21970785,56.1
CA_4816544,47.6
CA_6263933,53.8
CA_4343559,8.8
CA_4685619,22.5
CA_4816538,27.4
CA_34540521,40.9
CA_6265620,95.6
CA_27391335,85.0
CA_34555584,42.7
CA_34555586,33.7
CA_34555626,29.4
CA_1260315,125.6
CA_6424655,30.9
CA_6360813,108.3
CA_2295765,48.3
CA_6314670,56.7
CA_6265638,94.2
CA_34774052,47.0
CA_33665522,27.6
CA_4005893,24.1
CA_6264494,71.0
CA_6265615,117.1
CA_34665162,43.5
CA_6286091,49.5
CA_10390201,40.5
CA_10390940,39.1
CA_26774984,15.5
CA_33871714,33.6
CA_27958720,49.4
CA_34522855,27.3
CA_34675347,27.3
CA_16075804,37.6
CA_6367021,56.1
CA_2648848,143.2
CA_3432150,60.2
CA_6366944,42.6
CA_6366977,46.9
CA_3877461,48.9
CA_11884,32.8
CA_36264928,47.1
CA_59617792,33.6
CA_63972693,233.4
CA_34554305,55.8
CA_35066449,20.3
CA_20599583,47.6
CA_62825692,18.0
CA_34555350,49.1
CA_49685293,12.6
CA_58256795,20.2
CA_34555272,74.5
CA_34606113,46.2
CA_34554021,57.9
CA_1547548,44.2
CA_34606159,70.0
CA_34605920,66.9
CA_34555481,96.2
CA_30750909,54.3
CA_33652710,63.9
CA_28848253,88.4
CA_3668996,145.5
CA_17808650,46.8
CA_35904913,36.8
CA_35904934,31.7
CA_28092720,134.4
CA_16350343,160.8
CA_54211299,57.6
CA_6371949,6.1
CA_2551381,84.8
CA_11907411,145.9
CA_34917453,15.9
CA_53564094,23.1
CA_1295715,27.8
CA_6424447,44.2
CA_2965915,100.6
CA_4713692,45.1
CA_53176594,8.9
CA_56275592,19.7
CA_34554831,40.1
CA_59034592,44.6
CA_34555414,54.6
CA_51654292,81.8
CA_12496923,52.0
CA_1260619,166.5
CA_1547256,39.3
CA_1260942,183.8
CA_3891623,42.5
CA_17307726,11.7
CA_6691252,29.2
CA_65033392,22.8
CA_6159771,58.0
CA_10021440,94.8
CA_6424422,23.5
CA_3351402,50.8
CA_3605729,38.7
CA_34349864,50.9
CA_34349870,74.6
CA_14243120,45.7
CA_6059347,37.2
CA_55098292,354.2
CA_34555514,38.6
CA_16426162,60.4
CA_15845671,75.8
CA_21670755,51.0
CA_2037210,59.0
CA_50337192,26.4
CA_34147871,19.8
CA_6466583,176.0
CA_6339708,117.3
CA_6342579,101.8
CA_3960957,44.4
CA_6263946,45.1
CA_12414942,50.7
CA_12415781,75.4
CA_27420520,17.4
CA_33630837,21.9
CA_6432192,33.0
CA_1299244,37.9
CA_6844731,55.9
CA_6310453,95.5
CA_4816424,32.6
CA_57122892,43.3
CA_1547087,42.2
CA_25461499,26.8
CA_6466575,136.8
CA_36079652,16.5
CA_6263947,73.4
CA_51258292,30.2
CA_6814746,30.8
CA_15975618,33.1
CA_34656879,249.4
CA_6424670,35.3
CA_35868858,39.9
CA_6276581,33.3
CA_6864958,43.3
CA_13405621,24.6
CA_36947704,10.1
CA_6264841,20.7
CA_34346825,24.1
CA_35992924,52.8
CA_1260333,133.8
CA_6568710,126.1
CA_1166157,23.9
CA_6263976,112.0
CA_57117993,21.7
CA_34545932,15.4
CA_33944589,21.1
CA_33946787,8.8
CA_6331979,106.5
CA_41198392,216.9
CA_17706837,135.2
CA_4399559,47.9
CA_7404754,84.9
CA_53563292,46.1
CA_2649581,117.1
CA_1547269,34.5
CA_3592026,70.7
CA_4768836,25.7
CA_4816715,21.3
CA_17978868,68.1
CA_6263990,116.7
CA_6336243,57.6
CA_57940593,4.8
CA_21309800,27.3
CA_6262673,116.0
CA_34555204,28.7
CA_21589113,35.6
CA_56879397,112.9
CA_27491674,7.5
CA_34025902,72.2
CA_34554852,44.2
CA_70173893,55.6
CA_50396792,31.6
CA_27588407,46.0
CA_57633093,40.7
CA_59630993,43.7
CA_1582814,47.5
CA_16089668,63.4
CA_6455402,131.8
CA_6466576,121.3
CA_6415312,27.9
CA_6570463,117.5
CA_2551250,67.8
CA_1548362,44.2
CA_6262423,117.8
CA_32984572,32.0
CA_1261080,188.3
CA_4816712,32.5
CA_6814758,35.1
CA_21312903,231.2
CA_5707459,55.3
CA_68092192,136.5
CA_6568851,105.1
CA_2551249,29.6
CA_6339294,110.7
CA_21472189,64.8
CA_1547460,45.3
CA_4815863,42.9
CA_6263717,35.7
