portfolio_idx,id_building,loc_address,leed_project_url,extracted_name
7899,CA_6060660,"750 World Way, Los Angeles, CA, 90045",https://www.usgbc.org/projects/bradley-west-renovations,Bradley West Renovations
7901,CA_6060812,"650 World Way, Los Angeles, CA, 90045",https://www.usgbc.org/projects/lax-west-gates-tom-bradley,Lax West Gates Tom Bradley
7911,CA_6077539,"1102 Q Street, Sacramento, CA, 95811",https://www.usgbc.org/projects/1102-q-street-1,1102 Q Street
7923,CA_6118437,"7953 Cherry Avenue, Fontana, CA, 92336",https://www.usgbc.org/projects/oakmont-cherry-meyer-building-one,Oakmont Cherry Meyer Building One
7935,CA_6160182,"500 Technology Drive, Irvine, CA, 92618",https://www.usgbc.org/projects/discovery-business-center-0,Discovery Business Center
7984,CA_6241244,"1324 Wall Street, Los Angeles, CA, 90015",https://www.usgbc.org/projects/central-distribution-headquarters,Central Distribution Headquarters
7989,CA_6254804,"1501 Ca Ave., Santa Monica, CA, 90403",https://www.usgbc.org/projects/20th-st-condos-5,20Th St Condos
8249,CA_62738192,"2020 Main Street, Irvine, CA, 92614",https://www.usgbc.org/projects/2020-main-street-0,2020 Main Street
8265,CA_6286753,"385 Sherman Avenue, Palo Alto, CA, 94306",https://www.usgbc.org/projects/385-sherman-0,385 Sherman
8270,CA_6293454,"12670 High Bluff Drive, San Diego, CA, 92130",https://www.usgbc.org/projects/latham-and-watkins,Latham And Watkins
8271,CA_6293470,"12680 High Bluff Drive, San Diego, CA, 92130",https://www.usgbc.org/projects/del-mar-plaza-2,Del Mar Plaza
8527,CA_6343013,"2700 Chester Avenue, Bakersfield, CA, 93301",https://www.usgbc.org/projects/san-joaquin-community-hospital-mob,San Joaquin Community Hospital Mob
8532,CA_6343625,"8101 Rosemead Boulevard, Pico Rivera, CA, 90660",https://www.usgbc.org/projects/scg-pico-rivera-building-b-ti,Scg Pico Rivera Building B Ti
8589,CA_6352297,"1600 Los Gamos Drive, San Rafael, CA, 94903",https://www.usgbc.org/projects/marin-eof,Marin Eof
8607,CA_6353421,"1100 Enterprise Way, Sunnyvale, CA, 94089",https://www.usgbc.org/projects/lab-126-1100-0,Lab 126 1100
8608,CA_6353422,"1120 Enterprise Way, Sunnyvale, CA, 94089",https://www.usgbc.org/projects/hp-moffett-towers-building-g,Hp Moffett Towers Building G
8609,CA_6353425,"1140 Enterprise Way, Sunnyvale, CA, 94089",https://www.usgbc.org/projects/hp-moffett-towers-building-f,Hp Moffett Towers Building F
8640,CA_6354967,"3400 North Sepulveda Boulevard, Manhattan Beach, CA, 90266",https://www.usgbc.org/projects/macys-manhattan-village-addition,Macys Manhattan Village Addition
8643,CA_6355043,"401 South San Fernando Boulevard, Burbank, CA, 91502",https://www.usgbc.org/projects/hilton-garden-inn-burbank,Hilton Garden Inn Burbank
8646,CA_6355046,"4315 North First Street, San Jose, CA, 95134",https://www.usgbc.org/projects/hws-hotel-san-jose,Hws Hotel San Jose
8651,CA_6355896,"14350 Meridian Parkway, March Air Reserve Base, CA, 92518",https://www.usgbc.org/projects/uc-path-center,Uc Path Center
8692,CA_6360390,"28150 Keller Road, Murrieta, CA, 92563",https://www.usgbc.org/projects/kp-mmc-ambulatory-surgery-center,Kp Mmc Ambulatory Surgery Center
8742,CA_6365433,"384 Santa Trinita Avenue, Sunnyvale, CA, 94085",https://www.usgbc.org/projects/384-santa-trinita-0,384 Santa Trinita
8757,CA_6366956,"2855 Campus Drive, San Mateo, CA, 94403",https://www.usgbc.org/projects/gopro,Gopro
8789,CA_6368877,"685 East Middlefield Road, Mountain View, CA, 94043",https://www.usgbc.org/projects/siemens-mountain-view-relocation,Siemens Mountain View Relocation
8793,CA_6368901,"790 Lindaro Street, San Rafael, CA, 94901",https://www.usgbc.org/projects/biomarin-790,Biomarin
8811,CA_6372914,"800 North Mary Avenue, Sunnyvale, CA, 94085",https://www.usgbc.org/projects/synopsys-pathline-park-offices,Synopsys Pathline Park Offices
8957,CA_6424662,"2620 Reynolds Ranch Parkway, Lodi, CA, 95240",https://www.usgbc.org/projects/starbucks-hwy-99-harney,Starbucks Hwy 99 Harney
9009,CA_6432343,"4551 Great America Parkway, Santa Clara, CA, 95054",https://www.usgbc.org/projects/abbott-lab,Abbott Lab
9049,CA_6446590,"1255 Pear Avenue, Mountain View, CA, 94043",https://www.usgbc.org/projects/1255-pear-avenue-0,1255 Pear Avenue
9050,CA_6446591,"466 Ellis Street, Mountain View, CA, 94043",https://www.usgbc.org/projects/symantec-466-ellis,Symantec 466 Ellis
9063,CA_6446634,"1212 Bordeaux Drive, Sunnyvale, CA, 94089",https://www.usgbc.org/projects/1212-bordeaux,1212 Bordeaux
9065,CA_6446638,"1265 Crossman Avenue, Sunnyvale, CA, 94089",https://www.usgbc.org/projects/moffett-gateway-bldg-2,Moffett Gateway Bldg
9066,CA_6446639,"222 Caspian Drive, Sunnyvale, CA, 94089",https://www.usgbc.org/projects/222-caspian,222 Caspian
9069,CA_6446642,"1194 North Mathilda Avenue, Sunnyvale, CA, 94089",https://www.usgbc.org/projects/juniper-networks-campus-building-iib,Juniper Networks Campus Building IIb
9092,CA_6455910,"400 R Street, Sacramento, CA, 95811",https://www.usgbc.org/projects/400-r-street-0,400 R Street
9162,CA_64866792,"835 College Avenue, Kentfield, CA, 94904",https://www.usgbc.org/projects/college-marin-new-fine-arts-building,College Marin New Fine Arts Building
9305,CA_6631295,"625 North Mary Avenue, Sunnyvale, CA, 94085",https://www.usgbc.org/projects/proofpoint-b10,Proofpoint B10
9448,CA_6799054,"3901 North First Street, San Jose, CA, 95134",https://www.usgbc.org/projects/3901-north-first,3901 North First
9464,CA_6812731,"325 North Maple Drive, Beverly Hills, CA, 90210",https://www.usgbc.org/projects/post-325-maple,Post 325 Maple
9529,CA_6832789,"1600 Alvarado Street, San Leandro, CA, 94577",https://www.usgbc.org/projects/san-leandro-tech-campus,San Leandro Tech Campus
9538,CA_6836102,"469 El Camino Real, Santa Clara, CA, 95050",https://www.usgbc.org/projects/blach-construction-office-ti,Blach Construction Office Ti
9550,CA_6840042,"899 West Evelyn Avenue, Mountain View, CA, 94041",https://www.usgbc.org/projects/23andme-0,23Andme
9569,CA_6861585,"3333 Quality Drive, Rancho Cordova, CA, 95670",https://www.usgbc.org/projects/vision-service-plan-hq1,Vision Service Plan HQ1
9589,CA_6865786,"5600 Avenida Encinas, Carlsbad, CA, 92008",https://www.usgbc.org/projects/make-group-project,Make Group Project
9603,CA_6872898,"2500 Walsh Avenue, Santa Clara, CA, 95051",https://www.usgbc.org/projects/arris-leed-ci,Arris Leed Ci
9695,CA_70403092,"915 West Imperial Highway, Brea, CA, 92821",https://www.usgbc.org/projects/eccu-building-4,Eccu Building
9696,CA_70410593,"955 West Imperial Highway, Brea, CA, 92821",https://www.usgbc.org/projects/eccu-building-1,Eccu Building
9697,CA_70410893,"975 West Imperial Highway, Brea, CA, 92821",https://www.usgbc.org/projects/eccu-building-3,Eccu Building
9702,CA_7128033,"2240 Mercury Way, Santa Rosa, CA, 95407",https://www.usgbc.org/projects/kp-santa-rosa-mob6,Kp Santa Rosa Mob6
9703,CA_7128035,"501 J Street, Sacramento, CA, 95814",https://www.usgbc.org/projects/downtown-commons-medical-offices,Downtown Commons Medical Offices
9724,CA_7461232,"1400 South Douglass Road, Anaheim, CA, 92806",https://www.usgbc.org/projects/arena-corporate-center-i-0,Arena Corporate Center I
9744,CA_7726985,"300 Fir Street, San Diego, CA, 92101",https://www.usgbc.org/projects/sharp-wellness-center,Sharp Wellness Center
9773,CA_8239,"6200 Stoneridge Mall Road, Pleasanton, CA, 94588",https://www.usgbc.org/projects/pleasanton-corporate-commons,Pleasanton Corporate Commons
9774,CA_8240,"6210 Stoneridge Mall Road, Pleasanton, CA, 94588",https://www.usgbc.org/projects/pcc-bayside-solutions-build-out,Pcc Bayside Solutions Build Out
9780,CA_8463269,"380 Ellis Street, Mountain View, CA, 94043",https://www.usgbc.org/projects/ellis-campus-ab,Ellis Campus Ab
9825,CA_8656,"695 Town Center Drive, Costa Mesa, CA, 92626",https://www.usgbc.org/projects/park-tower-recertification,Park Tower
9829,CA_8703671,"9465 Wilshire Boulevard, Beverly Hills, CA, 90212",https://www.usgbc.org/projects/wilshire-beverly-center,Wilshire Beverly Center
9830,CA_8703700,"245 North Beverly Drive, Beverly Hills, CA, 90210",https://www.usgbc.org/projects/barclays-beverly-hills,Barclays Beverly Hills
9851,CA_9014977,"767 North Mathilda Avenue, Sunnyvale, CA, 94085",https://www.usgbc.org/projects/hilton-garden-inn-sunnyvale,Hilton Garden Inn Sunnyvale
9862,CA_9219711,"357 Lakeside Drive, Foster City, CA, 94404",https://www.usgbc.org/projects/gilead-science-nb357,Gilead Science Nb357
9866,CA_9259455,"601 12Th Street, Oakland, CA, 94607",https://www.usgbc.org/projects/601-city-center,601 City Center
9869,CA_9292,"501 Santa Monica Boulevard, Santa Monica, CA, 90401",https://www.usgbc.org/projects/citibank-santa-monica-downtown,Citibank Santa Monica Downtown
9878,CA_9484433,"505 Elm Avenue, Imperial Beach, CA, 91932",https://www.usgbc.org/projects/mar-vista-high-school-phase-1,Mar Vista High School Phase
9879,CA_9484437,"3250 Palm Avenue, San Diego, CA, 92154",https://www.usgbc.org/projects/montgomery-high-school-phase-i,Montgomery High School
9880,CA_9484440,"1051 Picador Boulevard, San Diego, CA, 92154",https://www.usgbc.org/projects/montgomery-middle-school-project-1,Montgomery Middle School Project
9881,CA_9484471,"1701 D Avenue, National City, CA, 91950",https://www.usgbc.org/projects/national-city-middle-school-phase-i,National City Middle School
9883,CA_9484551,"1685 Hollister Street, San Diego, CA, 92154",https://www.usgbc.org/projects/southwest-high-school-phase-i,Southwest High School
9885,CA_9484568,"2900 Highland Avenue, National City, CA, 91950",https://www.usgbc.org/projects/sweetwater-high-school-phase-i,Sweetwater High School
9896,CA_9588443,"11333 North Sepulveda Boulevard, Los Angeles, CA, 91345",https://www.usgbc.org/projects/pdp-mission-hills-1-llc,Pdp Mission Hills 1 LLC
9907,CA_9685939,"450 Concar Drive, San Mateo, CA, 94402",https://www.usgbc.org/projects/medallia-san-mateo,Medallia San Mateo
9913,CA_9860444,"995 Howard Street, San Francisco, CA, 94103",https://www.usgbc.org/projects/plaza-apartments,Plaza Apartments
9916,CA_9866849,"1155 Island Avenue, San Diego, CA, 92101",https://www.usgbc.org/projects/thomas-jefferson-school-law,Thomas Jefferson School Law
9975,CHI_101674,"8700 West Bryn Mawr Ave, Chicago, IL, 60631",https://www.usgbc.org/projects/presidents-plaza-recertification,Presidents Plaza
9990,CHI_101729,"540 W. Madison, Chicago, IL, 60661",https://www.usgbc.org/projects/540-west-madison-recertification,540 West Madison
10012,CHI_101788,"333 West Wacker Drive, Chicago, IL, 60606",https://www.usgbc.org/projects/diageo-chicago,Diageo Chicago
10016,CHI_101794,"225 West Wacker Drive, Chicago, IL, 60606",https://www.usgbc.org/projects/chicago-hq,Chicago HQ
10019,CHI_101799,"200 South Wacker Drive, Chicago, IL, 60606",https://www.usgbc.org/projects/presence-health-corporate-office,Presence Health Corporate Office
10028,CHI_101834,"1 N. Franklin, Chicago, IL, 60606",https://www.usgbc.org/projects/pnc-centre-chicago-recertification,Pnc Centre Chicago
10030,CHI_101838,"191 North Wacker Drive, Chicago, IL, 60606",https://www.usgbc.org/projects/191-north-wacker,191 North Wacker
10037,CHI_101854,"10 South Riverside Plaza, Chicago, IL, 60606",https://www.usgbc.org/projects/10120-s-riverside,10120 S Riverside
10042,CHI_101868,"300 South Wacker Drive, Chicago, IL, 60606",https://www.usgbc.org/projects/300-south-wacker,300 South Wacker
10055,CHI_101907,"225 West Washington, Chicago, IL, 60606",https://www.usgbc.org/projects/225-west-washington,225 West Washington
10057,CHI_101912,"550 West Washington, Chicago, IL, 60661",https://www.usgbc.org/projects/550-west-washington-recertification-0,550 West Washington
10058,CHI_101913,"567 W. Lake Street, Chicago, IL, 60661",https://www.usgbc.org/projects/cta-headquarters,Cta Headquarters
10063,CHI_101924,"550 West Van Buren Street, Chicago, IL, 60607",https://www.usgbc.org/projects/union-tower,Union Tower
10069,CHI_101943,"303 West Madison, Chicago, IL, 60606",https://www.usgbc.org/projects/invenergy,Invenergy
10078,CHI_101972,"150 North Wacker Drive, Chicago, IL, 60606",https://www.usgbc.org/projects/wacker-randolph-recert,Wacker Randolph Recert
10113,CHI_103597,"30 North Lasalle Street, Chicago, IL, 60602",https://www.usgbc.org/projects/parsons-brinckerhoff-chicago,Parsons Brinckerhoff Chicago
10117,CHI_103602,"190 South Lasalle, Chicago, IL, 60603",https://www.usgbc.org/projects/xl-global-services-28th-floor,Xl Global Services 28Th Floor
10129,CHI_103628,"1000 West Fulton, Chicago, IL, 60607",https://www.usgbc.org/projects/1kfulton,1Kfulton
10134,CHI_103639,"121 West Wacker Drive, Chicago, IL, 60601",https://www.usgbc.org/projects/111-west-wacker-drive,111 West Wacker Drive
10136,CHI_103641,"33 North Lasalle Street, Chicago, IL, 60602",https://www.usgbc.org/projects/33-north-lasalle-street,33 North Lasalle Street
10137,CHI_103643,"180 North Lasalle Street, Chicago, IL, 60601",https://www.usgbc.org/projects/pru,Pru
10148,CHI_103679,"300 South Riverside Plaza, Chicago, IL, 60606",https://www.usgbc.org/projects/mcguire-engineers,Mcguire Engineers
10153,CHI_103696,"111 South Wacker, Chicago, IL, 60606",https://www.usgbc.org/projects/catlin-chicago-office,Catlin Chicago Office
10161,CHI_103739,"20 North Clark Street, Chicago, IL, 60602",https://www.usgbc.org/projects/20-north-clark-street,20 North Clark Street
10168,CHI_103781,"625 N Michigan Avenue, Chicago, IL, 60611",https://www.usgbc.org/projects/burberry-chicago-flagship,Burberry Chicago Flagship
10177,CHI_105938,"5235 S Harper Court, Chicago, IL, 60615",https://www.usgbc.org/projects/harper-court-1,Harper Court
10179,CHI_107850,"300 W Adams, Chicago, IL, 60606",https://www.usgbc.org/projects/pnc-bank-branch-adams-and-franklin,Pnc Bank Branch Adams And Franklin
10183,CHI_111893,"120 North Racine, Chicago, IL, 60607",https://www.usgbc.org/projects/120-north-racine,120 North Racine
10232,CHI_119808,"1110 W. Belden, Chicago, IL, 60614",https://www.usgbc.org/projects/andrew-j-mcgowan-science-building,Andrew J Mcgowan Science Building
10260,CHI_121264,"1407 East 60th Street, Chicago, IL, 60637",https://www.usgbc.org/projects/chicago-theological-seminary,Chicago Theological Seminary
10261,CHI_121374,"5201 Sheridan Rd, Chicago, IL, 60640",https://www.usgbc.org/projects/dominicks-chicago-2890-0,Dominicks Chicago 2890
10268,CHI_124019,"4734 Pueblo, Chicago, IL, 60656",https://www.usgbc.org/projects/cisco-chicago-field-sales-office,Cisco Chicago Field Sales Office
10273,CHI_125148,"5829 S. Archer Ave., Chicago, IL, 60638",https://www.usgbc.org/projects/shop-and-save-archer,Shop And Save Archer
10303,CHI_131291,"29 North Wacker Dr, Chicago, IL, 60606",https://www.usgbc.org/projects/29-n-wacker,29 N Wacker
10344,CHI_135716,"225 W Hubbard St, Chicago, IL 60654",https://www.usgbc.org/projects/centrum-hubbard,Centrum Hubbard
10377,CHI_156829,"3700 W. 103rd St., Chicago, IL, 60655",https://www.usgbc.org/projects/st-xavier-university-residence-hall-4,St Xavier University Residence Hall
10384,CHI_157208,"400 South Jefferson Street, Chicago, IL, 60607",https://www.usgbc.org/projects/hillshire-brands,Hillshire Brands
10387,CHI_157347,"1460 N Halsted & 814 W Eastman, Chicago, IL, 60642",https://www.usgbc.org/projects/blackhawk-halsted-llc-new-core-shel,Blackhawk Halsted LLC New Core Shel
10393,CHI_158088,"8765 W. Higgins Road, Chicago, IL, 60631",https://www.usgbc.org/projects/evangelical-lutheran-church-america-0,Evangelical Lutheran Church America
10403,CHI_158394,"180 N Michigan, Chicago, IL, 60601",https://www.usgbc.org/projects/cbna-il-michigan-lake,Cbna Il Michigan Lake
10405,CHI_158405,"250 S Wacker Dr, Chicago, IL, 60606",https://www.usgbc.org/projects/250-south-wacker-drive-0,250 South Wacker Drive
10433,CHI_160157,"2545 W Diversey Ave, Chicago, IL, 60647",https://www.usgbc.org/projects/greenchoice-bank,Greenchoice Bank
10478,CHI_165439,"610 S. Michigan Ave, Chicago, IL, 60605",https://www.usgbc.org/projects/spertus-institute-jewish-st,Spertus Institute Jewish St
10512,CHI_172401,"110 N Carpenter, Chicago, IL 60607",https://www.usgbc.org/projects/110-n-carpenter,110 N Carpenter
10538,CHI_173625,"600 West Jackson Boulevard, Chicago, IL, 60661",https://www.usgbc.org/projects/jeffjack,Jeffjack
10550,CHI_173846,"3300 N Campbell Ave, Chicago, IL, 60618",https://www.usgbc.org/projects/devry-chicago,Devry Chicago
10572,CHI_175441,"2520 S Western Ave, Chicago, IL 60608",https://www.usgbc.org/projects/instituto-health-sciences-career-academy,Instituto Health Sciences Career Academy
10579,CHI_175523,"222 West Hubbard Street, Chicago, IL, 60654",https://www.usgbc.org/projects/222-west-hubbard,222 West Hubbard
10586,CHI_175679,"240 N Ashland Avenue, Chicago, IL, 60607",https://www.usgbc.org/projects/crate-barrel-officestudio,Crate Barrel Officestudio
10612,CHI_176022,"7451-7521, Chicago, IL, 60626",https://www.usgbc.org/projects/morgan-loyola-station,Morgan Loyola Station
10616,CHI_250001,"120 North Lasalle Street, Chicago, IL, 60602",https://www.usgbc.org/projects/120-north-lasalle-0,120 North Lasalle
10638,CHI_250038,"250 E 111th St, Chicago, IL, 60628",https://www.usgbc.org/projects/gwendolyn-brooks-high-school-additions,Gwendolyn Brooks High School Additions
10667,CHI_250115,"121 N. La Salle St., Chicago, IL, 60602",https://www.usgbc.org/projects/city-hall-space-consolidation,City Hall Space Consolidation
10678,CHI_250129,"300 N Lasalle, Chicago, IL, 60654",https://www.usgbc.org/projects/300-n-lasalle-property-management,300 N Lasalle Property Management
10685,CHI_250143,"325 North Wells, Chicago, IL, 60654",https://www.usgbc.org/projects/steelcase,Steelcase
10697,CHI_250173,"322 South Green, Chicago, IL, 60607",https://www.usgbc.org/projects/elevate-energy-office,Elevate Energy Office
10705,CHI_251221,"211 West Wacker Drive, Chicago, IL, 60606",https://www.usgbc.org/projects/211-w-wacker-drive,211 W Wacker Drive
10734,CHI_251320,"370 N. Des Plaines, Chicago, IL, 60661",https://www.usgbc.org/projects/des-plaines-jewel-osco,Des Plaines Jewel Osco
10749,CHI_251337,"2350 N. Racine, Chicago, IL, 60614",https://www.usgbc.org/projects/depaul-university-theatre-school,Depaul University Theatre School
10804,CHI_251463,"615 W Kemper Pl, Chicago, IL, 60614",https://www.usgbc.org/projects/lincoln-elementary-school-addition,Lincoln Elementary School Addition
10806,CHI_251467,"955 W Garfield Blvd, Chicago, IL, 60621",https://www.usgbc.org/projects/oliver-wendell-holmes-annex-addition,Oliver Wendell Holmes Annex Addition
10821,CHI_251520,"5051 N Kenneth Ave, Chicago, IL, 60630",https://www.usgbc.org/projects/cps-palmer-annex,Cps Palmer Annex
10843,CHI_251577,"8010 S Kostner Ave, Chicago, IL, 60652",https://www.usgbc.org/projects/stevenson-elementary-school-annex,Stevenson Elementary School Annex
10858,CHI_251626,"4929 N Sawyer Ave, Chicago, IL, 60625",https://www.usgbc.org/projects/albany-park-middle-school,Albany Park Middle School
10859,CHI_251628,"6740 S Paulina St, Chicago, IL 60636",https://www.usgbc.org/projects/miles-davis-academy,Miles Davis Academy
10898,CHI_251717,"5437 W 64th Pl, Chicago, IL, 60638",https://www.usgbc.org/projects/john-hancock-college-prep-high-school,John Hancock College Prep High School
10900,CHI_251721,"1034 N Wells St, Chicago, IL, 60610",https://www.usgbc.org/projects/payton-west-building,Payton West Building
10902,CHI_251723,"2611 W 48th St, Chicago, IL, 60632",https://www.usgbc.org/projects/james-shields-middle-school,James Shields Middle School
10913,CHI_251742,"5400 S St Louis Ave, Chicago, IL, 60632",https://www.usgbc.org/projects/eric-solorio-academy-high-school,Eric Solorio Academy High School
10944,CHI_251871,"1955 E 75th St, Chicago, IL, 60649",https://www.usgbc.org/projects/south-shore-high-school,South Shore High School
10981,CHI_252038,"5730 South Ellis Avenue, Chicago, IL, 60637",https://www.usgbc.org/projects/univ-chicago-crerar-select-renovation,Univ Chicago Crerar Select Renovation
10983,CHI_252041,"970 East 58th Street, Chicago, IL, 60637",https://www.usgbc.org/projects/u-chicago-physics-research-center,U Chicago Physics Research Center
11001,CHI_252077,"5050 S. Homan Ave., Chicago, IL, 60632",https://www.usgbc.org/projects/uno-new-elementary-school-2011,Uno New Elementary School
11032,CHI_254158,"5141 N Christiana Ave., Chicago, IL, 60625",https://www.usgbc.org/projects/nancy-g-timothy-johnson-center,Nancy G Timothy Johnson Center
11046,CHI_254347,"1900 W Jackson Blvd, Chicago, IL, 60612",https://www.usgbc.org/projects/malcolm-x-college,Malcolm X College
11048,CHI_254360,"1929 W WILSON AVE, Chicago, IL, 60640",https://www.usgbc.org/projects/lycee-francais-de-chicago,Lycee Francais De Chicago
11052,CHI_254372,"3748 W Ogden Avenue, Chicago, IL, 60623",https://www.usgbc.org/projects/lawndale-christian-health-center,Lawndale Christian Health Center
11063,CHI_255008,"3030 North Broadway, Chicago, IL, 60657",https://www.usgbc.org/projects/pnc-bank-branch-3030-n-broadway,Pnc Bank Branch 3030 N Broadway
11065,CHI_255016,"4339 W. 18th Place, Chicago, IL, 60623",https://www.usgbc.org/projects/montclare-senior-residences-lawndale,Montclare Senior Residences Lawndale
11066,CHI_255021,"3300 W OGDEN AVE, Chicago, IL, 60623",https://www.usgbc.org/projects/legacy-charter-school,Legacy Charter School
11068,CHI_255756,"2989 N Milwaukee Ave, Chicago, IL, 60618",https://www.usgbc.org/projects/aspira-business-and-finance-high-school,Aspira Business And Finance High School
11070,CHI_255919,"412 N Wells St., Chicago, IL, 60654",https://www.usgbc.org/projects/412-north-wells,412 North Wells
11074,CHI_255930,"803 W Fulton Market, Chicago, IL, 60607",https://www.usgbc.org/projects/811-w-fulton-market,811 W Fulton Market
11075,CHI_255946,"171 N. Aberdeen St, Chicago, IL, 60607",https://www.usgbc.org/projects/lake-and-aberdeen,Lake And Aberdeen
11076,CHI_255951,"1950 W. Polk St., Chicago, IL, 60612",https://www.usgbc.org/projects/central-campus-health-center,Central Campus Health Center
11077,CHI_255958,"625 W Adams St, Chicago, IL, 60661",https://www.usgbc.org/projects/625-west-adams-0,625 West Adams
11079,CHI_256124,"1515 W Webster Avenue, Chicago, IL, 60614",https://www.usgbc.org/projects/1515-w-webster-ave,1515 W Webster Ave
11081,CHI_256263,"1330 W. Fulton Street, Chicago, IL, 60607",https://www.usgbc.org/projects/azek-chicago,Azek Chicago
11097,CHI_256539,"210 N. Carpenter St., Chicago, IL, 60607",https://www.usgbc.org/projects/leopardo-companies-chicago-office,Leopardo Companies Chicago Office
11103,CHI_256735,"8601 W Foster Avenue, Chicago, IL, 60656",https://www.usgbc.org/projects/dirksen-es-annex,Dirksen Es Annex
11107,CHI_256746,"6835 S Normal Blvd, Chicago, IL, 60621",https://www.usgbc.org/projects/south-side-high-school-pbc,South Side High School Pbc
11110,CHI_256811,"1201 East 60th Street, Chicago, IL, 60637",https://www.usgbc.org/projects/david-m-rubenstein-forum,David M Rubenstein Forum
11112,CHI_256834,"1375 W Fulton, Chicago, IL, 60607",https://www.usgbc.org/projects/tcc-fulton-ogden,Tcc Fulton Ogden
11120,CHI_256886,"215 N Peoria St, Chicago, IL, 60607",https://www.usgbc.org/projects/fulton-east,Fulton East
11121,CHI_256888,"318 N. Carpenter, Chicago, IL, 60607",https://www.usgbc.org/projects/312-carpenter,312 Carpenter
11124,CHI_256900,"320 North Sangamon, Chicago, IL, 60607",https://www.usgbc.org/projects/320-n-sangamon,320 N Sangamon
11127,CHI_257149,"345 N Morgan St, Chicago, IL, 60607",https://www.usgbc.org/projects/345-n-morgan,345 N Morgan
11143,DC_5472375,"1255 23rd St NW, Washington, DC 20037",https://www.usgbc.org/projects/1255-23rd-street,1255 23Rd Street
11147,DC_5472776,"1105 1/2 19th St NW, Washington, DC 20036",https://www.usgbc.org/projects/ogilvy-washington,Ogilvy Washington
11150,DC_5472840,"1550 M St NW, Washington, DC 20005",https://www.usgbc.org/projects/american-chemical-society-othmer,American Chemical Society Othmer
11156,DC_5472872,"2121 Ward Pl NW, Washington, DC 20037",https://www.usgbc.org/projects/qea-dc-new-office,Qea Dc New Office
11166,DC_5472971,"2146 24th Pl NE, Washington, DC, 20018",https://www.usgbc.org/projects/childrens-guild-public-charter-school,Childrens Guild Public Charter School
11167,DC_5472983,"1300 Connecticut Ave NW, Washington, DC 20036",https://www.usgbc.org/projects/ihs-markit-dc-north-office-build-out,Ihs Markit Dc North Office Build Out
11172,DC_5473215,"1200 New York Ave NW, Washington, DC 20005",https://www.usgbc.org/projects/aaas-leed-eb-project,Aaas Leed Eb Project
11177,DC_5473269,"1200 K St NW, Washington, DC 20005",https://www.usgbc.org/projects/1200-k-street-nw,1200 K Street Nw
11178,DC_5473282,"1400 K St NW, Washington, DC 20005",https://www.usgbc.org/projects/1400-k-street,1400 K Street
11181,DC_5473300,"1225 Connecticut Ave NW, Washington, DC 20036",https://www.usgbc.org/projects/1225-connecticut-avenue,1225 Connecticut Avenue
11182,DC_5473322,"2001 M St NW, Washington, DC 20036",https://www.usgbc.org/projects/lion-building-owner-llc,Lion Building Owner LLC
11183,DC_5473324,"2401 Pennsylvania Ave NW, Washington, DC, 20037",https://www.usgbc.org/projects/2401-pennsylvania-avenue-0,2401 Pennsylvania Avenue
11188,DC_5473361,"2121 Pennsylvania Ave NW, Washington, DC 20433",https://www.usgbc.org/projects/ifc-headquarters-recertification,Ifc Headquarters
11193,DC_5473453,"2200 Minnesota Ave SE, Washington, DC, 20020",https://www.usgbc.org/projects/lawrence-e-boone-elementary-school,Lawrence E Boone Elementary School
11196,DC_5473469,"301 53rd St SE, Washington, DC 20019",https://www.usgbc.org/projects/cw-harris-elementary-school,Cw Harris Elementary School
11197,DC_5473472,"215 G St NE, Washington, DC, 20002",https://www.usgbc.org/projects/capitol-hill-montessori-logan,Capitol Hill Montessori Logan
11200,DC_5473495,"1150 Michigan Ave NE, Washington, DC, 20017",https://www.usgbc.org/projects/brookland-middle-school,Brookland Middle School
11206,DC_5473553,"1225 I St NW, Washington, DC 20005",https://www.usgbc.org/projects/starbucks-1225-eye-street,Starbucks 1225 Eye Street
11208,DC_5473571,"700 17th St NW, Washington, DC 20006",https://www.usgbc.org/projects/renwick-gallery,Renwick Gallery
11211,DC_5473597,"1601 16th St SE, Washington, DC, 20020",https://www.usgbc.org/projects/anacostia-high-school,Anacostia High School
11214,DC_5473628,"2700 Martin Luther King Jr Ave SE, Washington, DC, 20032",https://www.usgbc.org/projects/st-elizabeth-west-campus,St Elizabeth West Campus
11219,DC_5473664,"1755 Newton St NW, Washington, DC, 20010",https://www.usgbc.org/projects/bancroft-elementary-school-1,Bancroft Elementary School
11224,DC_5473702,"3301 Lowell St NW, Washington, DC, 20008",https://www.usgbc.org/projects/john-eaton-elementary-school,John Eaton Elementary School
11225,DC_5473708,"1830 Constitution Ave NE, Washington, DC, 20002",https://www.usgbc.org/projects/eliot-hine-middle-school,Eliot Hine Middle School
11228,DC_5473753,"3500 R St NW, Washington, DC, 20007",https://www.usgbc.org/projects/duke-ellington-school-arts,Duke Ellington School Arts
11229,DC_5473759,"1301 New Jersey Ave NW, Washington, DC, 20001",https://www.usgbc.org/projects/dunbar-senior-high-school,Dunbar Senior High School
11231,DC_5473768,"1200 Clifton St NW, Washington, DC, 20009",https://www.usgbc.org/projects/cardozo-senior-hs,Cardozo Senior Hs
11241,DC_5473888,"2 DC Village Ln SW, Washington, DC, 20032",https://www.usgbc.org/projects/wmata-shepherd-parkway-bus-facility,Wmata Shepherd Parkway Bus Facility
