"Benchmarking ID","Building Address","Building City","Building State","Building Zip","Building Name","Primary Type","Gross Floor Area","Submission Status #7","X Coordinate","Y Coordinate","Owner Company","Compliance Required","Submission Year","Energy Star Score","Weather Normalized Site EUI (kBtu/ft^2)","Direct GHG Emissions (Metric Tons CO2e)","Indirect GHG Emissions (Metric Tons CO2e)","Weather Normalized Source EUI (kBtu/ft^2)","Indoor Water Use (All Water Sources) (kgal)","Outdoor Water Use (All Water Sources) (kgal)","Water Use (All Water Sources) (kgal)"
"53-CM-11220","11201 N Airworld Dr","Kansas City","Missouri","64,153",,,"109,350","noSubmittal","39.297526","-94.674854","Congress Corporate Center Association","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-11230","8801 NW 112th St","Kansas City","Missouri","64,153",,,"211,871","noSubmittal","39.2949295","-94.6826934","LCP-BV KCI Hotels LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"31-MF-65541","655 E. Minor Dr","Kansas City","Missouri","64,131","Coach House Apartments","Multifamily Housing","742,523","noSubmittal","38.9210052","-94.586425","KC Coach House LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"37-MF-11248","11201 Montgall Ave","Kansas City","Missouri","64,137","Timber Lakes Apartments","Multifamily Housing","313,260","submitted","38.92045","-94.5579294",,"Voluntarily","2,023","Not Available","2.1","7.9","66.5","5.10","Not Available","Not Available","1,739,540.7"
"53-CM-11240","9200 NW 112th St","Kansas City","Missouri","64,153","American Airlines Overhaul Base",,"607,444","noSubmittal","39.2939444","-94.6927301","ATS Holdings","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-11250","9200 NW 112th St","Kansas City","Missouri","64,153",,,"500,000","noSubmittal","39.2939444","-94.6927301","Jet Midwest","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-11410","11400 N Congress Ave","Kansas City","Missouri","64,153","Sygma Network","Refrigerated Warehouse","77,977","noSubmittal","39.3009249","-94.6703863","Sysco Asian Foods Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"11-MF-35271","3527 Broadway Blvd","Kansas City","Missouri","64,111",,"Multifamily Housing","115,718","noSubmittal","39.0628694","-94.5899203",,"Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"52-IS-04588","8804 NW 45 Hwy","Parkville","Missouri","64,152","Graden Elementary","K-12 School","47,512","submitted","39.2113822","-94.6829452","Park Hill R-5 School District","Voluntarily","2,023","14","90.4","113.5","267.1","172.00","Not Available","Not Available","1,460"
"11-IS-03516","3516 Summit Street","Kansas City","Missouri","64,111","Hospice","Senior Living Community","21,095","submitted","39.0638704","-94.5957291",,"Voluntarily","2,023","1","215.9","144","242.1","382.10","Not Available","Not Available","1,290.7"
"11-IS-05816","5800 NW Barry Road","Kansas City","Missouri","64,111","Barry Road North - 5800","Medical Office","6,818","submitted","39.247504","-94.647814",,"Voluntarily","2,023","45","68.8","15.4","22.1","116.70","Not Available","Not Available","222"
"11-IS-04231","4231 Pennsylvania","Kansas City","Missouri","64,111","Child Care Center - 4231","Pre-school/Daycare","19,439","submitted","39.0510116","-94.5896503",,"Voluntarily","2,023","Not Available","174.4","115","158.7","294.20","Not Available","Not Available","314.9"
"58-IS-08288","8800 NE 82nd Street","Kansas City","Missouri","64,158","Shoal Creek - SLH","Ambulatory Surgical Center","48,505","submitted","39.2427349","-94.4728748",,"Voluntarily","2,023","Not Available","217.9","53.6","1,228","575.70","Not Available","Not Available","742.8"
"11-IS-04333","4333 Pennsylvania Ave","Kansas City","Missouri","64,111","Child Spot - 4333 Pennsylvania","Outpatient Rehabilitation/Physical Therapy","10,781","submitted","39.0480442","-94.5927952",,"Voluntarily","2,023","Not Available","43.9","13.6","30.2","83.50","Not Available","Not Available","150.4"
"51-IS-06301","6301 N Lucerne Ave","Kansas City","Missouri","64,151","Burlington","Urgent Care/Clinic/Other Outpatient","21,156","submitted","39.2090339","-94.6525019",,"Voluntarily","2,023","Not Available","124.1","0","340.3","347.40","Not Available","Not Available","7.8"
"53-CM-11710","11721 NW Plaza Cir","Kansas City","Missouri","64,153","KOMA Manufacturing",,"118,647","noSubmittal","39.3069844","-94.683675","Koma Mfg & District Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-MF-01051","1051 Basie St","Kansas City","Missouri","64,106","1051 Basie Street - Parker Square","Multifamily Housing","226,560","submitted","39.1009856","-94.5620799",,"Voluntarily","2,023","94","54.8","416.7","613.8","93.30","8880.2","Not Available","8,880.2"
"53-CM-11720","11720 NW Plaza Cir","Kansas City","Missouri","64,153","BRE/ESA PROPERTIES",,"50,161","noSubmittal","39.3059306","-94.6840844","Lodging Advisory KC Airport Plaza LLC, Property Tax 522","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-11740","11728 N Ambassador Dr","Kansas City","Missouri","64,153","Holiday Inn KCI",,"82,838","noSubmittal","39.3063431","-94.6835914","Hotel KCI LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-11830","11832 NW Plaza Cir","Kansas City","Missouri","64,153","KATMAN",,"107,763","noSubmittal","39.3096897","-94.6838742","Katman LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-IN-09710","8121 NW 97th Ter","Kansas City","Missouri","64,153","Radsource","Distribution Center","67,000","noSubmittal","39.2694019","-94.6732936","Radsource Imaging Technologies Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-IN-10310","10331 NW Transcon Dr","Kansas City","Missouri","64,153","KCI Logistics Center I","Manufacturing/Industrial Plant","349,440","noSubmittal","39.2799583","-94.6886401","CBRE","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-IN-10610","7501 NW 106th Ter","Kansas City","Missouri","64,153","7501 NW 106th Terrace","Distribution Center","399,000","noSubmittal","39.2848797","-94.6627958","JCT Warehouse Property LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"37-CM-14401","14400 East US Hwy 40","Independence","Missouri","64,055","14400 East US Hwy 40","Wholesale Club/Supercenter","437,856","noSubmittal","39.0365967","-94.4104272","CubeSmart","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"10-IS-04848","4848 Woodland Ave","Kansas City","Missouri","64,110","ML King Jr.  Elementary @ KCMSA","K-12 School","94,314","noSubmittal","39.0390371","-94.5644586","The School District of KCMO","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"08-IS-01600","1600 Forest Ave.","Kansas City","Missouri","64,108","Success Academy at Anderson (share with manual)","K-12 School","35,723","noSubmittal","39.0940213","-94.5688584","The School District of KCMO","voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"53-IN-10620","8001 NW 106th St","Kansas City","Missouri","64,153","KCSC","Manufacturing/Industrial Plant","71,000","Exempt","39.2849711","-94.6726475","Smithfield Packaged Meats Corp. Kansas City, Missouri","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-IN-10710","7601 NW 107th Ter","Kansas City","Missouri","64,153",,,"187,880","noSubmittal","39.2870302","-94.6697403","BCL KC2 LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-IN-10720","10705 N Pomona Ave","Kansas City","Missouri","64,153","Pomona","ERROR: #N/A","82,440","noSubmittal","39.2893283","-94.6705808","Pomona Investments LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-IN-10730","10707-10708 N Airworld Dr","Kansas City","Missouri","64,153","Colfin Cobalt Owner I-II LLC kk88630a",,"200,000","noSubmittal","39.2894651","-94.6736166","Ling Logistics Real Estate","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-IN-10740","10717 N Airworld Dr","Kansas City","Missouri","64,153","Colfin Cobalt Owner I-II LLC kk88630b",,"150,271","noSubmittal","39.2895339","-94.673735","Ling Logistics Real Estate","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-IN-10820","10828 N Airworld Dr","Kansas City","Missouri","64,153","Airworld","Data Center","76,637","noSubmittal","39.302709","-94.7059408","GI Dc Airworld LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-IN-10830","10851 NW Ambassador Dr","Kansas City","Missouri","64,153",,,"59,463","Exempt","39.2898665","-94.6777356","CybrSecurity Corporation","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-IN-11410","11401 N Congress Ave","Kansas City","Missouri","64,153",,"ERROR: #N/A","503,248","noSubmittal","39.3011184","-94.6615039","South Interchange Properties LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-IS-01030","1013 Mexico City Ave","Kansas City","Missouri","64,153","Forward Air Inc.",,"81,300","noSubmittal","39.3175419","-94.7139672","Cross Dock Development Company LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"27-IN-04802","4802 E 12th St","Kansas City","Missouri","64,127","Blount International",,,"noSubmittal","39.09861","-94.525326","Blount International KC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"53-OU-09910","992 Mexico City Ave","Kansas City","Missouri","64,153",,,"70,000","noSubmittal","39.317934","-94.7163039","Kansas City Air Cargo Services Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"54-CM-06010","6130 NW Barry Rd","Kansas City","Missouri","64,154","Hobby Lobby",,"56,998","noSubmittal","39.2493029","-94.6514121","BWSC LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"54-MF-09641","9641 N AMBASSADOR DR","Kansas City","Missouri","64,154","The Landing at Tiffany Springs (ln308)","Multifamily Housing","276,000","submitted","39.2659443","-94.6575073","Tustin Compadres LLC","Voluntarily","2,023","62","38.1","30.9","1,581.6","103.60","Not Available","Not Available","3,419.9"
"54-CM-08610","8600 N Boardwalk Ave","Kansas City","Missouri","64,154","Shops at Boardwalk","Strip Mall","394,915","noSubmittal","39.2531084","-94.6539752","Boardwalk 16 B LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"54-CM-08630","8660 N Boardwalk Ave","Kansas City","Missouri","64,154",,,"115,190","noSubmittal","39.2534628","-94.6506701","Boardwalk 15 A LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-09510","9550 NW Polo Dr","Kansas City","Missouri","64,153","Holiday Inn Express and Suites- KCI Airport",,"64,000","noSubmittal","39.2697446","-94.6657431","Gayatri Group Of Hotels LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-09710","7600 NW 97th Ter","Kansas City","Missouri","64,153","1289 - Sonesta Select Kansas City Airport Prairie View","Hotel","78,993","noSubmittal","39.2707198","-94.6696999","Mac Corporate Hospitality LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-09720","7611 NW 97th Ter","Kansas City","Missouri","64,153","Sleep Inn Airport",,"69,939","noSubmittal","39.269868","-94.6687309","BVM PLATT CITY LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-09740","7805 NW 97th Ter","Kansas City","Missouri","64,153",,,"59,982","noSubmittal","39.2690344","-94.6708734","Tyco Integrated Security","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-10020","7960 NW 100th St","Kansas City","Missouri","64,153",,,"56,214","noSubmittal","39.276715","-94.6733595","Property Tax Dept","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-10220","10220 N Ambassador Dr","Kansas City","Missouri","64,153","Northpointe Tower","ERROR: #N/A","97,044","Exempt","39.2789162","-94.6722437","Cybrsec LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-10710","8281 NW 107th Ter","Kansas City","Missouri","64,153","Colfin Cobalt Owner I-II LLC kk88640a","ERROR: #N/A","97,755","noSubmittal","39.2871858","-94.6739397","Weber Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"53-CM-10920","10920 N Ambassador Dr","Kansas City","Missouri","64,153","KCI Hospitality",,"77,633","noSubmittal","39.2901319","-94.680199","KCI HOSPITALITY LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-IS-01721","1750R Independence Ave","Kansas City","Missouri","64,106","Power House","College/University","3,480","noSubmittal","39.107128","-94.5607098","Kansas City University-Health Sciences","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"14-CM-07920","7920 Ward Pkwy","Kansas City","Missouri","64,114","3770 Property","Office","25,000","submitted","38.9845156","-94.6071914","Yarco Company Inc.","Voluntarily","2,023","80","57.8","42.4","83.7","106.10","Not Available","Not Available","265.8"
"14-IS-10781","10781 Oak St","Kansas City","Missouri","64,114","Red Bridge","K-12 School","38,147","noSubmittal","38.9324257","-94.5868685","Center School District","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"20-IN-05151","1821 N Topping","Kansas City","Missouri","64,120","ESCO","Retail Store","14,100","noSubmittal","39.1416881","-94.51302","Heg3 LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"47-IS-15240","15280 Hangar Rd","Kansas City","Missouri","64,147","RG 940",,"60,000","noSubmittal","38.8486737","-94.5520312","Secretary of the Army","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"47-IS-15370","15360 Hangar Rd","Kansas City","Missouri","64,147","RG 918",,"73,261","noSubmittal","38.8470754","-94.5551895","Secretary of the Army","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"49-CM-14720","13100 E 147th St","Kansas City","Missouri","64,149","Summit Pointe Elementary",,"75,258","noSubmittal","38.855743","-94.4329405","Reorganized School District #7","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"51-CM-05910","5900 NW Tiffany Springs Pkwy","Kansas City","Missouri","64,151","Tiffany Greens Golf Course Club House",,"69,522","noSubmittal","39.2724617","-94.6514331","Tiffany Greens Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"51-CM-06220","6238 N Chatham Ave","Kansas City","Missouri","64,151",,"ERROR: #N/A","68,968","noSubmittal","39.2089816","-94.6446647","Tremont Square","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"51-CM-07110","7100 NW Prairie View Rd","Kansas City","Missouri","64,151","Sears 3239",,"84,180","noSubmittal","39.2232636","-94.6523001","TransformCO","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"54-IS-08810","4800 NW 88th St","Kansas City","Missouri","64,154","North Heartland Community Church",,"59,222","noSubmittal","39.2555504","-94.6368831","North Heartland Community Church","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"54-MF-08510","8575 N Granby Ave","Kansas City","Missouri","64,154","Garden Valley Manor","Multifamily Housing","61,127","noSubmittal","39.2525141","-94.6276834","CCP Garden Valley 1155 LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"54-MF-08418","8418 N Overland Ct","Kansas City","Missouri","64,154","Lakeside Village","Multifamily Housing",,"noSubmittal","39.2474768","-94.6398088","Brige and Held","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"55-CM-10110","300 NE 101st St","Kansas City","Missouri","64,155","Avant Ministries","Office","54,321","noSubmittal","39.2758367","-94.5763142","Avant Ministries","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"55-CM-10220","10225 N Oak Trfy","Kansas City","Missouri","64,155",,,"74,774","noSubmittal","39.2788722","-94.5732434","Metcalf 91 New Mark De LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"55-CM-10310","10310 N Olive Ave","Kansas City","Missouri","64,155","Staley Farms Golf Club",,"80,086","noSubmittal","39.2827019","-94.5496974","GLG Staley Investors LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"55-IS-11210","11221 N Nashua Dr","Kansas City","Missouri","64,155","New Mark Properties Inc","Senior Living Community","88,079","noSubmittal","39.2970736","-94.5776772","New Mark Properties Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"45-IS-11900","11901 Wornall Rd","Kansas City","Missouri","64,145","Avila University","College/University","482,481","submitted","38.91251872","-94.59148063","Avila University","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"45-IS-11915","11901 Wornall Rd","Kansas City","Missouri","64,145","Blasco Hall","College/University","16,800","noSubmittal","38.91251872","-94.59148063","Avila University","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"45-IS-11925","11901 Wornall Rd","Kansas City","Missouri","64,145","Marian Center","College/University","35,701","noSubmittal","38.91308928","-94.590747","Avila University","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"45-IS-11935","11901 Wornall Rd","Kansas City","Missouri","64,145","Chapel","College/University","4,400","noSubmittal","38.91251872","-94.59148063","Avila University","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"61-CM-04050","4001 N Norfleet Rd","Kansas City","Missouri","64,161","Norfleet Distribution Center","Distribution Center","702,000","noSubmittal","39.1691525","-94.4217457","ELPF Norfleet LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"45-IS-11955","11901 Wornall Rd","Kansas City","Missouri","64,145","Mabee Fieldhouse","College/University","41,600","noSubmittal","38.91096888","-94.59202146","Avila University","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"45-IS-11929","11901 Wornall Rd","Kansas City","Missouri","64,145","Schlumpberger Facility","College/University","3,200","noSubmittal","38.91251872","-94.59148063","Avila University","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"45-IS-11939","11901 Wornall Rd","Kansas City","Missouri","64,145","Thompson Hall","College/University","30,000","noSubmittal","38.91251872","-94.59148063","Avila University","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"45-IS-11949","11901 Wornall Rd","Kansas City","Missouri","64,145","Practice Pavilion","College/University","11,325","noSubmittal","38.91251872","-94.59148063","Avila University","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"45-IS-11959","11901 Wornall Rd","Kansas City","Missouri","64,145","Wylie Hall","College/University","37,247","noSubmittal","38.91251872","-94.59148063","Avila University","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
