bbl,National Median Site EUI (kBtu/ft²),building_eui_kBtu_sf_year,comparison,comparison percentage
1012590019,105.6,77.60202644,under,26.5
1012600001,84,90.45067544,over,7.7
1012600024,101,47.28670149,under,53.2
1012600042,76.2,60.06463205,under,21.2
1012600064,105,29.34230612,under,72.1
1012600071,127.8,55.37615319,under,56.7
1012610016,94.1,89.80146885,under,4.6
1012610019,82.2,30.53129101,under,62.9
1012610021,94.4,56.21281889,under,40.5
1012610030,123.2,96.27978057,under,21.9
1012610034,82.5,59.15964234,under,28.3
1012610036,71.4,93.05644866,over,30.3
1012610042,54.1,38.16895404,under,29.4
1012620001,87,67.41277606,under,22.5
1012620024,85.5,42.56694226,under,50.2
1012620048,87.7,46.04396916,under,47.5
1012620054,131.6,30.53118875,under,76.8
1012620056,79.1,86.90172112,over,9.9
1012630007,84,70.5512976,under,16
1012630024,73.3,53.36617601,under,27.2
1012630034,159.2,92.48804332,under,41.9
1012630038,71.7,88.88438877,over,24
1012630051,61.4,40.95199559,under,33.3
1012630059,108,30.53124517,under,71.7
1012630061,122.8,99.40094045,under,19.1
1012630067,70.4,97.40398434,over,38.4
1012630071,89.7,25.87723949,under,71.2
1012640005,55.1,4.914927535,under,91.1
1012640030,,78.1,over,6.3
1012640040,58.3,59.25242706,over,1.6
1012650050,55.1,50.96268885,under,7.5
1012660001,55.1,10.5926769,under,80.8
1012670001,116.2,96.54633929,under,16.9
1012670041,100.7,81.33757954,under,19.2
1012680001,110.3,69.96302727,under,36.6
1012680021,,66.1,over,65.2
1012690001,131.7,97.7113001,under,25.8
1012690041,62.4,66.52621598,over,6.6
1012700049,45.3,100.9828626,over,122.9
1012700071,106.6,74.30608799,under,30.3
1012710038,75,47.98097664,under,36
1012710071,87.3,81.82198035,under,6.3
1012720034,62.3,47.1639392,under,24.3
1012720063,138.9,132.4522291,under,4.6
1012720066,85.8,119.1182843,over,38.8
1012730001,143.1,95.82579242,under,33
1012730012,65.5,65.24844722,under,0.4
1012730022,148.8,89.38869548,under,39.9
1012750001,71.6,48.43768283,under,32.3
1012750008,74.7,28.93942941,under,61.3
1012750012,74.7,17.44650567,under,76.6
1012750014,94.7,106.1232536,over,12.1
1012750023,94.1,72.36270783,under,23.1
1012750027,81.8,50.43721014,under,38.3
1012750050,83.1,28.97499203,under,65.1
1012750059,92.2,46.32415732,under,49.8
1012750061,97.2,38.95167995,under,59.9
1012750069,131.6,213.8342504,over,62.5
1012760004,99,79.82682779,under,19.4
1012760033,129.3,110.5735762,under,14.5
1012760042,106.4,67.89857713,under,36.2
1012760051,112.7,32.23992137,under,71.4
1012760058,119,79.17640748,under,33.5
1012760069,117.9,54.82361068,under,53.5
1012770002,61,59.00004302,under,3.3
1012770008,183.8,67.36588392,under,63.3
1012770014,91.1,66.69899932,under,26.8
1012770027,155.6,131.597465,under,15.4
1012770069,54.9,27.13523306,under,50.6
1012780001,86.8,65.62213902,under,24.4
1012780014,70.1,30.79622783,under,56.1
1012780020,143.4,68.44940657,under,52.3
1012780069,82.3,41.79450834,under,49.2
1012790001,88.7,64.40772527,under,27.4
1012790009,41.6,60.00724691,over,44.2
1012790017,52.5,44.21057243,under,15.8
1012790057,83.1,52.23927464,under,37.1
1012790065,87.2,99.14530836,over,13.7
1012790069,100.4,90.33944519,under,10
1012809010,105.2,100.0325286,under,4.9
1012810001,58,99.65888922,over,71.8
1012810056,88.9,56.70583308,under,36.2
1012810059,92.4,78.81166208,under,14.7
1012810069,48.4,311.5780854,over,543.8
1012820001,80.8,101.4464164,over,25.6
1012820017,67.6,49.83488848,under,26.3
1012820034,,57.9,under,27.6
1012830001,98.9,66.08793559,under,33.2
1012830017,133.7,46.31680952,under,65.4
1012830058,90.9,69.42627498,under,23.6
1012830069,63.4,69.98505182,over,10.4
1012840002,49.9,32.33314435,under,35.2
1012840007,128.5,61.47923368,under,52.2
1012840033,,120.6,over,8.1
1012840056,87.2,69.11166943,under,20.7
1012850015,74.6,62.89707134,under,15.7
1012850021,104.8,110.5628809,over,5.5
1012850036,88.8,75.74949472,under,14.7
1012860043,118.7,100.2503684,under,15.5
1012870014,93.1,48.64305426,under,47.8
1012870021,94.1,34.56562332,under,63.3
1012870028,87.6,61.62889528,under,29.6
1012870052,96.2,45.26970506,under,52.9
1012880001,65.3,122.6784982,over,87.9
1012880007,104.8,129.2026679,over,23.3
1012880021,102.1,67.10927806,under,34.3
1012880051,81.2,76.61702415,under,5.6
1012890021,100.3,48.31344662,under,51.8
1012890028,109.1,68.28198666,under,37.4
1012890036,51.7,74.37476392,over,43.9
1012890052,80.7,51.69175137,under,35.9
1012900001,80.1,73.30021153,under,8.5
1012900003,88.4,59.81770053,under,32.3
1012900006,84,12.17499009,under,85.5
1012900036,75.9,51.58485578,under,32
1012900037,81.7,35.19379633,under,56.9
1012900052,88.4,78.53724392,under,11.2
1012900056,94.4,96.00203242,over,1.7
1012910001,88.7,91.47947291,over,3.1
1012910010,116.2,42.64905163,under,63.3
1012910021,86,43.33276735,under,49.6
1012910028,85.3,53.4404999,under,37.3
1012910038,192.7,128.1683821,under,33.5
1012910045,48.9,40.31110957,under,17.6
1012920037,133.9,112.2373202,under,16.2
1012920048,69,24.0700281,under,65.1
1012920052,101.8,53.56988824,under,47.4
1012930001,101.1,113.5913617,over,12.4
1012930014,134,78.04310884,under,41.8
1012930016,115.2,90.23979597,under,21.7
1012930026,96.9,65.43919524,under,32.5
1012930035,83.2,61.02268649,under,26.7
1012930059,108.1,114.0821742,over,5.5
1012930069,77.7,56.54706796,under,27.2
1012940001,123.4,114.0931367,under,7.5
1012940046,60.6,62.82654913,over,3.7
1012950001,83.4,73.31642354,under,12.1
1012950017,76.2,52.56415757,under,31
1012950020,58.1,58.61403679,over,0.9
1012950023,71.4,45.63577689,under,36.1
1012950033,90.9,74.36088658,under,18.2
1012950040,51.7,46.73223264,under,9.6
1012950058,86.2,76.59326354,under,11.1
1012960001,91.2,75.54422969,under,17.2
1012960014,138.7,85.22970881,under,38.6
1012970023,95.7,46.82803555,under,51.1
1012970033,83.7,70.62914316,under,15.6
1012980023,91.7,62.57293989,under,31.8
1012990022,103.9,87.31744139,under,16
1012990027,75,61.48125795,under,18
1012990033,145.3,77.64264234,under,46.6
1013000001,111.6,71.26020117,under,36.1
1013000033,89,58.93120687,under,33.8
1013010001,97,81.61479306,under,15.9
1013010023,96.5,58.3738672,under,39.5
1013010033,63.5,42.40352884,under,33.2
1013030001,52.9,98.78882699,over,86.7
1013030033,73.9,47.40902671,under,35.8
1013040033,84,108.2865474,over,28.9
1013050013,78.4,46.35127363,under,40.9
1013050040,51.3,40.35555039,under,21.3
1013050060,59.6,78.68438668,over,32
1013060001,123.7,128.282574,over,3.7
1013060023,,51.7,under,33.9
1013060033,90.4,54.05032584,under,40.2
1013060042,80.1,64.00070903,under,20.1
1013070014,117.8,59.40776853,under,49.6
1013080033,95.9,46.01667803,under,52
1013090023,96.6,56.74290459,under,41.3
1013090032,77.7,46.12702773,under,40.6
1013090066,38.4,62.98190901,over,64
1013100001,41.7,62.98626286,over,51
1013100041,60.3,33.61973506,under,44.2
1013100063,54.6,44.8570263,under,17.8
1013100065,56.4,53.38808299,under,5.3
1013110001,138.4,86.25024597,under,37.7
1013110040,109.3,132.9775402,over,21.7
1013110050,47.1,50.05381521,over,6.3
1013120015,87.2,58.04532105,under,33.4
1013120024,86,30.53128742,under,64.5
1013120041,110.1,84.88201104,under,22.9
1013130004,97.4,60.45328964,under,37.9
1013130005,113.1,85.5280131,under,24.4
1013130014,133,48.84041798,under,63.3
1013150001,101.2,77.20259162,under,23.7
1013160001,109,90.53957167,under,16.9
1013160012,,72.2,under,31.8
1013170001,105,59.98954593,under,42.9
1013170007,86.5,45.80324859,under,47
1013170021,88.2,52.59367416,under,40.4
1013180001,123.4,60.60921917,under,50.9
1013180033,115,36.28917963,under,68.4
1013180038,144.3,100.4777189,under,30.4
1013190012,90.8,37.76439383,under,58.4
1013190047,104.5,80.29267265,under,23.2
1013200046,70.6,58.5899551,under,17
1013210001,92,61.92604502,under,32.7
1013210022,97.3,55.32311845,under,43.1
1013210047,89.5,65.03750869,under,27.3
1013220001,115.4,76.37379156,under,33.8
1013230047,68.7,56.02912758,under,18.4
1013250001,106.1,61.40360794,under,42.1
1013260001,144.6,60.59450846,under,58.1
1013280001,98.7,53.53423086,under,45.8
1013290001,115,75.90874383,under,34
1013320001,115.2,74.06901871,under,35.7
1013350005,89.1,77.65971668,under,12.8
1013360031,139.2,70.14100319,under,49.6
1013370014,114,73.030518,under,35.9
1013390005,97.7,51.41856737,under,47.4
1013740014,87.4,58.38446064,under,33.2
1013740021,88.1,69.80356683,under,20.8
1013740045,152.4,36.94684889,under,75.8
1013740049,89.7,43.56659417,under,51.4
1013740060,97.4,143.4937707,over,47.3
1013750016,87.7,67.18069961,under,23.4
1013750021,100.7,51.18396059,under,49.2
1013750049,67.4,39.3476697,under,41.6
1013940001,83.4,42.55631899,under,49
1013940005,70.3,44.2265021,under,37.1
1013940013,84.6,57.22606743,under,32.4
1013950017,79.3,88.44487513,over,11.5
1014220005,177.5,86.62462872,under,51.2
1014350044,94,11.45807822,under,87.8
1014830001,,132.7,over,213
1015310040,,19,under,64.2
1016080069,85.3,71.39967584,under,16.3
1017230010,111.2,102.043324,under,8.2
1017550033,124,26.15495797,under,78.9
1017740001,86,46.45785867,under,46
1017740056,53.6,41.43512248,under,22.7
1017750033,82.3,52.11352868,under,36.7
1019090012,71.7,39.38516446,under,45.1
1019300030,85.7,41.03473568,under,52.1
1019310021,102.1,111.5836602,over,9.3
1019670045,18.8,15.25882897,under,18.8
1019860065,81.5,70.2358745,under,13.8
