bbl,utility_savings_annual,utility_savings_2026,ll97_avoidance_2026,utility_savings_2027,ll97_avoidance_2027,utility_savings_2028,ll97_avoidance_2028,utility_savings_2029,ll97_avoidance_2029,utility_savings_2030,ll97_avoidance_2030,utility_savings_2031,ll97_avoidance_2031,utility_savings_2032,ll97_avoidance_2032,utility_savings_2033,ll97_avoidance_2033,utility_savings_2034,ll97_avoidance_2034,utility_savings_2035,ll97_avoidance_2035,total_1yr,total_5yr,total_10yr,square_footage,carbon_limit_2024_tCO2e,carbon_limit_2030_tCO2e,total_carbon_emissions_2024_tCO2e,total_carbon_emissions_2030_tCO2e,total_elec_kBtu,total_gas_kBtu,total_steam_kBtu,elec_emissions_tCO2e,gas_emissions_tCO2e,steam_emissions_tCO2e,compliance_2024_status,compliance_2030_status,delta_2024_tCO2e,delta_2030_tCO2e,baseline_penalty_2024,baseline_penalty_2030,penalty_after_odcv_2024,penalty_after_odcv_2030
1007027501,3519762.03,3519762.03,2062002.29,3519762.03,2062002.29,3519762.03,2062002.29,3519762.03,2062002.29,3519762.03,1819364.00,3519762.03,1819364.00,3519762.03,1819364.00,3519762.03,1819364.00,3519762.03,1819364.00,3519762.03,1819364.00,5581764.33,27666183.34,54361813.53,398666,3021.8883,1072.7512,33424.8559,27616.2889,137667096.69,409825659.41,0.00,11659.0,21765.8,0.0,Non-Compliant,Non-Compliant,30402.9676,26543.5377,8147995.32,7113668.10,6085993.03,5294304.10
1002160001,3649643.15,3649643.15,2034122.57,3649643.15,2034122.57,3649643.15,2034122.57,3649643.15,2034122.57,3649643.15,1800830.08,3649643.15,1800830.08,3649643.15,1800830.08,3649643.15,1800830.08,3649643.15,1800830.08,3649643.15,1800830.08,5683765.73,28185536.14,55437902.32,2354289,17845.5106,6335.0433,43229.6510,32473.4997,254928301.17,407452346.10,0.00,21589.9,21639.8,0.0,Non-Compliant,Non-Compliant,25384.1404,26138.4565,6802949.62,7005106.34,4768827.05,5204276.25
1009950033,1287826.40,1287826.40,708769.81,1287826.40,708769.81,1287826.40,708769.81,1287826.40,708769.81,1287826.40,634196.56,1287826.40,634196.56,1287826.40,634196.56,1287826.40,634196.56,1287826.40,634196.56,1287826.40,634196.56,1996596.21,9908407.79,19518522.61,2212675,16772.0765,5953.9809,24967.0326,21150.5868,90348417.10,323883529.90,2536796.20,7651.6,17201.5,114.0,Non-Compliant,Non-Compliant,8194.9561,15196.6059,2196248.22,4072690.37,1487478.42,3438493.81
1007390001,2051742.73,2051742.73,700647.96,2051742.73,700647.96,2051742.73,700647.96,2051742.73,700647.96,2051742.73,395147.21,2051742.73,395147.21,2051742.73,395147.21,2051742.73,395147.21,2051742.73,395147.21,2051742.73,395147.21,2752390.70,13456452.73,25690902.46,2161994,16387.9145,5817.6059,44547.8820,23169.7948,505287277.60,4402590.00,33859835.20,42792.7,233.8,1521.3,Non-Compliant,Non-Compliant,28159.9675,17352.1889,7546871.29,4650386.64,6846223.33,4255239.42
1007830070,1538901.09,1538901.09,0.00,1538901.09,0.00,1538901.09,0.00,1538901.09,0.00,1538901.09,857986.26,1538901.09,857986.26,1538901.09,857986.26,1538901.09,857986.26,1538901.09,857986.26,1538901.09,857986.26,1538901.09,8552491.70,20536928.44,2336771,17712.7242,6287.9049,16425.2202,15715.6475,14823435.50,244490380.10,48629881.20,1255.4,12984.9,2184.9,Compliant,Non-Compliant,-1287.5040,9427.7426,0.00,2526635.02,0.00,1668648.76
1012770027,1255603.13,1255603.13,293681.33,1255603.13,293681.33,1255603.13,293681.33,1255603.13,293681.33,1255603.13,613833.25,1255603.13,613833.25,1255603.13,613833.25,1255603.13,613833.25,1255603.13,613833.25,1255603.13,613833.25,1549284.46,8066574.23,17413756.12,1678135,12720.2633,4515.6129,13816.0892,11027.2303,66097904.90,154740407.09,0.00,5597.8,8218.3,0.0,Non-Compliant,Non-Compliant,1095.8259,6511.6173,293681.33,1745113.45,0.00,1131280.20
1012809010,2505759.60,2505759.60,0.00,2505759.60,0.00,2505759.60,0.00,2505759.60,0.00,2505759.60,694450.27,2505759.60,694450.27,2505759.60,694450.27,2505759.60,694450.27,2505759.60,694450.27,2505759.60,694450.27,2505759.60,13223248.27,29224297.60,3078513,23335.1285,8283.8229,18670.4105,13254.4921,120837631.40,3625669.50,183488138.80,10233.7,192.6,8244.1,Compliant,Non-Compliant,-4664.7181,4970.6692,0.00,1332139.35,0.00,637689.08
1009947501,1218932.36,1218932.36,402494.15,1218932.36,402494.15,1218932.36,402494.15,1218932.36,402494.15,1218932.36,322158.87,1218932.36,322158.87,1218932.36,322158.87,1218932.36,322158.87,1218932.36,322158.87,1218932.36,322158.87,1621426.51,8026797.26,15732253.42,1041794,7896.7985,2803.3135,9650.1740,6503.4047,71463127.32,3423527.00,76032585.00,6052.2,181.8,3416.1,Non-Compliant,Non-Compliant,1753.3754,3700.0912,469904.62,991624.44,67410.47,669465.56
1010850001,1254027.55,1254027.55,418050.41,1254027.55,418050.41,1254027.55,418050.41,1254027.55,418050.41,1254027.55,288996.76,1254027.55,288996.76,1254027.55,288996.76,1254027.55,288996.76,1254027.55,288996.76,1254027.55,288996.76,1672077.95,8231336.12,15946457.65,491870,3728.3746,1323.5494,15428.4958,9149.5761,146054763.61,653600.00,67313981.30,12369.4,34.7,3024.4,Non-Compliant,Non-Compliant,11700.1212,7826.0267,3135632.49,2097375.16,2717582.08,1808378.40
1001440040,1393665.30,1393665.30,455748.57,1393665.30,455748.57,1393665.30,455748.57,1393665.30,455748.57,1393665.30,228692.85,1393665.30,228692.85,1393665.30,228692.85,1393665.30,228692.85,1393665.30,228692.85,1393665.30,228692.85,1849413.87,9020013.63,17131804.36,802000,6079.1600,2158.0633,25332.6645,12711.8319,299122553.75,0.00,0.00,25332.7,0.0,0.0,Non-Compliant,Non-Compliant,19253.5045,10553.7686,5159939.21,2828409.97,4704190.64,2599717.12
1007020010,1083435.80,1083435.80,0.00,1083435.80,0.00,1083435.80,0.00,1083435.80,0.00,1083435.80,519733.90,1083435.80,519733.90,1083435.80,519733.90,1083435.80,519733.90,1083435.80,519733.90,1083435.80,519733.90,1083435.80,5936912.88,13952761.36,1835464,13912.8171,4938.9620,12714.5897,10668.9401,48483325.80,162088888.30,0.00,4106.0,8608.5,0.0,Compliant,Non-Compliant,-1198.2274,5729.9781,0.00,1535634.14,0.00,1015900.24
1013060001,1418992.65,1418992.65,202504.23,1418992.65,202504.23,1418992.65,202504.23,1418992.65,202504.23,1418992.65,382774.93,1418992.65,382774.93,1418992.65,382774.93,1418992.65,382774.93,1418992.65,382774.93,1418992.65,382774.93,1621496.88,8287755.08,17296592.96,1783232,13516.8986,4798.4134,14272.5114,9819.4886,100304621.60,773750.00,127679219.40,8494.8,41.1,5736.6,Non-Compliant,Non-Compliant,755.6128,5021.0752,202504.23,1345648.15,0.00,962873.22
1012820021,1050382.71,1050382.71,346465.79,1050382.71,346465.79,1050382.71,346465.79,1050382.71,346465.79,1050382.71,235896.09,1050382.71,235896.09,1050382.71,235896.09,1050382.71,235896.09,1050382.71,235896.09,1050382.71,235896.09,1396848.50,6873672.79,13305066.80,1174988,8906.4090,3161.7188,11245.8950,6629.0525,107564875.40,1897479.30,45302903.00,9109.7,100.8,2035.5,Non-Compliant,Non-Compliant,2339.4860,3467.3337,626982.24,929245.42,280516.46,693349.34
1000840036,1936287.56,1936287.56,0.00,1936287.56,0.00,1936287.56,0.00,1936287.56,0.00,1936287.56,451867.31,1936287.56,451867.31,1936287.56,451867.31,1936287.56,451867.31,1936287.56,451867.31,1936287.56,451867.31,1936287.56,10133305.10,22074079.44,1636000,12400.8800,4402.2339,11699.9574,6953.0305,110408527.59,972190.00,51142561.30,9350.5,51.6,2297.8,Compliant,Non-Compliant,-700.9226,2550.7966,0.00,683613.49,0.00,231746.18
1012940001,1651643.67,1651643.67,0.00,1651643.67,0.00,1651643.67,0.00,1651643.67,0.00,1651643.67,440804.22,1651643.67,440804.22,1651643.67,440804.22,1651643.67,440804.22,1651643.67,440804.22,1651643.67,440804.22,1651643.67,8699022.58,19161262.03,1824820,13832.1356,4910.3205,13005.9262,8929.6590,91839360.70,0.00,116360077.00,7777.9,0.0,5228.1,Compliant,Non-Compliant,-826.2094,4019.3384,0.00,1077182.70,0.00,636378.49
1012657501,1733767.47,1733767.47,222640.58,1733767.47,222640.58,1733767.47,222640.58,1733767.47,222640.58,1733767.47,270417.57,1733767.47,270417.57,1733767.47,270417.57,1733767.47,270417.57,1733767.47,270417.57,1733767.47,270417.57,1956408.06,9829817.27,19850742.50,2122138,16085.8060,5710.3593,16916.5545,8488.6608,199746969.87,0.00,0.00,16916.6,0.0,0.0,Non-Compliant,Non-Compliant,830.7484,2778.3015,222640.58,744584.81,0.00,474167.23
1010220043,1504915.22,1504915.22,0.00,1504915.22,0.00,1504915.22,0.00,1504915.22,0.00,1504915.22,400644.38,1504915.22,400644.38,1504915.22,400644.38,1504915.22,400644.38,1504915.22,400644.38,1504915.22,400644.38,1504915.22,7925220.46,17453018.43,2438059,18480.4872,6560.4559,12820.1411,8593.9498,95934739.70,1155692.00,103139485.60,8124.7,61.4,4634.1,Compliant,Non-Compliant,-5660.3461,2033.4939,0.00,544976.37,0.00,144331.99
1007130001,636591.94,636591.94,266126.99,636591.94,266126.99,636591.94,266126.99,636591.94,266126.99,636591.94,194331.21,636591.94,194331.21,636591.94,194331.21,636591.94,194331.21,636591.94,194331.21,636591.94,194331.21,902718.93,4441798.85,8596414.59,1100533,8342.0401,2961.3714,9782.9013,5934.6844,91205428.20,38763340.70,0.00,7724.2,2058.7,0.0,Non-Compliant,Non-Compliant,1440.8611,2973.3130,386150.78,796847.88,120023.79,602516.67
1012720063,646605.61,646605.61,211322.20,646605.61,211322.20,646605.61,211322.20,646605.61,211322.20,646605.61,225066.01,646605.61,225066.01,646605.61,225066.01,646605.61,225066.01,646605.61,225066.01,646605.61,225066.01,857927.81,4303382.86,8661740.98,712000,5396.9600,1915.8866,6185.4757,4392.1733,41787007.00,35068423.40,17450556.70,3538.9,1862.5,784.1,Non-Compliant,Non-Compliant,788.5157,2476.2867,211322.20,663644.84,0.00,438578.83
1000660001,752601.01,752601.01,248467.00,752601.01,248467.00,752601.01,248467.00,752601.01,248467.00,752601.01,197680.51,752601.01,197680.51,752601.01,197680.51,752601.01,197680.51,752601.01,197680.51,752601.01,197680.51,1001068.01,4954553.55,9705961.13,640000,4851.2000,1722.1453,5973.1893,4006.1779,44665434.30,925892.20,47658651.20,3782.7,49.2,2141.3,Non-Compliant,Non-Compliant,1121.9893,2284.0326,300693.13,612120.75,52226.13,414440.24
1010010029,1393833.34,1393833.34,0.00,1393833.34,0.00,1393833.34,0.00,1393833.34,0.00,1393833.34,354460.62,1393833.34,354460.62,1393833.34,354460.62,1393833.34,354460.62,1393833.34,354460.62,1393833.34,354460.62,1393833.34,7323627.34,16065097.16,2636182,19982.2596,7093.5756,13966.4779,8771.6453,119952892.60,6324714.80,77270679.80,10158.8,335.9,3471.8,Compliant,Non-Compliant,-6015.7817,1678.0697,0.00,449722.69,0.00,95262.07
1012670001,1313671.05,1313671.05,0.00,1313671.05,0.00,1313671.05,0.00,1313671.05,0.00,1313671.05,342471.84,1313671.05,342471.84,1313671.05,342471.84,1313671.05,342471.84,1313671.05,342471.84,1313671.05,342471.84,1313671.05,6910827.09,15191541.53,1920459,14557.0792,5167.6709,11936.3793,7953.6471,90534026.60,749980.00,94129279.60,7667.3,39.8,4229.2,Compliant,Non-Compliant,-2620.7000,2785.9762,0.00,746641.61,0.00,404169.77
1010020001,700683.55,700683.55,256708.94,700683.55,256708.94,700683.55,256708.94,700683.55,256708.94,700683.55,156934.91,700683.55,156934.91,700683.55,156934.91,700683.55,156934.91,700683.55,156934.91,700683.55,156934.91,957392.49,4687188.40,8975280.66,1045917,7928.0509,2814.4079,9703.3598,5374.7031,101655513.90,1275806.00,22844528.20,8609.2,67.8,1026.4,Non-Compliant,Non-Compliant,1775.3090,2560.2952,475782.81,686159.12,219073.87,529224.22
1012640030,2405220.81,2405220.81,0.00,2405220.81,0.00,2405220.81,0.00,2405220.81,0.00,2405220.81,307647.94,2405220.81,307647.94,2405220.81,307647.94,2405220.81,307647.94,2405220.81,307647.94,2405220.81,391438.51,2405220.81,12333752.00,25981886.32,6031626,45719.7251,16230.2129,34628.2867,17378.1530,408840224.31,68568.30,0.00,34624.6,3.6,0.0,Compliant,Non-Compliant,-11091.4384,1147.9401,0.00,307647.94,0.00,0.00
1010070029,1239834.61,1239834.61,0.00,1239834.61,0.00,1239834.61,0.00,1239834.61,0.00,1239834.61,320489.00,1239834.61,320489.00,1239834.61,320489.00,1239834.61,320489.00,1239834.61,320489.00,1239834.61,320489.00,1239834.61,6519662.05,14321280.13,1900241,14403.8268,5113.2673,11902.4925,7524.5352,100874343.30,3702811.00,70393865.20,8543.0,196.7,3162.8,Compliant,Non-Compliant,-2501.3343,2411.2679,0.00,646219.80,0.00,325730.80
1000160125,1284794.88,1284794.88,0.00,1284794.88,0.00,1284794.88,0.00,1284794.88,0.00,1284794.88,298139.97,1284794.88,298139.97,1284794.88,298139.97,1284794.88,298139.97,1284794.88,298139.97,1284794.88,298139.97,1284794.88,6722114.39,14636788.66,2267925,17190.8715,6102.6505,13365.1558,7938.8484,126480130.70,6075114.50,51878801.50,10711.6,322.6,2330.9,Compliant,Non-Compliant,-3825.7157,1836.1979,0.00,492101.04,0.00,193961.07
1000230019,621543.38,621543.38,205018.58,621543.38,205018.58,621543.38,205018.58,621543.38,205018.58,621543.38,145129.69,621543.38,145129.69,621543.38,145129.69,621543.38,145129.69,621543.38,145129.69,621543.38,145129.69,826561.96,4072920.91,7906286.24,240279,1821.3148,646.5552,5968.5836,3651.9174,53630164.60,525915.00,31131047.60,4541.9,27.9,1398.7,Non-Compliant,Non-Compliant,4147.2687,3005.3622,1111468.02,805437.07,906449.44,660307.38
1012750069,522653.56,522653.56,180034.78,522653.56,180034.78,522653.56,180034.78,522653.56,180034.78,522653.56,161386.91,522653.56,161386.91,522653.56,161386.91,522653.56,161386.91,522653.56,161386.91,522653.56,161386.91,702688.34,3494793.81,6914996.13,260000,1970.8000,699.6215,2887.4489,2394.9005,9795794.10,0.00,45801111.00,829.6,0.0,2057.8,Non-Compliant,Non-Compliant,916.6489,1695.2790,245661.91,454334.78,65627.13,292947.87
1001210001,960116.46,960116.46,0.00,960116.46,0.00,960116.46,0.00,960116.46,0.00,960116.46,262559.17,960116.46,262559.17,960116.46,262559.17,960116.46,262559.17,960116.46,262559.17,960116.46,262559.17,960116.46,5063141.49,11176519.67,1056600,8009.0280,2843.1542,7481.3185,5091.2442,54169682.30,3383269.20,60405232.50,4587.6,179.7,2714.0,Compliant,Non-Compliant,-527.7095,2248.0900,0.00,602488.12,0.00,339928.94
1001920001,604349.84,604349.84,198242.23,604349.84,198242.23,604349.84,198242.23,604349.84,198242.23,604349.84,121199.08,604349.84,121199.08,604349.84,121199.08,604349.84,121199.08,604349.84,121199.08,604349.84,121199.08,802592.07,3935917.21,7563661.83,1092665,8282.4007,2940.1998,18095.5399,9409.8461,205202751.96,0.00,15956726.60,17378.6,0.0,716.9,Non-Compliant,Non-Compliant,9813.1392,6469.6463,2629921.32,1733865.22,2431679.09,1612666.14
1013010001,983830.60,983830.60,0.00,983830.60,0.00,983830.60,0.00,983830.60,0.00,983830.60,247363.89,983830.60,247363.89,983830.60,247363.89,983830.60,247363.89,983830.60,247363.89,983830.60,247363.89,983830.60,5166516.87,11322489.31,1592125,12068.3075,4284.1727,8839.4781,5572.2358,75241434.30,1178217.00,53521301.10,6372.2,62.6,2404.7,Compliant,Non-Compliant,-3228.8294,1288.0630,0.00,345200.89,0.00,97836.99
1000160260,1107356.99,1107356.99,0.00,1107356.99,0.00,1107356.99,0.00,1107356.99,0.00,1107356.99,247303.90,1107356.99,247303.90,1107356.99,247303.90,1107356.99,247303.90,1107356.99,247303.90,1107356.99,247303.90,1107356.99,5784088.85,12557393.31,2157862,16356.5940,5806.4873,13296.1376,7852.8768,126798768.50,2551458.10,53907240.90,10738.6,135.5,2422.1,Compliant,Non-Compliant,-3060.4564,2046.3895,0.00,548432.39,0.00,301128.49
1000440001,967165.90,967165.90,0.00,967165.90,0.00,967165.90,0.00,967165.90,0.00,967165.90,245605.93,967165.90,245605.93,967165.90,245605.93,967165.90,245605.93,967165.90,245605.93,967165.90,245605.93,967165.90,5081435.45,11145294.60,2224200,16859.4360,5984.9930,11301.6700,7550.9246,85218658.50,1048380.10,89669025.60,7217.2,55.7,4028.8,Compliant,Non-Compliant,-5557.7660,1565.9316,0.00,419669.66,0.00,174063.74
1006720001,602085.74,602085.74,0.00,602085.74,0.00,602085.74,0.00,602085.74,0.00,602085.74,243790.05,602085.74,243790.05,602085.74,243790.05,602085.74,243790.05,602085.74,243790.05,602085.74,243790.05,602085.74,3254218.75,7483597.70,1925012,14591.5910,5179.9224,11908.4946,7197.5806,111651952.40,46181507.70,0.00,9455.8,2452.7,0.0,Compliant,Non-Compliant,-2683.0964,2017.6582,0.00,540732.40,0.00,296942.35
1012730022,936308.70,936308.70,0.00,936308.70,0.00,936308.70,0.00,936308.70,0.00,936308.70,241802.09,936308.70,241802.09,936308.70,241802.09,936308.70,241802.09,936308.70,241802.09,936308.70,241802.09,936308.70,4923345.61,10813899.60,1698259,12872.8032,4569.7636,10132.6331,6567.6917,81643793.10,1837960.90,69454993.10,6914.4,97.6,3120.6,Compliant,Non-Compliant,-2740.1701,1997.9281,0.00,535444.73,0.00,293642.64
1010040020,949339.87,949339.87,0.00,949339.87,0.00,949339.87,0.00,949339.87,0.00,949339.87,237930.99,949339.87,237930.99,949339.87,237930.99,949339.87,237930.99,949339.87,237930.99,949339.87,237930.99,949339.87,4984630.35,10920984.64,1811610,13732.0038,4874.7744,10702.8926,6630.0261,94209024.00,3412985.00,56600810.80,7978.6,181.3,2543.1,Compliant,Non-Compliant,-3029.1112,1755.2517,0.00,470407.45,0.00,232476.46
1010050029,837279.10,837279.10,0.00,837279.10,0.00,837279.10,0.00,837279.10,0.00,837279.10,234329.28,837279.10,234329.28,837279.10,234329.28,837279.10,234329.28,837279.10,234329.28,837279.10,234329.28,837279.10,4420724.79,9778766.69,1750693,13270.2529,4710.8558,8168.6238,5646.8353,56846987.90,2885767.90,71244022.90,4814.4,153.3,3201.0,Compliant,Non-Compliant,-5101.6291,935.9795,0.00,250842.52,0.00,16513.24
1010000029,1010365.07,1010365.07,0.00,1010365.07,0.00,1010365.07,0.00,1010365.07,0.00,1010365.07,224914.80,1010365.07,224914.80,1010365.07,224914.80,1010365.07,224914.80,1010365.07,224914.80,1010365.07,224914.80,1010365.07,5276740.16,11453139.54,1984228,15040.4482,5339.2639,14505.0617,8085.6024,150550532.51,131889.50,38903734.70,12750.1,7.0,1747.9,Compliant,Non-Compliant,-535.3865,2746.3385,0.00,736018.72,0.00,511103.92
1009950005,777757.04,777757.04,0.00,777757.04,0.00,777757.04,0.00,777757.04,0.00,777757.04,222514.88,777757.04,222514.88,777757.04,222514.88,777757.04,222514.88,777757.04,222514.88,777757.04,222514.88,777757.04,4111300.09,9112659.67,1601977,12142.9857,4310.6830,10246.5657,6074.5457,98461496.60,27292496.40,10201762.70,8338.7,1449.5,458.4,Compliant,Non-Compliant,-1896.4199,1763.8626,0.00,472715.19,0.00,250200.31
1001137501,575376.69,575376.69,189885.95,575376.69,189885.95,575376.69,189885.95,575376.69,189885.95,575376.69,95284.02,575376.69,95284.02,575376.69,95284.02,575376.69,95284.02,575376.69,95284.02,575376.69,95284.02,765262.64,3731711.27,7085014.86,805989,6109.3966,2168.7971,11468.2768,5754.7364,135414899.91,0.00,0.00,11468.3,0.0,0.0,Non-Compliant,Non-Compliant,5358.8801,3585.9393,1436179.88,961031.72,1246293.93,865747.70
1013607501,447780.62,447780.62,151539.33,447780.62,151539.33,447780.62,151539.33,447780.62,151539.33,447780.62,120332.25,447780.62,120332.25,447780.62,120332.25,447780.62,120332.25,447780.62,120332.25,447780.62,120332.25,599319.95,2965392.67,5805957.02,252715,1915.5797,680.0187,3971.7273,2702.4315,28699841.20,475702.00,33738606.70,2430.6,25.3,1515.9,Non-Compliant,Non-Compliant,2056.1476,2022.4128,551047.56,542006.63,399508.24,421674.39
1000460009,783411.34,783411.34,0.00,783411.34,0.00,783411.34,0.00,783411.34,0.00,783411.34,219524.58,783411.34,219524.58,783411.34,219524.58,783411.34,219524.58,783411.34,219524.58,783411.34,219524.58,783411.34,4136581.30,9151260.93,1087770,8245.2966,2927.0281,6442.5865,4645.3576,39940363.30,2833161.00,64757872.10,3382.5,150.5,2909.6,Compliant,Non-Compliant,-1802.7101,1718.3296,0.00,460512.32,0.00,240987.74
1010400029,955930.04,955930.04,0.00,955930.04,0.00,955930.04,0.00,955930.04,0.00,955930.04,214687.89,955930.04,214687.89,955930.04,214687.89,955930.04,214687.89,955930.04,214687.89,955930.04,214687.89,955930.04,4994338.08,10847427.72,1561011,11832.4634,4200.4496,10802.1833,6138.8345,109221215.00,2334327.00,31788815.70,9249.9,124.0,1428.3,Compliant,Non-Compliant,-1030.2800,1938.3849,0.00,519487.15,0.00,304799.27
1010160036,778226.81,778226.81,0.00,778226.81,0.00,778226.81,0.00,778226.81,0.00,778226.81,208907.15,778226.81,208907.15,778226.81,208907.15,778226.81,208907.15,778226.81,208907.15,778226.81,208907.15,778226.81,4100041.19,9035710.97,2052075,15554.7285,5521.8301,11107.8527,7035.8000,93876127.28,5098219.90,64249381.50,7950.4,270.8,2886.7,Compliant,Non-Compliant,-4446.8758,1513.9699,0.00,405743.93,0.00,196836.79
1010127501,502527.72,502527.72,0.00,502527.72,0.00,502527.72,0.00,502527.72,0.00,502527.72,189028.32,502527.72,189028.32,502527.72,189028.32,502527.72,189028.32,502527.72,189028.32,502527.72,189028.32,502527.72,2701666.91,6159447.09,1259189,9544.6526,3388.2912,7922.7015,5212.8306,64225833.90,46759948.50,0.00,5439.3,2483.4,0.0,Compliant,Non-Compliant,-1621.9512,1824.5393,0.00,488976.54,0.00,299948.22
1000670001,722207.12,722207.12,0.00,722207.12,0.00,722207.12,0.00,722207.12,0.00,722207.12,187121.71,722207.12,187121.71,722207.12,187121.71,722207.12,187121.71,722207.12,187121.71,722207.12,187121.71,722207.12,3798157.31,8344801.47,1073000,8133.3400,2887.2842,6145.4681,4007.8836,48827732.00,0.00,44741853.50,4135.2,0.0,2010.3,Compliant,Non-Compliant,-1987.8719,1120.5994,0.00,300320.63,0.00,113198.92
1008560024,714391.78,714391.78,0.00,714391.78,0.00,714391.78,0.00,714391.78,0.00,714391.78,185337.72,714391.78,185337.72,714391.78,185337.72,714391.78,185337.72,714391.78,185337.72,714391.78,185337.72,714391.78,3757296.61,8255944.09,1159795,8791.2461,3120.8367,6117.4158,4037.5577,47575515.70,3860782.30,41914157.20,4029.2,205.0,1883.2,Compliant,Non-Compliant,-2673.8303,916.7210,0.00,245681.23,0.00,60343.52
1010197502,585458.84,585458.84,133966.20,585458.84,133966.20,585458.84,133966.20,585458.84,133966.20,585458.84,95799.76,585458.84,95799.76,585458.84,95799.76,585458.84,95799.76,585458.84,95799.76,585458.84,95799.76,719425.04,3558958.76,6965251.74,1028336,7794.7869,2767.1000,8294.6608,4162.2283,97941537.30,0.00,0.00,8294.7,0.0,0.0,Non-Compliant,Non-Compliant,499.8739,1395.1283,133966.20,373894.39,0.00,278094.63
1008140015,665534.27,665534.27,0.00,665534.27,0.00,665534.27,0.00,665534.27,0.00,665534.27,181033.13,665534.27,181033.13,665534.27,181033.13,665534.27,181033.13,665534.27,181033.13,665534.27,181033.13,665534.27,3508704.50,7741541.52,911896,6912.1717,2453.7772,5655.6966,4037.6598,36101520.60,2559222.10,54803951.50,3057.4,135.9,2462.3,Compliant,Non-Compliant,-1256.4750,1583.8826,0.00,424480.55,0.00,243447.42
1007819002,693926.64,693926.64,0.00,693926.64,0.00,693926.64,0.00,693926.64,0.00,693926.64,170646.15,693926.64,170646.15,693926.64,170646.15,693926.64,170646.15,693926.64,170646.15,693926.64,170646.15,693926.64,3640279.34,7963143.27,1048620,7948.5396,2821.6812,5861.7274,3785.8548,47523232.30,0.00,40885572.90,4024.7,0.0,1837.0,Compliant,Non-Compliant,-2086.8122,964.1736,0.00,258398.53,0.00,87752.38
1012727503,233964.17,233964.17,115833.25,233964.17,115833.25,233964.17,115833.25,233964.17,115833.25,233964.17,90123.30,233964.17,90123.30,233964.17,90123.30,233964.17,90123.30,233964.17,90123.30,233964.17,90123.30,349797.43,1723277.19,3343714.55,333666,2529.1883,897.8458,3213.5856,2033.8549,27960442.80,15922010.90,0.00,2368.0,845.6,0.0,Non-Compliant,Non-Compliant,684.3973,1136.0090,183418.48,304450.42,67585.23,214327.13
1013290001,639147.70,639147.70,0.00,639147.70,0.00,639147.70,0.00,639147.70,0.00,639147.70,167086.26,639147.70,167086.26,639147.70,167086.26,639147.70,167086.26,639147.70,167086.26,639147.70,167086.26,639147.70,3362824.75,7393994.55,1428504,10828.0603,3843.8928,7375.6055,4646.6335,62835164.60,642730.20,44958049.40,5321.5,34.1,2020.0,Compliant,Non-Compliant,-3452.4548,802.7406,0.00,215134.49,0.00,48048.23
1012840033,423628.14,423628.14,142704.40,423628.14,142704.40,423628.14,142704.40,423628.14,142704.40,423628.14,71798.67,423628.14,71798.67,423628.14,71798.67,423628.14,71798.67,423628.14,71798.67,423628.14,71798.67,566332.54,2760756.97,5237891.04,386166,2927.1383,1039.1156,5700.3339,2863.7841,67228211.40,127700.10,0.00,5693.6,6.8,0.0,Non-Compliant,Non-Compliant,2773.1956,1824.6685,743216.42,489011.17,600512.02,417212.50
1010137501,237014.06,237014.06,112090.00,237014.06,112090.00,237014.06,112090.00,237014.06,112090.00,237014.06,87377.25,237014.06,87377.25,237014.06,87377.25,237014.06,87377.25,237014.06,87377.25,237014.06,87377.25,349104.06,1720807.56,3342764.12,240118,1820.0944,646.1220,3620.7098,2353.6673,30029792.10,20287876.70,0.00,2543.2,1077.5,0.0,Non-Compliant,Non-Compliant,1800.6153,1707.5453,482564.91,457622.14,370474.91,370244.89
1013160023,600647.88,600647.88,0.00,600647.88,0.00,600647.88,0.00,600647.88,0.00,600647.88,157127.06,600647.88,157127.06,600647.88,157127.06,600647.88,157127.06,600647.88,157127.06,600647.88,157127.06,600647.88,3160366.45,6949241.14,672462,5097.2620,1809.4957,5045.1421,3348.4434,38638765.20,900973.00,38392556.50,3272.3,47.9,1725.0,Compliant,Non-Compliant,-52.1199,1538.9477,0.00,412437.98,0.00,255310.92
1013070001,598526.78,598526.78,0.00,598526.78,0.00,598526.78,0.00,598526.78,0.00,598526.78,155855.78,598526.78,155855.78,598526.78,155855.78,598526.78,155855.78,598526.78,155855.78,598526.78,155855.78,598526.78,3148489.68,6920402.49,824906,6252.7875,2219.7000,5285.1130,3556.8462,39167550.30,49314.00,43743541.90,3317.1,2.6,1965.4,Compliant,Non-Compliant,-967.6745,1337.1462,0.00,358355.18,0.00,202499.40
1012890014,816804.46,816804.46,0.00,816804.46,0.00,816804.46,0.00,816804.46,0.00,816804.46,151742.05,816804.46,151742.05,816804.46,151742.05,816804.46,151742.05,816804.46,151742.05,816804.46,170281.43,816804.46,4235764.36,9097036.29,1015287,7695.8755,2731.9871,5564.7055,3298.1887,52832780.30,2264164.00,21590293.20,4474.4,120.2,970.1,Compliant,Non-Compliant,-2131.1700,566.2017,0.00,151742.05,0.00,0.00
