final_rank,bbl,address,total_score,core_score,bonus_score,cost_savings_score,bas_automation_score,ownership_score,complexity_score,energy_star_bonus,prestige_bonus,total_1yr,utility_savings_annual,Has Building Automation,owner_building_count,ownername,Class,LL33 grade,GreenRating,Latest_ENERGY_STAR_Score,energy_star_gap,total_10_year_savings,savings_per_sqft,odcv_rank
111.0,1012820017,390 Madison Ave,81.60232350312779,78.60232350312779,3,34.60232350312779,28.0,9,7,0,3,334703.52,334703.52,yes,4.0,New York State,A,,LEED Certified - Gold,85.0,,2456458.7297140686,0.4075959399146335,138.0
112.0,1009200012,605 Third Ave,81.5692582663092,77.5692582663092,4,37.569258266309205,28.0,8,4,0,4,587390.03,587390.03,yes,4.0,Fisher Brothers Mgmt,A,B,LEED Certified - Gold,74.0,,4672758.03810526,0.6535749509866101,67.0
113.0,1010210019,1619 Broadway,81.52457551385166,79.52457551385166,2,27.524575513851655,30.0,20,2,0,2,116471.39,116471.39,yes,18.0,Brookfield,B,B,,72.0,,963719.57034067,0.736461523869744,374.0
114.0,1004760007,100 Avenue of the Americas,81.45308310991958,78.45308310991958,3,27.45308310991957,26.0,20,5,0,3,129472.92,129472.92,yes,10.0,Trinity Church,B,B,LEED Certified - Gold,80.0,-10.0,955239.16215316,0.42700178751640755,345.0
115.0,1008140019,1400 Broadway,81.3521000893655,77.3521000893655,4,34.35210008936551,23.0,18,2,0,4,326848.6,326848.6,yes,11.0,Empire State Realty,A,A,,85.0,0.0,2401705.5725604296,0.4254063080405195,143.0
116.0,1007120036,61 9th Ave,81.31456657730116,78.31456657730116,3,32.314566577301164,28.0,11,7,0,3,165892.17,165892.17,yes,4.0,Aurora Capital,A,,LEED Certified - Gold,,,1769088.879282049,1.0595331830287857,299.0
117.0,1001920001,32 Avenue Of The Americas,81.24843610366398,79.24843610366398,2,38.248436103663984,17.0,20,4,0,2,604349.84,604349.84,yes,12.0,Rudin,A,,,94.0,,5573936.526121908,0.553097097463541,61.0
118.0,1012890036,390 Park Ave,81.20643431635389,79.20643431635389,2,31.20643431635389,30.0,16,2,0,2,201876.06,201876.06,yes,18.0,Brookfield,A,D,,47.0,,1585623.4419848882,0.76775013786153,247.0
119.0,1005780047,"250 Hudson St,  New York,  NY 10013",80.95263628239499,75.95263628239499,5,26.952636282394995,26.0,18,5,0,5,125315.65,125315.65,yes,10.0,Jack Resnick & Sons,A,A,LEED Certified - Gold,91.0,,924518.5358872905,0.3763684827006247,354.0
120.0,1013050013,"560 Lexington Ave,  New York,  NY 10022",80.91689008042896,77.91689008042896,3,26.916890080428953,26.0,20,5,0,3,125610.38,125610.38,yes,12.0,Rudin,A,B,,79.0,,923089.6136517704,0.3762502096762599,353.0
121.0,1012730022,9 W 57th St,80.89186773905273,77.89186773905273,3,38.89186773905273,21.0,12,6,0,3,936308.7,936308.7,yes,5.0,Soloviev Group,A,,LEED Certified - Silver,68.0,2.0,7587905.138880083,0.5513344548740798,33.0
122.0,1013220001,"777 3 Ave,  New York,  NY 10017",80.74530831099196,78.74530831099196,2,34.74530831099196,26.0,18,0,0,2,311378.4,311378.4,yes,24.0,Kaufman,A,C,,65.0,-6.0,2539586.746909668,0.5776086012888577,156.0
123.0,1001440040,60 Hudson St,80.6425379803396,77.6425379803396,3,39.64253798033959,19.0,15,4,0,3,1393665.3,1393665.3,yes,6.0,Stahl Organization,B,A,,100.0,,12681973.998724448,1.7377372817955112,13.0
124.0,1008870095,"471 Park Ave S,  New York,  NY 10016",80.59517426273459,76.59517426273459,4,26.595174262734584,30.0,20,0,0,4,123062.68,123062.68,yes,16.0,Williams Equities,A,A,,94.0,,893314.9250146473,0.2738151954556478,357.0
125.0,1007050001,55 Hudson Yards,80.49776586237712,77.49776586237712,3,37.49776586237712,28.0,8,4,0,3,569268.22,569268.22,yes,4.0,Mitsui Fudosan America,A,C,LEED Certified - Gold,63.0,,4587240.837407667,0.482987358311274,72.0
126.0,1009947501,1095 Avenue of the Americas - Salesforce Tower,80.46380697050938,78.46380697050938,2,39.46380697050938,24.0,8,7,0,2,1218932.36,1218932.36,yes,1.0,Ivanhoe Cambridge,A,,,,,11507102.812637039,1.1700320408833225,21.0
127.0,1013090023,"641 Lexington Ave,  New York,  NY 10022",80.45487042001787,77.45487042001787,3,29.454870420017873,26.0,20,2,0,3,175626.47,175626.47,yes,12.0,Rudin,A,B,,80.0,,1294641.136410298,0.4067838117032315,283.0
128.0,1001530001,"280 Broadway,  New York,  NY 10007",80.3065236818588,76.3065236818588,4,23.306523681858803,28.0,16,9,0,4,82420.76,82420.76,yes,21.0,City of New York,A,A,,92.0,,659489.8937245968,0.34049441878526987,474.0
129.0,1013030001,"299 Park Ave,  New York,  NY 11364",80.21090259159965,78.21090259159965,2,36.21090259159964,26.0,11,5,0,2,404736.03,404736.03,yes,4.0,Fisher Brothers Mgmt,A,D,,53.0,-3.0,3283452.8970657624,0.38943849642204564,113.0
130.0,1013170001,"685 3 Ave,  New York,  NY 10017",80.20822162645219,76.20822162645219,4,33.208221626452186,30.0,11,2,0,4,279585.1,279585.1,yes,2.0,BGO,A,A,,85.0,2.0,2056045.9334229333,0.43323219911148575,177.0
131.0,1000330001,"77 Water St,  New York,  NY 10005",80.02904378909741,77.02904378909741,3,32.52904378909741,20.5,20,4,0,3,224049.39,224049.39,yes,24.0,Kaufman,A,B,,76.0,-1.0,1835149.2632997816,0.40968506917397174,220.0
132.0,1012580021,11 W 42nd St,79.7792672028597,73.7792672028597,6,32.7792672028597,28.0,9,4,3,3,259395.72,259395.72,yes,4.0,Silverstein Properties,A,D,LEED Certified - Silver,51.0,36.0,1900933.6025328934,0.2730550245479886,191.0
133.0,1000460009,"14 Wall St,  New York,  NY 10005",79.64164432529043,74.64164432529043,5,38.641644325290436,24.0,8,4,0,5,783411.34,783411.34,yes,1.0,Alexander Rovt,A,D,LEED Platinum,42.0,,6405123.720634852,0.72019943554244,39.0
134.0,1008360026,"7 W 34 St,  New York,  NY 10001",79.62913315460233,76.62913315460233,3,24.629133154602325,28.0,20,4,0,3,100079.37,100079.37,yes,36.0,Vornado,B,A,,88.0,,735398.2829276845,0.2255914712903291,410.0
135.0,1008150046,"1430 Broadway,  New York,  NY 10018",79.45755138516532,78.45755138516532,1,32.457551385165324,28.0,11,7,0,1,222387.24,222387.24,yes,3.0,Steinberg,B,C,,59.0,,1813414.9981107537,0.610953956043956,222.0
136.0,1000350001,32 Old Slip,79.390527256479,77.390527256479,2,37.390527256479,24.0,12,4,0,2,563016.77,563016.77,yes,9.0,RXR Realty,B,B,,77.0,,4498935.295994462,0.5782911747999923,74.0
137.0,1012750023,"285 Madison Ave,  New York,  NY 10017",79.34941912421806,77.34941912421806,2,31.349419124218052,26.0,15,5,0,2,195331.94,195331.94,yes,8.0,RFR Realty,A,C,,68.0,,1604117.0376693616,0.4093919229052223,258.0
138.0,1012940037,"500 Park Ave,  New York,  NY 10022",79.34897229669347,74.34897229669347,5,30.848972296693475,20.5,20,3,3,2,170546.87,170546.87,yes,29.0,SL Green,A,D,,4.0,30.0,1530667.564961452,1.6529383201845353,293.0
139.0,1013320001,"Dd Building,  New York,  NY 10022",79.31724754244861,76.31724754244861,3,35.31724754244861,24.0,13,4,0,3,344696.69,344696.69,yes,8.0,Cohen Brothers,A,B,,78.0,,2760600.2197665335,0.594531174809712,132.0
140.0,1006730001,271 11th Ave,79.27435210008937,75.27435210008937,4,27.274352100089367,30.0,8,10,0,4,130282.62,130282.62,yes,3.0,Cannon Hill Capital,A,A,,100.0,,945724.6414267251,0.11214525565729071,343.0
141.0,1010250025,"1700 Broadway,  New York,  NY 10019",79.10366398570152,76.10366398570152,3,36.103663985701516,30.0,8,2,0,3,397508.56,397508.56,yes,4.0,Rockpoint,A,B,,72.0,8.0,3228625.2268252494,0.6691725333737353,115.0
142.0,1008950001,99 Park Ave,79.03172475424486,75.03172475424486,4,35.53172475424486,26.5,11,2,0,4,363826.6,363826.6,yes,5.0,Global Holdings Mgmt,A,A,,87.0,1.0,2876386.8385746023,0.5561669173667926,124.0
143.0,1007050039,516 W 34th St,78.92672028596962,78.92672028596962,0,37.926720285969616,28.0,3,10,0,0,697245.77,697245.77,yes,1.0,Tapestry,C,,,76.0,,5144493.15850268,0.23679960128444824,48.0
144.0,1010280029,"888 7 Ave,  New York,  NY 10106",78.923145665773,76.923145665773,2,33.92314566577301,21.0,20,2,0,2,275144.42,275144.42,yes,36.0,Vornado,A,C,,59.0,,2244323.5695863203,0.33694069037810614,181.0
145.0,1012780001,"521 5 Ave,  New York,  NY 10018",78.84986595174263,74.84986595174263,4,31.84986595174263,28.0,15,0,0,4,223805.22,223805.22,yes,7.0,Savanna Real Estate,A,B,LEED Certified - Gold,70.0,-15.0,1698646.517499692,0.5017548005246107,221.0
146.0,1012870033,"350 Park Ave,  New York,  NY 10022",78.84807864164432,76.84807864164432,2,29.848078641644324,20.0,20,7,0,2,170660.85,170660.85,yes,36.0,Vornado,A,C,,56.0,-18.0,1369214.1986497396,0.3149328468931308,292.0
147.0,1013230047,"805 3 Ave, New York NY 10002",78.81590705987489,75.81590705987489,3,33.81590705987489,28.0,12,2,0,3,303263.35,303263.35,yes,8.0,Cohen Brothers,A,B,,76.0,,2233265.501571461,0.507534186968535,164.0
148.0,1000160260,"200 West St,  New York,  NY 10282",78.67783735478105,76.67783735478105,2,39.177837354781055,20.5,8,9,0,2,1107356.99,1107356.99,yes,1.0,Goldman Sachs Group,A,N (exempt),,77.0,8.0,8847551.617393326,0.5131732196034778,23.0
149.0,1009980029,1177 Avenue Of The Americas,78.63985701519213,74.63985701519213,4,36.639857015192135,28.0,8,2,1,3,470217.27,470217.27,yes,2.0,Norges Bank,A,B,,75.0,10.0,3567079.7515874878,0.5150497779189555,93.0
150.0,1007860051,"498 7 Ave,  New York,  NY 10018",78.63360142984808,73.63360142984808,5,29.633601429848078,26.0,9,9,0,5,180256.09,180256.09,yes,4.0,George Comfort & Sons,A,A,LEED Certified - Gold,87.0,3.0,1331701.992725912,0.19257368031391922,279.0
151.0,1010350001,630 Ninth Ave,78.63092046470062,76.63092046470062,2,26.630920464700626,28.0,20,2,0,2,108738.31,108738.31,yes,29.0,GFP Real Estate,B,B,,83.0,,899990.0912127718,0.46020953952937194,391.0
152.0,1008330011,"1240 Broadway,  New York,  NY 10001",78.56747095621091,75.56747095621091,3,35.567470956210904,26.0,12,2,0,3,355948.0,355948.0,yes,5.0,Global Holdings Mgmt,A,,LEED Certified - Gold,85.0,,2877659.043703391,0.5036477346690438,128.0
153.0,1004980011,"549 Broadway,  New York,  NY 10012",78.5585344057194,76.5585344057194,2,25.558534405719392,30.0,16,5,0,2,99590.82,99590.82,yes,36.0,Vornado,A,C,,77.0,-2.0,795065.10068266,0.4090946508819349,412.0
154.0,1007580082,"440 9 Ave,  New York,  NY 10001",78.41823056300268,74.41823056300268,4,28.41823056300268,22.0,20,4,0,4,140172.62,140172.62,yes,29.0,SL Green,A,A,,86.0,,1079933.9363781644,0.36445391435480096,324.0
155.0,1013027501,101 East 47th Street,78.38918677390527,76.38918677390527,2,35.88918677390527,26.5,12,2,0,2,392704.99,392704.99,yes,6.0,Stahl Organization,A,,,81.0,,3065966.3008565432,0.30915080258527716,116.0
156.0,1013200046,"747 3 Ave,  New York,  NY 10017",78.38427167113494,76.38427167113494,2,30.384271671134943,26.0,18,2,0,2,200199.37,200199.37,yes,24.0,Kaufman,A,D,,44.0,-4.0,1468186.0581012685,0.47968489730589714,249.0
157.0,1013160001,"675 3 Ave,  New York,  NY 10017",78.27882037533513,76.27882037533513,2,32.27882037533512,22.0,20,2,0,2,215285.11,215285.11,yes,12.0,Durst,A,C,,60.0,,1760799.1710846566,0.744014673965634,236.0
158.0,1009930011,1440 Broadway,78.2100089365505,74.2100089365505,4,35.210008936550494,28.0,7,4,0,4,371441.05,371441.05,yes,3.0,CIM Group,A,B,LEED Certified - Gold,83.0,-12.0,2721546.8416370084,0.4968605867497084,121.0
159.0,1010030005,"135 W 50 St,  New York,  NY 10020",78.13494191242181,74.13494191242181,4,31.134941912421805,30.0,9,4,0,4,217538.36,217538.36,yes,4.0,George Comfort & Sons,A,A,,95.0,-23.0,1580274.3934399502,0.28951265313184144,231.0
160.0,1010240015,"1675 Broadway,  New York,  NY 10019",78.09651474530831,76.09651474530831,2,28.096514745308312,21.0,20,7,0,2,139896.31,139896.31,yes,12.0,Rudin,A,N (exempt),,79.0,,1016479.374119874,0.18997145600191198,325.0
161.0,1000440001,28 Liberty St,77.99910634495085,72.99910634495085,5,38.999106344950846,21.0,6,7,3,2,967165.9,967165.9,yes,2.0,Fosun International,A,D,,45.0,29.0,7824345.106659566,0.4348376494919522,28.0
162.0,1012640030,600 5th Avenue,77.85701519213583,75.85701519213583,2,39.85701519213583,13.0,18,5,0,2,2405220.81,2405220.81,yes,11.0,Tishman Speyer,A,,,45.0,,18501767.445746474,0.3987682276719412,4.0
163.0,1012950001,101 Park Ave,77.81948168007149,73.81948168007149,4,37.81948168007149,28.0,4,4,0,4,632232.82,632232.82,yes,1.0,HJ Kalikow & Company,A,B,LEED Certified - Gold,70.0,,5019864.029518885,0.580888652862166,58.0
164.0,1008150014,"1412 Broadway,  New York,  NY 10018",77.80965147453082,74.80965147453082,3,26.80965147453083,26.0,20,2,0,3,125159.69,125159.69,yes,14.0,ABS Partners,B,A,,97.0,-12.0,908537.1705476147,0.3459676808553572,355.0
165.0,1013000033,"730 3 Ave,  New York,  NY 10017",77.7444146559428,71.7444146559428,6,33.744414655942805,22.0,11,5,1,5,302678.19,302678.19,yes,4.0,TIAA-CREF,A,A,LEED Certified - Gold,90.0,10.0,2227509.0372670316,0.45507989655846404,165.0
166.0,1013160023,235 E 42nd St,77.71224307417337,74.71224307417337,3,37.71224307417337,24.0,6,7,0,3,600647.88,600647.88,yes,2.0,David Werner Real Estate,A,B,,78.0,,4874264.004837975,0.8932071700705765,63.0
167.0,1012920037,"450 Park Ave,  New York,  NY 10022",77.67202859696158,72.67202859696158,5,32.672028596961574,20.0,20,0,0,5,227295.19,227295.19,yes,29.0,SL Green,A,D,LEED Platinum,37.0,1.0,1847290.9849061284,0.6991202832219885,216.0
168.0,1010290053,"1784 Broadway,  New York,  NY 10019",77.55942806076854,76.55942806076854,1,26.559428060768543,28.0,20,2,0,1,108231.71,108231.71,yes,36.0,Vornado,B,D,,39.0,,893198.4836291849,0.5245461727102659,394.0
169.0,1001530024,"23 Chambers St,  New York,  NY 10007",77.55674709562109,75.55674709562109,2,23.55674709562109,28.0,20,4,0,2,92313.18,92313.18,yes,21.0,City of New York,A,N (exempt),,93.0,,675244.8524709339,0.40166901629072677,436.0
170.0,1012910001,"711 5 Ave,  New York,  NY 10022",77.49329758713137,75.49329758713137,2,32.493297587131366,30.0,8,5,0,2,225390.24,225390.24,yes,1.0,Bilgili Holding,A,D,,49.0,,1820657.7538748127,0.7270652903225806,217.0
171.0,1008090053,111 W 33rd St,77.49151027703306,73.49151027703306,4,30.491510277033065,21.0,18,4,0,4,201465.58,201465.58,yes,11.0,Empire State Realty,A,A,,88.0,-3.0,1477428.4450126165,0.24982804181955487,248.0
172.0,1012650050,610 Fifth Ave,77.41554959785523,75.41554959785523,2,25.41554959785523,28.0,18,4,0,2,107064.94,107064.94,yes,11.0,Tishman Speyer,A,F,,23.0,,786137.3769086786,0.3927014308402748,398.0
173.0,1000350010,111 Wall St,77.3851653261841,74.3851653261841,3,31.385165326184094,30.0,4,9,0,3,221271.13,221271.13,yes,1.0,InterVest Capital,A,,LEED Certified - Silver,66.0,,1606212.4025241148,0.22344976521080537,225.0
174.0,1010030029,"1271 Ave Of The Americas,  New York,  NY 10020",77.35478105451296,72.35478105451296,5,37.354781054512955,21.0,8,6,0,5,599061.36,599061.36,yes,1.0,Rockefeller Group,A,A,LEED Certified - Gold,85.0,,4467959.5271502035,0.3051919914412349,64.0
175.0,1013010033,"750 3 Ave,  New York,  NY 10017",77.31411974977658,74.31411974977658,3,31.814119749776587,20.5,20,2,0,3,231871.46,231871.46,yes,29.0,SL Green,A,N (exempt),LEED Certified - Gold,84.0,-9.0,1698062.833630386,0.3045394439599466,210.0
176.0,1012770014,"330 Madison Ave,  New York,  NY 10017",77.24486148346739,73.24486148346739,4,34.24486148346738,26.0,11,2,0,4,312511.39,312511.39,yes,2.0,Munich Re,A,B,LEED Certified - Gold,83.0,2.0,2386125.9456367027,0.42634510730544706,153.0
177.0,1012780069,"529 5 Ave,  New York,  NY 10173",77.16353887399464,73.16353887399464,4,23.16353887399464,28.0,20,2,0,4,88209.63,88209.63,yes,11.0,Empire State Realty,A,A,,87.0,,644350.8224111573,0.3251776116431842,446.0
178.0,1008510041,"304 Park Ave S,  New York,  NY 10010",77.09204647006256,73.09204647006256,4,23.092046470062556,28.0,20,2,0,4,85785.55,85785.55,yes,29.0,SL Green,A,B,LEED Certified - Gold,77.0,8.0,641539.7550456718,0.4051610054219485,463.0
179.0,1006270043,2 Gansevoort St,77.01966041108132,73.01966041108132,4,22.019660411081322,28.0,18,5,0,4,78205.16,78205.16,yes,24.0,Kaufman,A,B,LEED Certified - Silver,80.0,-15.0,576376.5007678806,0.4307637565408978,491.0
180.0,1007297505,2 Manhattan West,76.95531724754245,73.95531724754245,3,29.95531724754245,20.0,20,4,0,3,191355.24,191355.24,yes,18.0,Brookfield,A,,LEED Certified,24.0,-3.0,1389052.244529047,0.10515838446852918,263.0
181.0,1011050036,"847 11 Ave,  New York,  NY 10019",76.95129579982127,74.95129579982127,2,25.45129579982127,24.5,20,5,0,2,77326.04,77326.04,yes,12.0,Durst,A,N (exempt),,4.0,,788533.5172621073,0.540257950925046,495.0
182.0,1007570031,5 Penn Plaza,76.92403932082216,73.92403932082216,3,34.92403932082216,30.0,4,5,0,3,312508.77,312508.77,yes,1.0,Haymes Investment,A,C,LEED Certified - Gold,68.0,5.0,2612305.096071457,0.5109483261802575,154.0
183.0,1013087502,101 East 53rd Street,76.7846291331546,74.7846291331546,2,38.7846291331546,21.0,13,2,0,2,936973.36,936973.36,yes,7.0,Boston Properties (BXP),A,,,71.0,-4.0,6866483.258010444,0.6139574516044272,32.0
184.0,1005810063,"225 Varick St,  New York,  NY 10014",76.66666666666667,73.66666666666667,3,26.666666666666668,28.0,15,4,0,3,118994.63,118994.63,yes,8.0,Hines,B,B,LEED Certified - Gold,77.0,-2.0,904740.4081692761,0.3971889436300035,367.0
185.0,1013260001,"875 3 Ave, New York, NY 10022",76.38695263628239,72.38695263628239,4,33.386952636282395,20.0,15,4,0,4,285418.03,285418.03,yes,5.0,Global Holdings Mgmt,A,A,,93.0,-18.0,2097816.836300246,0.450061938739307,176.0
187.0,1012840007,"49 E 52 St,  New York,  NY 10017",76.03038427167112,71.03038427167112,5,34.03038427167113,20.0,15,2,0,5,309404.7,309404.7,yes,8.0,Sioni Group,B,A,LEED Gold,92.0,-7.0,2279520.2230038773,0.4713459815851853,159.0
188.0,1012580009,1114 Avenue of the Americas,75.96246648793566,69.96246648793566,6,37.96246648793566,17.0,11,4,2,4,657573.44,657573.44,yes,4.0,Swig Equities,A,B,LEED Certified - Silver,70.0,15.0,5147739.372772141,0.4333276704995133,53.0
189.0,1000250001,"55 Broad St,  New York,  NY 10004",75.74352100089365,73.74352100089365,2,32.74352100089366,30.0,11,0,0,2,232762.07,232762.07,yes,4.0,Silverstein Properties,A,N (exempt),,63.0,,1886187.040347293,0.5732702912382243,209.0
190.0,1000290070,"75 Broad St,  New York,  NY 10004",75.49597855227881,73.49597855227881,2,35.49597855227882,28.0,8,2,0,2,354085.26,354085.26,yes,2.0,JEMB,A,,,35.0,,2848191.9912015335,0.527562621801863,129.0
191.0,1008650014,"200 Madison Ave,  New York,  NY 10016",75.45844504021449,72.45844504021449,3,33.45844504021448,26.0,9,4,0,3,285980.36,285980.36,yes,4.0,George Comfort & Sons,A,B,,73.0,2.0,2110781.4238588675,0.43379981645670423,173.0
192.0,1007590045,"519 8 Ave,  New York,  NY 10018",75.3449508489723,72.3449508489723,3,26.344950848972296,24.0,20,2,0,3,118338.25,118338.25,yes,24.0,Kaufman,B,A,,86.0,,877285.3301017219,0.3582848155111705,369.0
193.0,1007860001,520 Eighth Ave,75.3118856121537,72.3118856121537,3,29.31188561215371,19.0,20,4,0,3,174721.31,174721.31,yes,29.0,GFP Real Estate,B,A,,90.0,,1268306.1505007932,0.2315763028388826,286.0
194.0,1013130005,"111 E 58 St,  New York,  NY 10022",75.27971403038427,73.27971403038427,2,33.27971403038427,20.0,18,2,0,2,246192.03,246192.03,yes,10.0,Jack Resnick & Sons,B,B,,74.0,-28.0,2092242.3920999013,0.45748610494275666,198.0
195.0,1000210004,"65 Broadway,  New York,  NY 10006",75.24396782841822,74.24396782841822,1,33.24396782841823,28.0,11,2,0,1,258168.54,258168.54,yes,5.0,Chetrit Group,B,,,71.0,,2090032.3943397317,0.7702293068881569,192.0
196.0,1007020010,10 Hudson Yards,75.2135835567471,72.2135835567471,3,39.213583556747096,19.0,8,6,0,3,1083435.8,1083435.8,yes,2.0,Related Companies,A,C,LEED Certified - Platinum,60.0,,9565344.89983369,0.5902789703312078,24.0
197.0,1013360031,3 United Nations Plz,75.13226094727435,73.13226094727435,2,28.132260947274354,21.0,20,4,0,2,130689.09,130689.09,yes,21.0,City of New York,A,D,,1.0,,1018086.2570497532,0.5307925593485369,341.0
198.0,1010130042,220 W 42nd St,74.95710455764075,72.95710455764075,2,31.95710455764075,28.0,8,5,0,2,224576.54,224576.54,yes,2.0,Yellowstone Real Estate,B,B,,80.0,,1725007.0077838905,0.9544264343391415,219.0
199.0,1013100001,425 Park Ave,74.88739946380697,72.88739946380697,2,33.88739946380697,28.0,6,5,0,2,299226.2,299226.2,yes,1.0,Tokyu Resorts & Stays,A,C,,59.0,,2236988.2897421313,0.427466,167.0
200.0,1021240043,"3940 Broadway,  New York,  NY 10032",74.66487935656836,73.66487935656836,1,24.664879356568363,22.0,20,7,0,1,78510.48,78510.48,yes,21.0,City of New York,B,N (exempt),,1.0,,735464.1838499245,0.7784259057288464,487.0
201.0,1012727503,730 5th Ave,74.56657730116174,72.56657730116174,2,34.56657730116175,30.0,6,2,0,2,233964.17,233964.17,yes,2.0,Aman Group,A,,,47.0,,2455060.428631963,0.7011927196657736,208.0
202.0,1000220028,"52 Broadway,  New York,  NY 10004",74.55764075067025,72.55764075067025,2,24.55764075067024,24.0,20,4,0,2,99007.06,99007.06,yes,10.0,Jack Resnick & Sons,A,,,59.0,,726558.5214275781,0.2865285061063842,414.0
203.0,1013087501,139 East 53rd Street,74.49731903485255,72.49731903485255,2,36.997319034852545,24.5,6,5,0,2,551111.72,551111.72,yes,2.0,American Exchange Group,A,,,76.0,,4044173.975721983,0.333195318073542,79.0
