bbl,address,office_sqft,total_gross_floor_area,elec_tariff,gas_tariff,steam_tariff,Gas_Jan_2023_kBtu,Gas_Feb_2023_kBtu,Gas_Mar_2023_kBtu,Gas_Apr_2023_kBtu,Gas_May_2023_kBtu,Gas_Jun_2023_kBtu,Gas_Jul_2023_kBtu,Gas_Aug_2023_kBtu,Gas_Sep_2023_kBtu,Gas_Oct_2023_kBtu,Gas_Nov_2023_kBtu,Gas_Dec_2023_kBtu,District_Steam_Jan_2023_kBtu,District_Steam_Feb_2023_kBtu,District_Steam_Mar_2023_kBtu,District_Steam_Apr_2023_kBtu,District_Steam_May_2023_kBtu,District_Steam_Jun_2023_kBtu,District_Steam_Jul_2023_kBtu,District_Steam_Aug_2023_kBtu,District_Steam_Sep_2023_kBtu,District_Steam_Oct_2023_kBtu,District_Steam_Nov_2023_kBtu,District_Steam_Dec_2023_kBtu,Elec_HVAC_Jan_2023_kBtu,Elec_HVAC_Feb_2023_kBtu,Elec_HVAC_Mar_2023_kBtu,Elec_HVAC_Apr_2023_kBtu,Elec_HVAC_May_2023_kBtu,Elec_HVAC_Jun_2023_kBtu,Elec_HVAC_Jul_2023_kBtu,Elec_HVAC_Aug_2023_kBtu,Elec_HVAC_Sep_2023_kBtu,Elec_HVAC_Oct_2023_kBtu,Elec_HVAC_Nov_2023_kBtu,Elec_HVAC_Dec_2023_kBtu,Elec_NonHVAC_Jan_2023_kBtu,Elec_NonHVAC_Feb_2023_kBtu,Elec_NonHVAC_Mar_2023_kBtu,Elec_NonHVAC_Apr_2023_kBtu,Elec_NonHVAC_May_2023_kBtu,Elec_NonHVAC_Jun_2023_kBtu,Elec_NonHVAC_Jul_2023_kBtu,Elec_NonHVAC_Aug_2023_kBtu,Elec_NonHVAC_Sep_2023_kBtu,Elec_NonHVAC_Oct_2023_kBtu,Elec_NonHVAC_Nov_2023_kBtu,Elec_NonHVAC_Dec_2023_kBtu,Gas_Jan_2023_Cost_USD,Gas_Feb_2023_Cost_USD,Gas_Mar_2023_Cost_USD,Gas_Apr_2023_Cost_USD,Gas_May_2023_Cost_USD,Gas_Jun_2023_Cost_USD,Gas_Jul_2023_Cost_USD,Gas_Aug_2023_Cost_USD,Gas_Sep_2023_Cost_USD,Gas_Oct_2023_Cost_USD,Gas_Nov_2023_Cost_USD,Gas_Dec_2023_Cost_USD,Steam_Jan_2023_Cost_USD,Steam_Feb_2023_Cost_USD,Steam_Mar_2023_Cost_USD,Steam_Apr_2023_Cost_USD,Steam_May_2023_Cost_USD,Steam_Jun_2023_Cost_USD,Steam_Jul_2023_Cost_USD,Steam_Aug_2023_Cost_USD,Steam_Sep_2023_Cost_USD,Steam_Oct_2023_Cost_USD,Steam_Nov_2023_Cost_USD,Steam_Dec_2023_Cost_USD,Elec_HVAC_Jan_2023_Cost_USD,Elec_HVAC_Feb_2023_Cost_USD,Elec_HVAC_Mar_2023_Cost_USD,Elec_HVAC_Apr_2023_Cost_USD,Elec_HVAC_May_2023_Cost_USD,Elec_HVAC_Jun_2023_Cost_USD,Elec_HVAC_Jul_2023_Cost_USD,Elec_HVAC_Aug_2023_Cost_USD,Elec_HVAC_Sep_2023_Cost_USD,Elec_HVAC_Oct_2023_Cost_USD,Elec_HVAC_Nov_2023_Cost_USD,Elec_HVAC_Dec_2023_Cost_USD,Elec_NonHVAC_Jan_2023_Cost_USD,Elec_NonHVAC_Feb_2023_Cost_USD,Elec_NonHVAC_Mar_2023_Cost_USD,Elec_NonHVAC_Apr_2023_Cost_USD,Elec_NonHVAC_May_2023_Cost_USD,Elec_NonHVAC_Jun_2023_Cost_USD,Elec_NonHVAC_Jul_2023_Cost_USD,Elec_NonHVAC_Aug_2023_Cost_USD,Elec_NonHVAC_Sep_2023_Cost_USD,Elec_NonHVAC_Oct_2023_Cost_USD,Elec_NonHVAC_Nov_2023_Cost_USD,Elec_NonHVAC_Dec_2023_Cost_USD,pct_office,Office_Elec_Usage_Current_Jan_kBtu,Office_Gas_Usage_Current_Jan_kBtu,Office_Steam_Usage_Current_Jan_kBtu,Office_Elec_Cost_Current_Jan_USD,Office_Gas_Cost_Current_Jan_USD,Office_Steam_Cost_Current_Jan_USD,Office_Elec_Usage_Current_Feb_kBtu,Office_Gas_Usage_Current_Feb_kBtu,Office_Steam_Usage_Current_Feb_kBtu,Office_Elec_Cost_Current_Feb_USD,Office_Gas_Cost_Current_Feb_USD,Office_Steam_Cost_Current_Feb_USD,Office_Elec_Usage_Current_Mar_kBtu,Office_Gas_Usage_Current_Mar_kBtu,Office_Steam_Usage_Current_Mar_kBtu,Office_Elec_Cost_Current_Mar_USD,Office_Gas_Cost_Current_Mar_USD,Office_Steam_Cost_Current_Mar_USD,Office_Elec_Usage_Current_Apr_kBtu,Office_Gas_Usage_Current_Apr_kBtu,Office_Steam_Usage_Current_Apr_kBtu,Office_Elec_Cost_Current_Apr_USD,Office_Gas_Cost_Current_Apr_USD,Office_Steam_Cost_Current_Apr_USD,Office_Elec_Usage_Current_May_kBtu,Office_Gas_Usage_Current_May_kBtu,Office_Steam_Usage_Current_May_kBtu,Office_Elec_Cost_Current_May_USD,Office_Gas_Cost_Current_May_USD,Office_Steam_Cost_Current_May_USD,Office_Elec_Usage_Current_Jun_kBtu,Office_Gas_Usage_Current_Jun_kBtu,Office_Steam_Usage_Current_Jun_kBtu,Office_Elec_Cost_Current_Jun_USD,Office_Gas_Cost_Current_Jun_USD,Office_Steam_Cost_Current_Jun_USD,Office_Elec_Usage_Current_Jul_kBtu,Office_Gas_Usage_Current_Jul_kBtu,Office_Steam_Usage_Current_Jul_kBtu,Office_Elec_Cost_Current_Jul_USD,Office_Gas_Cost_Current_Jul_USD,Office_Steam_Cost_Current_Jul_USD,Office_Elec_Usage_Current_Aug_kBtu,Office_Gas_Usage_Current_Aug_kBtu,Office_Steam_Usage_Current_Aug_kBtu,Office_Elec_Cost_Current_Aug_USD,Office_Gas_Cost_Current_Aug_USD,Office_Steam_Cost_Current_Aug_USD,Office_Elec_Usage_Current_Sep_kBtu,Office_Gas_Usage_Current_Sep_kBtu,Office_Steam_Usage_Current_Sep_kBtu,Office_Elec_Cost_Current_Sep_USD,Office_Gas_Cost_Current_Sep_USD,Office_Steam_Cost_Current_Sep_USD,Office_Elec_Usage_Current_Oct_kBtu,Office_Gas_Usage_Current_Oct_kBtu,Office_Steam_Usage_Current_Oct_kBtu,Office_Elec_Cost_Current_Oct_USD,Office_Gas_Cost_Current_Oct_USD,Office_Steam_Cost_Current_Oct_USD,Office_Elec_Usage_Current_Nov_kBtu,Office_Gas_Usage_Current_Nov_kBtu,Office_Steam_Usage_Current_Nov_kBtu,Office_Elec_Cost_Current_Nov_USD,Office_Gas_Cost_Current_Nov_USD,Office_Steam_Cost_Current_Nov_USD,Office_Elec_Usage_Current_Dec_kBtu,Office_Gas_Usage_Current_Dec_kBtu,Office_Steam_Usage_Current_Dec_kBtu,Office_Elec_Cost_Current_Dec_USD,Office_Gas_Cost_Current_Dec_USD,Office_Steam_Cost_Current_Dec_USD,Elec_HVAC_Jan_2023_Pct,Elec_HVAC_Feb_2023_Pct,Elec_HVAC_Mar_2023_Pct,Elec_HVAC_Apr_2023_Pct,Elec_HVAC_May_2023_Pct,Elec_HVAC_Jun_2023_Pct,Elec_HVAC_Jul_2023_Pct,Elec_HVAC_Aug_2023_Pct,Elec_HVAC_Sep_2023_Pct,Elec_HVAC_Oct_2023_Pct,Elec_HVAC_Nov_2023_Pct,Elec_HVAC_Dec_2023_Pct
1008380015,"43 W 36th St, New York, NY 10018",99875,108875,83386,SC-2 (Small General Service),SC-1 (General Service),3782,3421,3795,3604,3710,3613,3749,3763,1716,10,8,12,0,0,0,0,0,0,0,0,0,0,0,0,59550.5889,47778.2627,63731.31857,38437.665,45979.29386,140254.5578,253773.2617,193792.0867,126185.3978,28351.69383,25003.965,49093.0089,126006.9111,129968.0373,143377.2815,141689.135,146412.1062,105326.8422,80619.03832,96169.71332,108974.4022,146412.1062,141689.135,126504.8911,98.18,89.05,98.51,93.68,96.36,93.91,97.35,97.7,45.91,2.75,2.7,2.8,0,0,0,0,0,0,0,0,0,0,0,0,4147.9,2670.96,3962.44,2487.48,3104.96,11481.84,21023.73,14855.61,8506.31,2052.13,1534.41,3198.7,8776.8,7265.65,8914.36,9169.36,9887.15,8622.5,6678.85,7372.13,7346.1,10597.51,8695,8242.56,0.917336395,170218.6481,3469.366246,0,11856.2977,90.06408726,0,163053.1501,3138.207807,0,9115.213995,81.68880597,0,189988.2566,3481.291619,0,11812.35729,90.36680827,0,165236.8693,3306.080367,0,10693.24358,85.93607348,0,176487.6334,3403.318025,0,11918.13535,88.39453502,0,225280.7561,3314.336395,0,18442.44278,86.14706085,0,306750.227,3439.094145,0,25412.58487,89.30269805,0,265992.5123,3451.936854,0,20390.31488,89.62376579,0,215720.6432,1574.149254,0,14541.99264,42.11491389,0,160317.1943,9.173363949,0,11603.97515,2.522675086,0,152913.6474,7.33869116,0,9383.810092,2.476808266,0,161082.3445,11.00803674,0,10495.4842,2.568541906,0,0.320927954,0.268800322,0.307719325,0.21339226,0.238988301,0.571112298,0.758908808,0.668336611,0.536594255,0.162228641,0.15,0.279576287
1008380048,"402 5 Ave, New York, NY 10018",68278,83288,122591,SC-2 (Small General Service),SC-1 (General Service),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67761.662,52979.56597,38194.57076,30370.67168,25677.02238,55443.73182,63550.63032,63550.63032,55443.73182,25677.02238,30370.67168,56527.96474,124816.0058,128899.3426,143684.3377,140809.4776,145503.1268,126435.1767,129027.0375,129027.0375,126435.1767,145503.1268,140809.4776,125350.9437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4090.22,2723.25,1754.17,1454.73,2231.13,5639.65,6612.46,6205.28,3081.3,1637.64,1552.36,3067.93,7534.12,6625.67,6599.04,6744.64,12643.07,12860.78,13425.3,12598.61,7026.67,9279.94,7197.29,6803.15,0.819781961,157871.6982,0,0,9529.424245,0,0,149101.0484,0,0,7664.075974,0,0,149101.0483,0,0,6847.810878,0,0,140330.3985,0,0,6721.695621,0,0,140330.3984,0,0,12193.60085,0,0,149101.0484,0,0,15166.31879,0,0,157871.6982,0,0,16426.59419,0,0,157871.6982,0,0,15415.08983,0,0,149101.0484,0,0,8286.331472,0,0,140330.3984,0,0,8950.035146,0,0,140330.3985,0,0,7172.805238,0,0,149101.0483,0,0,8092.133323,0,0,0.351866666,0.291290323,0.21,0.177419355,0.15,0.30483871,0.33,0.33,0.30483871,0.15,0.177419355,0.3108
1008380062,"20 W 37th St, New York, NY 10018",59245.85,75509,122591,SC-2 (Small General Service),SC-1 (General Service),3362.6,3116.4,3128.7,1731.2,1319.6,1203.6,1308.2,1246.6,1175.4,1429.4,2629.4,3198.8,0,0,0,0,0,0,0,0,0,0,0,0,28138.3519,22000.01631,15860.47687,12611.5656,10662.50546,23023.27288,26389.701,26389.701,23023.27288,10662.50546,12611.5656,23473.50577,51830.43904,53526.06403,59665.60347,58471.80413,60420.86427,52502.80746,53579.08994,53579.08994,52502.80746,60420.86427,58471.80413,52052.57457,87.57,81.34,81.66,46.3,35.89,32.95,35.6,34.04,32.24,38.66,69.02,83.43,0,0,0,0,0,0,0,0,0,0,0,0,1712.78,1141.93,737.23,611.35,932.83,2354.38,2759.8,2590.72,1292.01,686.38,651.66,1286.71,3154.91,2778.31,2773.4,2834.44,5286.01,5368.98,5603.24,5259.95,2946.34,3889.46,3021.34,2853.27,0.784619714,62745.08989,2638.362251,0,3819.285537,68.70914837,0,59259.25157,2445.188877,0,3075.897588,63.82096755,0,59259.25157,2454.8397,0,2754.509507,64.07204586,0,55773.41324,1358.333649,0,2703.634765,36.32789277,0,55773.41324,1035.384175,0,4879.424463,28.16000154,0,59259.25157,944.368288,0,6059.900516,25.85321958,0,62745.08989,1026.43951,0,6561.806055,27.93246183,0,62745.08989,978.1069357,0,6159.790452,26.70845507,0,59259.25157,922.2420121,0,3325.492966,25.29613959,0,55773.41324,1121.535419,0,3590.294273,30.33339815,0,55773.41324,2063.079077,0,2881.90821,54.15445267,0,59259.25157,2509.841542,0,3248.309924,65.46082276,0,0.351866667,0.291290323,0.21,0.177419355,0.15,0.30483871,0.33,0.33,0.30483871,0.15,0.177419355,0.3108
1008380076,"48 W 37th St, New York, NY 10018",122068,130625,83386,SC-2 (Small General Service),SC-1 (General Service),413363.9,481740,409220.2,108780,72520,59052,29008,13468,12432,17612,305619.9,363635.9,0,0,0,0,0,0,0,0,0,0,0,0,110409.7478,63835.39624,85517.523,77431.84512,133233.36,279592.351,405730.431,382195.476,324163.951,164808.86,97267.84512,125146.7078,306860.6522,317316.2037,350607.577,343238.5548,354679.84,270751.649,249490.469,255592.124,259196.049,354679.84,343238.5548,306158.8922,10460.61,12190.52,10355.77,2754.63,1837.26,1496.52,736.4,343.24,317.03,448.08,7734.68,9202.49,0,0,0,0,0,0,0,0,0,0,0,0,7667.45,3556.14,5301.44,4993.76,8966.88,22844.46,33569.63,29246.19,21794.65,11883.87,5944.41,8124.46,21310.06,17677.03,21735,22136.23,23870.69,22122.12,20642.53,19558.31,17426.64,25574.88,20976.62,19875.69,0.934491866,389935.7947,386285.2023,0,27079.24739,9775.354959,0,356183.0699,450182.1115,0,19842.22466,11391.94178,0,407555.3585,382412.9483,0,25265.33327,9677.382831,0,393113.067,101654.0252,0,25352.75498,2574.179329,0,455950.9167,67769.35012,0,30686.44207,1716.904526,0,514291.9915,55183.61367,0,42020.90325,1398.485767,0,612298.6015,27107.74005,0,50660.82256,688.1598101,0,596007.3245,12585.73645,0,45607.40828,320.7549881,0,545145.175,11617.60288,0,36651.97648,296.2619563,0,485457.9646,16458.27074,0,35004.89719,418.7271153,0,411649.6477,285599.3106,0,25157.48356,7227.995546,0,403051.575,339814.7907,0,26165.91242,8599.652052,0,0.2646,0.167480331,0.196084846,0.184067729,0.273067751,0.508031978,0.619226937,0.59925197,0.555684228,0.31725206,0.220809153,0.290157855
1008390009,"49 W 37th St, New York, NY 10018",131898,140898,83386,SC-2 (Small General Service),SC-1 (General Service),396720.1,70220,727347.1,83402,21342,0,4227,0,0,100507,853645,935490.9,0,0,0,0,0,0,0,0,0,0,0,0,78726.64934,55110.96217,47336.48812,38661.99,54672.76964,196536.9015,331742.7491,302315.4491,193580.5365,59480.86964,74310.59,95196.73934,195472.0506,201854.6378,224133.3119,219084.61,226387.4303,168130.5985,140380.0509,148009.3509,168897.0635,226387.4303,219084.61,194687.7606,10039.52,1779.07,18404.38,2112.57,542.45,0,109.44,0,0,2545.33,21599.72,23670.42,0,0,0,0,0,0,0,0,0,0,0,0,5474.04,3074.67,2939.22,2497.47,3685.55,16071.04,27462.17,23147.91,13029.25,4295.75,4547.14,6187.67,13591.62,11261.56,13916.9,14152.32,15261.02,13748.23,11620.87,11332.89,11367.88,16349.84,13406.01,12654.46,0.936124005,256683.985,371379.2087,0,17847.82199,9398.235667,0,240551.6665,65734.6276,0,13420.48904,1665.430133,0,254129.3963,680887.08,0,15779.41856,17228.78191,0,241282.7794,78074.61423,0,15586.26809,1977.627488,0,263107.1999,19978.75851,0,17736.33898,507.8004663,0,341374.0004,0,0,27914.53445,0,0,441965.4862,3956.996167,0,36586.57192,102.4494111,0,421559.8551,0,0,32278.30458,0,0,339323.9825,0,0,22838.73904,0,0,267608.1777,94087.01533,0,19326.83239,2382.744513,0,274654.2896,799117.5759,0,16806.37467,20220.01638,0,271367.839,875735.4876,0,17638.57019,22158.44836,0,0.287115327,0.214468249,0.174371102,0.15,0.194523343,0.538948224,0.702661996,0.67132756,0.534048274,0.208070883,0.253278138,0.32839541
1008390019,"35 W 37th St, New York, NY 10018",47698,57698,122591,SC-2 (Small General Service),SC-1 (General Service),125.8,116.6,117.1,64.8,49.4,45,49,46.7,44,53.5,98.4,119.7,0,0,0,0,0,0,0,0,0,0,0,0,38938.78412,30444.35184,21948.25367,17452.30251,14755.12849,31860.36822,36518.94305,36518.94305,31860.36822,14755.12849,17452.30251,32483.41541,71724.67958,74071.14166,82567.23983,80915.22075,83612.39477,72655.12528,74144.52065,74144.52065,72655.12528,83612.39477,80915.22075,72032.07809,5.68,5.45,5.46,4.14,3.75,3.64,3.74,3.68,3.61,3.85,4.99,5.53,0,0,0,0,0,0,0,0,0,0,0,0,2360.81,1572.96,1014.43,841.24,1286.72,3249.87,3809.95,3575.97,1779.73,945.67,897.17,1772.23,4348.59,3827.01,3816.18,3900.27,7291.38,7411.08,7735.36,7260.3,4058.54,5358.78,4159.61,3929.92,0.826683767,91483.68906,103.9968179,0,5546.552068,4.695563798,0,86401.2619,96.39132726,0,4464.067542,4.505426531,0,86401.2619,96.80466914,0,3993.386873,4.513693369,0,81318.8347,53.56910811,0,3919.729349,3.422470796,0,81318.8347,40.8381781,0,7091.376023,3.100064127,0,86401.2619,37.20076952,0,8813.234308,3.009128913,0,91483.68906,40.50750459,0,9544.320364,3.091797289,0,91483.68906,38.60613193,0,8958.168506,3.042196263,0,86401.2619,36.37408576,0,4826.403038,2.9843284,0,81318.8347,44.22758155,0,5211.786476,3.182732504,0,81318.8347,81.34568269,0,4180.35794,4.125151998,0,86401.2619,98.95404693,0,4713.874843,4.571561233,0,0.351866667,0.291290323,0.21,0.177419355,0.15,0.30483871,0.33,0.33,0.30483871,0.15,0.177419355,0.3108
1008390070,"42 W 38th St, New York, NY 10018",61077,66577,122591,SC-2 (Small General Service),SC-1 (General Service),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65598.46776,51803.976,38181.927,22894.2,26338.74,54929.07,66277.899,66277.899,54929.07,26338.74,30663.2,55073.26776,114847.5322,118618.024,132240.073,129733.8,134058.26,115492.93,116875.101,116875.101,115492.93,134058.26,129733.8,115348.7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3961.23,2664.07,1754.6,1097.75,2289.38,5588.72,6897.51,6472.86,3054.12,1680.59,1568.13,2990.41,6935.19,6100.04,6076.94,6220.58,11652.4,11750.75,12163.15,11414.31,6421.54,8553.81,6634.63,6263.28,0.917388888,165539.1553,0,0,9996.254628,0,0,156343.2491,0,0,8040.097128,0,0,156343.2491,0,0,7184.567772,0,0,140019.2312,0,0,6713.754621,0,0,147146.4255,0,0,12790.03405,0,0,156343.2491,0,0,15907.0371,0,0,168022.527,0,0,17486.03768,0,0,168022.527,0,0,16409.491,0,0,156343.2491,0,0,8692.865191,0,0,147146.4255,0,0,9388.924836,0,0,147146.4255,0,0,7525.120875,0,0,156343.249,0,0,8489.23238,0,0,0.363535173,0.303974698,0.224043416,0.15,0.16420968,0.322312084,0.361871763,0.361871763,0.322312084,0.16420968,0.191170658,0.323158206
1008400023,"29 W 38th St, New York, NY 10018",88739,109172,83386,SC-2 (Small General Service),SC-1 (General Service),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45502.9638,21875.00226,20710.095,24447.24516,53902.5,110477.041,210688.155,197232.3,130057.576,37507.8,20745.84516,31415.4288,86641.7362,90110.79774,99932.605,97663.35484,100918.8,69021.15903,46295.945,49784.5,63944.72403,100918.8,97663.35484,87312.5712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3176.32,1227.59,1292.77,1586.61,3644.93,9055.72,17468.08,15127.88,8775.56,2718.94,1276.55,2052.91,6048,5056.87,6238.01,6338.29,6824.2,5657.61,3838.38,3818.51,4314.63,7315.59,6009.48,5705.62,0.812836625,107412.0519,0,0,7497.865135,0,0,91026.15969,0,0,5108.239255,0,0,98062.80507,0,0,6121.293797,0,0,99255.96795,0,0,6441.648968,0,0,125844.4229,0,0,8509.692294,0,0,145902.7111,0,0,11959.5335,0,0,208886.0885,0,0,17318.67103,0,0,200784.302,0,0,15400.3197,0,0,157692.1748,0,0,10640.18586,0,0,112518.2103,0,0,8156.433496,0,0,96247.33447,0,0,5922.352033,0,0,96506.46679,0,0,6306.417338,0,0,0.344341951,0.195337286,0.171664717,0.200205757,0.348159459,0.615477152,0.819848991,0.798457028,0.670391928,0.270958038,0.175204673,0.2646
1008400028,"21 W 38th St, New York, NY 10018",59899,65240,122591,SC-2 (Small General Service),SC-1 (General Service),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64281.81046,50762.971,37414.47325,22434.45,25809.83164,53825.1075,64946.92271,64946.92271,53825.1075,25809.83167,30047.45,53966.61046,112541.1895,116236.029,129584.5267,127128.55,131366.1683,113173.8925,114528.0773,114528.0773,113173.8925,131366.1683,127128.55,113032.3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3882.23,2610.93,1719.66,1075.92,2243.64,5476.85,6759.52,6343.4,2993.19,1647.08,1536.9,2930.77,6796.81,5978.46,5956.02,6096.85,11419.62,11515.75,11919.82,11186.02,6293.56,8383.25,6502.5,6138.47,0.918133047,162347.0398,0,0,9804.779536,0,0,153327.3008,0,0,7886.202814,0,0,153327.3007,0,0,7047.295468,0,0,137318.7329,0,0,6585.557177,0,0,144308.4798,0,0,12544.69054,0,0,153327.3008,0,0,15601.46762,0,0,164781.9287,0,0,17150.11935,0,0,164781.9287,0,0,16094.3398,0,0,153327.3008,0,0,8526.472076,0,0,144308.4798,0,0,9209.177447,0,0,144308.4798,0,0,7381.23882,0,0,153327.3007,0,0,8326.768957,0,0,0.363537608,0.303971706,0.224040104,0.15,0.16420975,0.322307963,0.361871696,0.361871696,0.322307963,0.16420975,0.191170726,0.323155291
1008400031,"15 W 38th St, New York, NY 10018",60049,60449,122591,SC-2 (Small General Service),SC-1 (General Service),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59561.95518,47035.443,34667.26725,20786.85,23914.445,49872.8475,60178.20075,60178.20075,49872.8475,23914.445,27840.85,50003.80518,104276.0448,107699.557,120067.7328,117792.15,121718.555,104862.1525,106116.7993,106116.7993,104862.1525,121718.555,117792.15,104731.1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599.04,2420.66,1594.57,997.67,2079.75,5076.36,6265.13,5879.56,2775.07,1526.99,1424.99,2717.23,6300.89,5542.72,5522.69,5653.47,10585.39,10673.49,11047.78,10367.87,5834.82,7772.02,6028.98,5691.13,0.993382852,162753.8596,0,0,9834.420695,0,0,153711.0956,0,0,7910.685133,0,0,153711.0956,0,0,7070.164035,0,0,137662.0022,0,0,6607.12842,0,0,144669.3248,0,0,12581.33289,0,0,153711.0956,0,0,15645.63091,0,0,165194.6014,0,0,17198.34791,0,0,165194.6014,0,0,16139.91835,0,0,153711.0956,0,0,8552.917081,0,0,144669.3248,0,0,9237.477071,0,0,144669.3248,0,0,7404.645975,0,0,153711.0955,0,0,8352.720635,0,0,0.363541762,0.303974169,0.22404283,0.15,0.164210344,0.322311355,0.361876188,0.361876188,0.322311355,0.164210344,0.1911713,0.32315769
1008400058,"16 W 39th St, New York, NY 10018",36023,51273,122591,SC-2 (Small General Service),SC-1 (General Service),0,0,0,0,0,0,0,0,0,0,0,0,170642.9,159266.7,136514.3,91009.5,45504.8,22752.4,22752.4,22752.4,34128.6,68257.2,113761.9,159266.7,23584.94713,17962.85685,12380.98066,8142.096339,7412.63715,15214.21831,20985.2696,19296.3143,16058.69596,8038.17615,11269.79134,21614.49928,35841.25787,37084.57515,41415.37334,40649.94566,42004.94385,36705.51869,36564.3184,37002.1957,36486.58004,42004.94385,40649.94566,35935.08872,0,0,0,0,0,0,0,0,0,0,0,0,9718.36,9070.47,7774.68,5183.12,2591.56,1295.78,1295.78,1295.78,1943.67,3887.34,6478.9,9070.47,1442.69,938.13,580.24,398.36,651.81,1562.23,2202,1901.68,907.69,520.88,586.3,1191.07,2192.42,1936.79,1940.96,1988.82,3693.6,3769.02,3836.73,3646.63,2062.34,2721.93,2114.77,1980.2,0.702572504,41751.21765,0,119889.0096,2553.928335,0,6827.85252,38674.81214,0,111896.4042,2019.839743,0,6372.662821,37795.83914,0,95911.19359,1771.325797,0,5462.276396,34279.94712,0,63940.77231,1677.16703,0,3641.517597,34719.43363,0,31970.42128,3052.965585,0,1820.758799,36477.37963,0,15985.21064,3745.589662,0,910.3793993,40432.75815,0,15985.21064,4242.645657,0,910.3793993,39553.78514,0,15985.21064,3898.09005,0,910.3793993,36916.86614,0,23977.81596,2086.661414,0,1365.569099,35158.92013,0,47955.63192,2278.309142,0,2731.138198,36477.37963,0,79925.98295,1897.697514,0,4551.896996,40432.75815,0,111896.4042,2228.047105,0,6372.662821,0.396877895,0.326315982,0.230145349,0.166873449,0.15,0.293033424,0.364646739,0.34275,0.305616359,0.160625,0.217061796,0.375580435
1008400071,"42 W 39th St, New York, NY 10018",148918,157748,83386,SC-2 (Small General Service),SC-1 (General Service),665112.1,672364,529396,51800,38332,27972,45584,26936,25900,30044,378140.1,596736,0,0,0,0,0,0,0,0,0,0,0,0,166916.5436,96142.82927,100911.258,83624.8064,150204.76,303351.2187,430155.306,406547.316,285748.7037,119662.86,74344.3064,102563.8286,281990.1564,293012.6707,324670.342,318847.3935,329475.64,240200.7813,217953.894,224074.484,244764.3963,329475.64,318847.3935,285054.5714,16829.84,17013.31,13396.22,1313.04,972.3,710.19,1155.78,683.98,657.77,762.61,9569.44,15099.92,0,0,0,0,0,0,0,0,0,0,0,0,11589.63,5355.58,6256.14,5393.78,10109.47,24786.19,35591.03,31110.16,19215.28,8631.13,4544.84,6660.27,19579.61,16322.1,20128.41,20565.59,22175.23,19626.3,18033.5,17146.82,16459.27,23764.66,19491.89,18510.82,0.944024647,423778.989,627882.2154,0,29424.53079,15887.78376,0,367372.3835,634728.1877,0,20464.26421,16060.98397,0,401759.5197,499762.872,0,24907.6655,12646.36186,0,379943.6764,48900.47671,0,24506.2851,1239.542122,0,452830.1202,36186.35277,0,30477.55252,917.8751642,0,513126.4849,26406.25742,0,41926.48519,670.436864,0,611831.0587,43032.4195,0,50622.878,1091.084806,0,595322.5221,25428.24789,0,45555.77851,645.693978,0,500817.4419,24450.23835,0,33677.65447,620.951092,0,423997.8139,28362.27649,0,30582.42422,719.922636,0,371182.6557,356973.5744,0,22691.26555,9033.787217,0,365921.3232,563333.4917,0,23762.12935,14254.69665,0,0.371829032,0.247055044,0.237113771,0.207777845,0.313135079,0.558090521,0.66370807,0.644676914,0.538627046,0.266427527,0.189079033,0.2646
