bbl,office_sqft,current_noi,new_noi,utility_savings_annual,ll97_avoidance_2026,ll97_avoidance_2030,ll97_avoidance_2035,ll97_annual_weighted,total_annual_benefit,noi_impact_percentage,cap_rate_median,odcv_value_increase
1005450026,294392.0,7100735.040000002,7132708.530000002,31973.49,0.0,0.0,0.0,0.0,31973.49,0.4502842286029024,0.0949,336917.70284510014
1002090028,70126.0,1691439.1200000003,1710678.1200000003,19239.0,0.0,0.0,0.0,0.0,19239.0,1.13743378478795,0.0949,202729.1886195996
1005440001,79936.0,1928056.3200000003,1999889.4000000004,46680.94,26067.86,24541.66,24541.66,25152.14,71833.08,3.7256733247294345,0.0949,756934.4573234984
1005790047,972820.0,23464418.400000006,23533224.730000004,68806.33,0.0,0.0,0.0,0.0,68806.33,0.2932368867067252,0.0949,725040.3582718652
1005050001,192699.0,4647899.880000001,4710521.172000001,60093.39,0.0,2201.16,14273.22,2527.9019999999996,62621.292,1.3473029457768781,0.0949,659866.090621707
1000110021,348615.0,8408593.8,8608631.172,196323.24,0.0,0.0,37141.32,3714.132,200037.372,2.3789634361931005,0.0949,2107875.3635405693
1000100016,317613.0,7660825.560000002,7832535.978000002,168464.77,0.0,0.0,32456.48,3245.648,171710.41799999998,2.2414087966780425,0.0949,1809382.697576396
1004760007,293214.0,7072321.680000002,7205423.989000002,129472.92,0.0,0.0,36293.89,3629.389,133102.309,1.8820171793995657,0.0949,1402553.3087460485
1004910046,170478.0,4111929.360000001,4196356.6680000005,70433.67,0.0,23322.73,23322.73,13993.638,84427.308,2.053228560327213,0.0949,889644.9736564805
1000240036,195940.0,4726072.800000002,4830274.327000001,102303.42,0.0,0.0,18981.07,1898.107,104201.527,2.204822723001642,0.0949,1098013.9831401475
1005230048,150373.0,3626996.7600000002,3719626.0020000003,74834.37,0.0,29658.12,29658.12,17794.872,92629.242,2.553882678406363,0.0949,976072.0969441518
1000250027,227637.0,5490604.44,5616522.529,102403.28,0.0,38694.76,41674.29,23514.809,125918.089,2.2933374708741536,0.0949,1326850.2528977871
1005800039,230602.0,5562120.240000002,5636638.170000002,72627.92,0.0,0.0,18900.1,1890.0099999999998,74517.93,1.3397396457578192,0.0949,785225.8166491042
1006030028,154328.0,3722391.360000001,3774217.6600000006,50893.42,0.0,0.0,9328.8,932.8799999999999,51826.299999999996,1.392285092774339,0.0949,546114.8577449947
1001560001,1653794.0,43908230.699999996,43908230.699999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
1000780004,486568.0,12918380.399999997,13124839.501999997,202092.66,0.0,0.0,43664.42,4366.442,206459.102,1.5981810072723983,0.09,2293990.0222222223
1000670023,553501.0,14695451.549999997,14916135.223999998,216747.5,0.0,0.0,39361.74,3936.174,220683.674,1.5017141409309063,0.09,2452040.822222222
1000680036,370440.0,9835181.999999998,10184722.885999998,272303.89,90661.51,68287.32,68287.32,77236.996,349540.886,3.5539849287994882,0.09,3883787.6222222224
1000750021,226803.0,6021619.65,6066868.7700000005,45249.12,0.0,0.0,0.0,0.0,45249.12,0.7514443393979559,0.09,502768.00000000006
1000680007,137500.0,3316500.000000001,3447121.598000001,116314.13,0.0,23845.78,23845.78,14307.467999999999,130621.598,3.9385375546509866,0.0978,1335599.1615541922
1001540001,1000000.0,24120000.0,24120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978,0.0
1000930001,444912.0,10731277.440000003,11158571.760000004,369338.7,0.0,96592.7,96592.7,57955.619999999995,427294.32,3.9817656601374747,0.0978,4369062.576687117
1000890001,78325.0,1889199.0000000005,1923453.4560000005,28289.97,0.0,9940.81,9940.81,5964.485999999999,34254.456,1.8131735195709924,0.0978,350250.0613496932
1000880005,77098.0,1859603.7600000005,1877669.6300000006,18065.87,0.0,0.0,0.0,0.0,18065.87,0.9714902921039477,0.0978,184722.5971370143
1001490033,90315.0,2178397.8000000007,2225604.4920000006,37843.74,0.0,15604.92,15604.92,9362.952000000001,47206.691999999995,2.167037260136784,0.0978,482686.0122699386
