bbl,office_sqft,current_noi,new_noi,utility_savings_annual,ll97_avoidance_2026,ll97_avoidance_2030,ll97_avoidance_2035,ll97_annual_weighted,total_annual_benefit,noi_impact_percentage,cap_rate_median,odcv_value_increase
1001500038,122690.0,2959282.8000000007,2988570.4700000007,29287.67,0.0,0.0,0.0,0.0,29287.67,0.9896881095649254,0.0978,299464.92842535785
1001510032,122400.0,2952288.0,2997271.11,44983.11,0.0,0.0,0.0,0.0,44983.11,1.523669438753943,0.0978,459950.0
1001500031,242033.0,5837835.960000001,5898512.740000001,60676.78,0.0,0.0,0.0,0.0,60676.78,1.0393711028495562,0.0978,620416.973415133
1001660027,640000.0,15436800.000000004,15624732.615000004,182689.43,0.0,0.0,52431.85,5243.1849999999995,187932.615,1.2174324665733827,0.0978,1921601.3803680982
1001510010,314784.0,7592590.080000001,7592590.080000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978,0.0
1000160140,2091937.0,55540927.349999994,56212903.625999995,655602.58,0.0,0.0,163736.96,16373.696,671976.276,1.2098758664316758,0.0868,7741662.165898616
1000800001,1049861.0,27873809.549999993,28335631.144999992,450702.73,0.0,0.0,111188.65,11118.865,461821.595,1.6568298429806845,0.0868,5320525.288018432
1000440001,1679357.0,44586928.35,45701457.808,967165.9,0.0,245605.93,245605.93,147363.558,1114529.458,2.499677594408676,0.0868,12840201.12903226
1000160125,1999448.0,53085344.4,54549023.262,1284794.88,0.0,298139.97,298139.97,178883.982,1463678.862,2.75721835949886,0.0868,16862659.70046083
1000090001,655773.0,17410773.15,17827788.944,370739.43,0.0,76031.94,82603.94,46276.364,417015.794,2.3951595394831737,0.0868,4804329.423963133
1000160150,1734387.0,46047974.849999994,47028446.973,889681.79,0.0,137258.31,221611.78,90790.33300000001,980472.123,2.1292404849374176,0.0868,11295761.785714285
1000160225,499500.0,13261725.0,13597810.844,275435.49,75398.27,50818.41,50818.41,60650.35400000001,336085.844,2.5342543598212144,0.0868,3871956.728110599
1000350010,982128.0,26075498.399999995,26296769.529999994,221271.13,0.0,0.0,0.0,0.0,221271.13,0.8485787178664245,0.0868,2549206.5668202764
1006730001,962891.0,25564756.05,25695038.67,130282.62,0.0,0.0,0.0,0.0,130282.62,0.5096180841514425,0.0868,1500951.8433179723
1006900012,195000.0,5177250.0,5313302.384,108942.71,0.0,45182.79,45182.79,27109.674,136052.38400000002,2.6278890144381672,0.0868,1567423.7788018435
1002160001,2354289.0,62506372.94999999,68050163.17599998,3649643.15,2034122.57,1800830.08,1800830.08,1894147.076,5543790.226,8.869159998188634,0.0868,63868550.99078341
1008530002,1191765.0,31641360.749999993,31974973.089999992,333612.34,0.0,0.0,0.0,0.0,333612.34,1.0543552239610936,0.0868,3843460.1382488483
1008250031,586365.0,15567990.749999998,16141810.923999999,507119.92,0.0,111167.09,111167.09,66700.25399999999,573820.174,3.6858974495472387,0.0868,6610831.497695852
1008510001,174500.0,4632975.0,4651553.1,18578.1,0.0,0.0,0.0,0.0,18578.1,0.4009971994236964,0.0868,214033.41013824882
1013370030,325000.0,13003249.999999998,13003249.999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.0
1012790017,76280.0,3051962.8,3093360.326,40600.28,0.0,0.0,7972.46,797.246,41397.526,1.3564230206213521,0.078,530737.5128205128
1008950045,483860.0,19359238.599999998,19750288.847999997,335885.39,0.0,91941.43,91941.43,55164.85799999999,391050.248,2.0199670869287187,0.078,5013464.717948718
1009200012,887434.0,35506234.339999996,36169023.535,587390.03,0.0,122478.64,141598.45,75399.165,662789.1950000001,1.8666839987965904,0.078,8497297.371794872
1012970033,633376.0,25341373.75999999,25721076.21199999,341874.25,0.0,59512.47,80719.67,37828.202,379702.452,1.4983499142392198,0.078,4867980.153846154
1013160023,648702.0,25954567.019999992,26649491.135999992,600647.88,0.0,157127.06,157127.06,94276.236,694924.116,2.677463721373227,0.078,8909283.53846154
1012990027,626305.0,25058463.049999997,25364263.962999996,300565.75,0.0,0.0,52351.63,5235.163,305800.913,1.2203498370583428,0.078,3920524.5256410255
1008950001,600133.0,24011321.329999994,24418876.046999995,363826.6,0.0,68598.04,94290.97,43728.11699999999,407554.71699999995,1.6973439795285106,0.078,5225060.474358974
1012780020,850729.0,34037667.28999999,34504468.33799999,428351.85,0.0,56799.59,100494.03,38449.198,466801.04799999995,1.371424910005929,0.078,5984628.82051282
1008870082,104352.0,4175123.519999999,4198060.7299999995,22937.21,0.0,0.0,0.0,0.0,22937.21,0.5493779978035238,0.078,294066.7948717949
1008650071,83595.0,3344635.949999999,3458025.3179999986,101926.83,0.0,19104.23,19104.23,11462.537999999999,113389.368,3.39018564935296,0.078,1453709.8461538462
1012790001,321143.0,12848931.429999996,13074895.288999995,218837.76,0.0,6003.66,41242.69,7126.099,225963.859,1.7586198527950279,0.078,2896972.551282051
1013340001,198355.0,7936183.549999997,8107542.751999997,168957.75,0.0,0.0,24014.52,2401.452,171359.202,2.1592141981141557,0.078,2196912.846153846
1012770008,287001.0,11482910.009999996,11694598.137999997,199686.78,0.0,16101.4,39506.48,12001.348000000002,211688.128,1.8435059389618962,0.078,2713950.358974359
1013350005,299094.0,11966750.939999998,12214469.815999998,221977.73,0.0,42901.91,42901.91,25741.146,247718.87600000002,2.0700595946388107,0.078,3175883.025641026
1012990033,348181.0,13930721.809999997,14152082.589999996,190593.98,0.0,51278.0,51278.0,30766.8,221360.78,1.5890115603421129,0.078,2837958.717948718
1012770002,231043.0,9244030.429999998,9342201.299999997,96280.23,0.0,0.0,18906.4,1890.64,98170.87,1.0619920687560958,0.078,1258600.8974358973
1012820001,310587.0,12426585.869999997,12725808.005999997,267628.92,0.0,52655.36,52655.36,31593.215999999997,299222.136,2.407919110931151,0.078,3836181.230769231
1008610044,209787.0,8393577.869999997,8430216.799999997,36638.93,0.0,0.0,0.0,0.0,36638.93,0.43651146826138887,0.078,469729.8717948718
1012950040,203377.0,8137113.769999999,8222312.602999998,83521.38,0.0,0.0,16774.53,1677.453,85198.833,1.0470399629179574,0.078,1092292.7307692308
1013370014,364790.0,14595247.899999995,14812339.989999995,188230.83,0.0,48102.1,48102.1,28861.26,217092.09,1.4874162569037288,0.078,2783231.923076923
1013360031,214065.0,8564740.649999999,8708283.774999999,130689.09,0.0,20475.08,26164.95,12854.035,143543.125,1.675977485669692,0.078,1840296.4743589743
1012760069,127166.0,3944689.3199999994,3996649.0499999993,50927.01,0.0,0.0,10327.2,1032.72,51959.73,1.3172071558730514,0.085,611290.9411764706
1013180038,147626.0,4579358.5200000005,4653495.722,59046.42,21378.26,10899.13,10899.13,15090.782000000001,74137.202,1.6189429518613012,0.085,872202.3764705883
1013160030,134448.0,4170576.96,4273644.648,84542.91,0.0,30874.63,30874.63,18524.778,103067.688,2.471305265159284,0.085,1212561.0352941174
1012790045,152830.0,4740786.600000001,4835833.396000001,81282.64,0.0,22940.26,22940.26,13764.155999999999,95046.796,2.0048739591020612,0.085,1118197.5999999999
1013190012,151617.0,4703159.34,4761574.1,58414.76,0.0,0.0,0.0,0.0,58414.76,1.24203233990367,0.085,687232.4705882353
1013390005,153689.0,4767432.779999999,4818483.708999999,50095.53,0.0,0.0,9553.99,955.399,51050.929,1.0708264039750133,0.085,600599.1647058823
1012760004,153390.0,4758157.799999999,4900934.451999999,128382.91,0.0,23989.57,23989.57,14393.742000000002,142776.652,3.0006708058316187,0.085,1679725.3176470587
1012960014,812773.0,25212218.459999997,25816743.411999997,524708.14,0.0,133028.02,133028.02,79816.812,604524.952,2.3977459697134487,0.085,7112058.25882353
1012760042,1122644.0,34824416.879999995,35596871.29099999,717598.87,0.0,71871.27,189199.06,54855.541000000005,772454.411,2.218140259639575,0.085,9087698.952941176
1008690058,85212.0,2643276.24,2701793.847,55031.17,0.0,4796.8,10880.37,3486.4370000000004,58517.606999999996,2.2138286613585265,0.085,688442.4352941175
1012750064,72149.0,2238061.98,2311658.984,65269.37,0.0,13879.39,13879.39,8327.634,73597.004,3.2884256404731027,0.085,865847.1058823529
1008640025,74964.0,2325383.2800000003,2374128.782,45770.48,0.0,4214.33,8678.57,2975.022,48745.502,2.096235163435079,0.085,573476.4941176471
1012750008,77888.0,2416085.7600000002,2429458.3200000003,13372.56,0.0,0.0,0.0,0.0,13372.56,0.5534803532801749,0.085,157324.23529411762
1012790065,74280.0,2304165.5999999996,2372885.604,60638.73,0.0,13468.79,13468.79,8081.274000000002,68720.004,2.9824247007246356,0.085,808470.6352941176
1009690005,98940.0,3069118.8000000003,3298531.9000000004,186893.77,53270.4,35351.95,35351.95,42519.33,229413.09999999998,7.474884973497929,0.085,2698977.647058823
1012770027,1510322.0,46850188.43999999,48591564.05199999,1255603.13,293681.33,613833.25,613833.25,485772.482,1741375.612,3.7169020445459715,0.085,20486771.90588235
1012810056,78589.0,2437830.7800000003,2469117.7860000003,30776.83,0.0,0.0,5101.76,510.17600000000004,31287.006,1.2833953142555694,0.085,368082.4235294117
1012750061,89449.0,2774707.98,2791181.512,16440.19,0.0,0.0,333.42,33.342,16473.532,0.5937032696319993,0.085,193806.25882352938
1008880027,101283.0,3141798.6599999997,3185808.3899999997,43319.43,0.0,0.0,6903.0,690.3,44009.73,1.400781360063347,0.085,517761.5294117647
1012760051,116449.0,3612247.98,3638604.55,26356.57,0.0,0.0,0.0,0.0,26356.57,0.7296445356445324,0.085,310077.29411764705
1008630004,96830.0,3003666.5999999996,3062592.334,48845.32,0.0,16800.69,16800.69,10080.414,58925.734,1.961793429403916,0.085,693243.9294117646
1012790009,104999.0,3257068.98,3339781.766,81240.67,0.0,0.0,14721.16,1472.116,82712.786,2.539485239885831,0.085,973091.5999999999
1008880024,117064.0,3631325.2800000003,3705363.5730000003,68581.47,0.0,8212.96,13503.43,5456.822999999999,74038.293,2.0388780208640522,0.085,871038.7411764705
1008610057,110872.0,3439249.44,3478259.5,39010.06,0.0,0.0,0.0,0.0,39010.06,1.1342608519840305,0.085,458941.8823529411
1008670015,108445.0,3363963.9,3449551.87,84022.58,0.0,0.0,15653.9,1565.3899999999999,85587.97,2.5442594672315004,0.085,1006917.294117647
1008690016,205317.0,6368933.34,6458080.557,87416.46,0.0,0.0,17307.57,1730.757,89147.217,1.3997197370572576,0.085,1048790.7882352942
1008670070,246446.0,7644754.92,7866413.93,198097.16,0.0,39269.75,39269.75,23561.85,221659.01,2.899491380948024,0.085,2607753.058823529
1013170007,160300.0,4972506.0,5068709.164,94520.78,0.0,0.0,16823.84,1682.384,96203.164,1.9347018183587912,0.085,1131801.9294117647
1008690054,269063.0,8346334.26,8524039.694,146014.16,0.0,52818.79,52818.79,31691.273999999998,177705.434,2.1291435073677487,0.085,2090652.1647058823
1008630013,327418.0,10156506.359999998,10300566.800999997,143835.47,0.0,0.0,2249.71,224.971,144060.441,1.4184054624074496,0.085,1694828.7176470587
1012750069,260000.0,8065200.0,8756699.618,522653.56,180034.78,161386.91,161386.91,168846.058,691499.618,8.57386819917671,0.085,8135289.623529411
1012810001,394563.0,12239344.26,12672102.77,375106.7,0.0,96086.35,96086.35,57651.81,432758.51,3.5357981670171603,0.085,5091276.5882352935
1012760033,581357.0,14812976.360000003,15350794.628000002,450804.39,66038.04,100997.77,100997.77,87013.878,537818.268,3.6307238662196846,0.1009,5330210.78295342
1008680010,75997.0,1936403.5600000005,1991634.2040000006,45401.33,3077.43,14330.57,14330.57,9829.314000000002,55230.644,2.8522279725616695,0.1009,547380.0198216055
1012760058,1062040.0,27060779.200000003,27705841.450000003,570604.29,0.0,124096.6,124096.6,74457.95999999999,645062.25,2.3837534212614244,0.1009,6393084.737363726
1012750050,288708.0,7356279.840000001,7419316.140000001,63036.3,0.0,0.0,0.0,0.0,63036.3,0.8569045954075613,0.1009,624740.3369672943
1006970001,172050.0,7425678.0,7425678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0885,0.0
1007120036,140914.0,6081848.239999999,6322835.481999999,165892.17,86038.19,67799.66,67799.66,75095.07200000001,240987.24200000003,3.9624014360476716,0.0885,2723019.6836158196
1006870029,459560.0,19834609.599999994,20227051.241999995,309476.42,111483.09,63953.31,63953.31,82965.222,392441.642,1.9785700344714632,0.0885,4434368.836158192
1008560024,1035453.0,44690151.480000004,45515745.892000005,714391.78,0.0,185337.72,185337.72,111202.63200000001,825594.412,1.8473743871051205,0.0885,9328750.418079097
1007120046,111300.0,4803708.0,4851337.479,47289.56,0.0,0.0,3399.19,339.919,47629.479,0.9915148672650377,0.0885,538186.2033898305
1006970023,79037.0,3411236.9199999995,3431217.7299999995,19980.81,0.0,0.0,0.0,0.0,19980.81,0.5857350418217215,0.0885,225771.8644067797
1007120042,106513.0,4597101.08,4634057.0940000005,30298.78,0.0,11095.39,11095.39,6657.2339999999995,36956.013999999996,0.8038982253572722,0.0885,417582.07909604517
1006910043,68681.0,2964271.96,2965148.42,876.46,0.0,0.0,0.0,0.0,876.46,0.02956746249423079,0.0885,9903.502824858759
1008550024,439002.0,18947326.32,19259126.983,305915.71,0.0,0.0,58849.53,5884.9529999999995,311800.663,1.6456182668415666,0.0885,3523171.3333333335
1008460033,223739.0,9656575.239999998,9732957.487999998,75032.05,0.0,0.0,13501.98,1350.1979999999999,76382.248,0.7909869296477414,0.0885,863076.2485875707
1007970037,200000.0,8632000.0,8839622.586,185720.99,0.0,36502.66,36502.66,21901.596,207622.58599999998,2.405266288229842,0.0885,2346017.9209039547
1008270049,172968.0,7465298.88,7566839.336,79463.57,0.0,36794.81,36794.81,22076.886,101540.456,1.360165984405972,0.0893,1137071.17581187
1008280035,124594.0,5377477.039999999,5420473.893999999,42784.57,0.0,0.0,2122.84,212.28400000000002,42996.854,0.7995729908314032,0.0893,481487.7267637178
1007640001,180198.0,7777345.679999999,7813826.049999999,36480.37,0.0,0.0,0.0,0.0,36480.37,0.4690593873667193,0.0893,408514.78163493844
1007760001,166191.0,7172803.559999999,7228936.309999999,56132.75,0.0,0.0,0.0,0.0,56132.75,0.7825775448951513,0.0893,628586.2262038074
1007670015,111445.0,4809966.200000001,4873117.692000001,53984.68,0.0,15278.02,15278.02,9166.812000000002,63151.492,1.3129300575958305,0.0893,707183.5610302351
1007670054,139342.0,6014000.72,6089769.476,61894.56,0.0,23123.66,23123.66,13874.196,75768.756,1.2598727457418728,0.0893,848474.3113101902
1007780048,116685.0,5036124.6,5060840.6899999995,24716.09,0.0,0.0,0.0,0.0,24716.09,0.4907759827864466,0.0893,276775.9238521836
1005640034,90000.0,3884400.0,3914358.951,29683.47,0.0,0.0,2754.81,275.481,29958.951,0.7712632839048502,0.0893,335486.57334826427
1008180041,134940.0,5824010.3999999985,5848477.009999999,24466.61,0.0,0.0,0.0,0.0,24466.61,0.4200990094385822,0.0893,273982.1948488242
1008710068,155000.0,6689800.0,6736076.655,45300.85,0.0,0.0,9758.05,975.805,46276.655,0.6917494543932554,0.0893,518215.62150055985
1008740004,137173.0,5920386.679999999,5965561.789999999,45175.11,0.0,0.0,0.0,0.0,45175.11,0.7630432341963178,0.0893,505880.29115341546
1008510035,148400.0,6404944.0,6443951.51,38317.47,0.0,0.0,6900.4,690.04,39007.51,0.6090218743520631,0.0893,436814.2217245241
1009270055,158160.0,6826185.6,6880621.493,53407.38,0.0,0.0,10285.13,1028.513,54435.893,0.7974569721631946,0.0893,609584.4680851063
1008740001,227725.5,9828632.579999998,9958131.645999998,127134.23,0.0,0.0,23648.36,2364.8360000000002,129499.06599999999,1.3175695087383155,0.0893,1450157.5139977601
1008270064,77000.0,3323320.0,3339999.448,16407.71,0.0,0.0,2717.38,271.738,16679.448,0.5018911209272655,0.0893,186779.93281075027
1006920023,74040.0,3195566.4,3210867.67,15301.27,0.0,0.0,0.0,0.0,15301.27,0.47882810383786734,0.0893,171346.8085106383
1008010061,87147.0,3761264.5199999996,3774031.7799999993,12767.26,0.0,0.0,0.0,0.0,12767.26,0.3394406304611621,0.0893,142970.43673012318
1019100001,230662.0,9955371.919999998,10062198.279999997,87863.54,0.0,31604.7,31604.7,18962.82,106826.35999999999,1.0730524269554362,0.0893,1196263.8297872338
1007970054,82339.0,3553751.2399999993,3574483.0499999993,20731.81,0.0,0.0,0.0,0.0,20731.81,0.5833781995388063,0.0893,232159.12653975363
1008280056,85000.0,3668600.0,3685731.58,17131.58,0.0,0.0,0.0,0.0,17131.58,0.46697868396663583,0.0893,191843.00111982084
1008290007,77050.0,3325478.0,3362351.332,29757.89,0.0,11859.07,11859.07,7115.442,36873.332,1.108812988689145,0.0893,412915.25195968646
1008480061,89146.0,3847541.36,3876827.1149999998,28744.57,0.0,0.0,5411.85,541.1850000000001,29285.755,0.761155040578953,0.0893,327947.9843225084
1007790066,86954.0,3752934.64,3767503.35,14568.71,0.0,0.0,0.0,0.0,14568.71,0.3881951432013215,0.0893,163143.44904815228
1008010008,80027.0,3453965.3200000003,3458222.8200000003,4257.5,0.0,0.0,0.0,0.0,4257.5,0.12326412125064415,0.0893,47676.37178051512
1008270028,97667.0,4215307.72,4267573.124,41169.43,0.0,18493.29,18493.29,11095.974000000002,52265.404,1.2398953403098174,0.0893,585278.8801791713
1008220054,92868.0,4008182.8799999994,4035065.2899999996,26882.41,0.0,0.0,0.0,0.0,26882.41,0.6706882097156207,0.0893,301034.82642777154
1008030007,105925.0,4571723.0,4594488.4,22765.4,0.0,0.0,0.0,0.0,22765.4,0.4979610531959176,0.0893,254931.6909294513
1005770039,111326.0,4804830.16,4837166.5200000005,32336.36,0.0,0.0,0.0,0.0,32336.36,0.6729969410614922,0.0893,362109.29451287794
1008780001,96453.0,4162911.4799999995,4202507.328,31831.71,0.0,12940.23,12940.23,7764.137999999999,39595.848,0.9511575778209918,0.0893,443402.5531914893
1008590039,119284.0,5148297.4399999995,5214149.403999999,64727.71,0.0,0.0,11242.54,1124.2540000000001,65851.96399999999,1.2791017762174985,0.0893,737424.0089585665
1008190044,74320.0,3207651.1999999993,3243102.729999999,28309.55,0.0,11903.3,11903.3,7141.9800000000005,35451.53,1.1052177368910936,0.0893,396993.61702127656
1008180066,101226.0,4368914.16,4391008.5200000005,22094.36,0.0,0.0,0.0,0.0,22094.36,0.5057174206416544,0.0893,247417.24524076146
1007670012,64768.0,2795386.8799999994,2820298.0239999993,24471.34,0.0,0.0,4398.04,439.804,24911.144,0.8911519252748301,0.0893,278960.17917133257
1008250017,77000.0,3323320.0,3340789.24,17469.24,0.0,0.0,0.0,0.0,17469.24,0.525656271439404,0.0893,195624.18812989924
1008260019,84075.0,3628677.0,3680131.55,42903.08,0.0,14252.45,14252.45,8551.47,51454.55,1.4179975236153564,0.0893,576198.7681970885
1008000061,88000.0,3798080.0,3811086.35,13006.35,0.0,0.0,0.0,0.0,13006.35,0.34244539346195974,0.0893,145647.81634938408
1008480043,103069.0,4448458.04,4526491.21,67302.29,0.0,17884.8,17884.8,10730.880000000001,78033.17,1.754162213026067,0.0893,873831.6909294513
1008820003,83411.0,3600018.76,3631663.2819999997,31082.77,0.0,0.0,5617.52,561.7520000000001,31644.522,0.8790099193816424,0.0893,354361.9484882419
1008420023,74436.0,3212657.76,3238277.304,25214.6,0.0,0.0,4049.44,404.944,25619.543999999998,0.7974563714499113,0.0893,286892.9899216125
1008430020,81845.0,3532430.1999999993,3561065.991999999,28188.78,0.0,0.0,4470.12,447.012,28635.791999999998,0.8106541496559508,0.0893,320669.56326987676
1008490070,197340.0,8517194.399999999,8553017.319999998,35822.92,0.0,0.0,0.0,0.0,35822.92,0.42059530776942233,0.0893,401152.51959686447
1008240015,262598.0,11333729.679999998,11397298.773999998,63134.49,0.0,0.0,4346.04,434.604,63569.094,0.5608841554795228,0.0893,711859.9552071668
1008550016,185000.0,7984600.0,8041156.57,56556.57,0.0,0.0,0.0,0.0,56556.57,0.7083206422363049,0.0893,633332.2508398655
1007940025,188800.0,8148608.0,8193043.263,44187.18,0.0,0.0,2480.83,248.083,44435.263,0.5453110887160113,0.0893,497595.3303471444
1008570038,225233.0,9721056.280000001,9890862.762000002,162554.96,0.0,8100.85,32010.97,7251.522,169806.482,1.7467904424065321,0.0893,1901528.3538633815
1008470062,208000.0,8977280.0,9030525.394,51646.12,0.0,0.0,15992.74,1599.274,53245.394,0.5931127691238326,0.0893,596253.0123180291
1007120001,154952.0,6687728.319999999,6746723.3149999995,53414.15,0.0,7328.19,19167.5,5580.844999999999,58994.995,0.8821380321860923,0.0893,660638.241881299
1008560011,140025.0,6043479.0,6043479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0893,0.0
1006970047,195734.0,8447879.44,8500708.481999999,45780.01,0.0,7980.81,30586.27,7049.032000000001,52829.042,0.6253526979783699,0.0893,591590.6159014557
1008470001,189151.0,8163757.159999999,8258062.862999999,92825.5,0.0,0.0,14802.03,1480.203,94305.703,1.155175260014716,0.0893,1056054.9048152294
1008180051,328682.0,14185915.119999997,14282162.059999997,96246.94,0.0,0.0,0.0,0.0,96246.94,0.6784683200613992,0.0893,1077793.281075028
1008570076,247639.0,10688099.239999998,10809804.379999999,121705.14,0.0,0.0,0.0,0.0,121705.14,1.1386976979454022,0.0893,1362879.5072788354
1008580078,426608.0,18412401.28,18484207.470000003,71806.19,0.0,0.0,0.0,0.0,71806.19,0.3899881873528231,0.0893,804100.6718924972
1008820085,190895.0,8239028.199999998,8287133.039999998,48104.84,0.0,0.0,0.0,0.0,48104.84,0.583865461220293,0.0893,538688.0179171332
1008030004,140000.0,4061400.0,4093022.7,31622.7,0.0,0.0,0.0,0.0,31622.7,0.7786157482641454,0.101,313096.0396039604
1007790039,133887.0,3884061.87,3894643.41,10581.54,0.0,0.0,0.0,0.0,10581.54,0.27243489815984834,0.101,104767.72277227724
1008230055,144393.0,4188840.9299999992,4235923.789999999,47082.86,0.0,0.0,0.0,0.0,47082.86,1.1240068741402411,0.101,466166.9306930693
1008010051,93005.0,2698075.0499999993,2711550.0499999993,13475.0,0.0,0.0,0.0,0.0,13475.0,0.499430140017788,0.101,133415.84158415842
1008500012,70389.0,2041984.8900000001,2076467.6220000002,28499.67,0.0,9971.77,9971.77,5983.062000000001,34482.731999999996,1.6886869324483589,0.101,341413.1881188118
1008020022,86970.0,2522999.6999999997,2542652.7299999995,19653.03,0.0,0.0,0.0,0.0,19653.03,0.7789549083180629,0.101,194584.45544554453
1008030018,78745.0,2284392.4499999997,2308840.4439999997,24217.87,0.0,0.0,2301.24,230.12399999999997,24447.994,1.0702186482887388,0.101,242059.34653465345
1008050039,72841.0,2113117.4099999997,2121720.8699999996,8603.46,0.0,0.0,0.0,0.0,8603.46,0.40714538431634045,0.101,85182.7722772277
1007790049,38778.0,1124949.7799999998,1128756.5399999998,3806.76,0.0,0.0,0.0,0.0,3806.76,0.338393772564674,0.101,37690.69306930693
1008220009,96942.0,2812287.4199999995,2845264.1699999995,32976.75,0.0,0.0,0.0,0.0,32976.75,1.172595296109528,0.101,326502.47524752474
1006920015,111329.0,3229654.289999999,3255208.565999999,25216.71,0.0,0.0,3375.66,337.566,25554.275999999998,0.7912387427695862,0.101,253012.6336633663
1007680050,98433.0,2855541.3299999996,2889172.1189999995,32040.48,0.0,886.09,11472.64,1590.309,33630.789,1.1777377776563298,0.101,332978.10891089105
1005770071,86117.0,2498254.1699999995,2563615.1799999992,49662.91,19408.71,13224.36,13224.36,15698.1,65361.01,2.616267423262222,0.101,647138.7128712871
1008470027,63371.0,1838392.7099999997,1941968.5919999997,75027.73,33323.69,25364.46,25364.46,28548.152000000002,103575.882,5.634045513594319,0.101,1025503.7821782178
1008270008,81075.0,2351985.75,2401878.155,43825.68,0.0,9114.13,15096.6,6066.724999999999,49892.405,2.1212885749839256,0.101,493984.20792079205
1006960065,108081.0,3135429.8099999996,3163061.6799999997,27631.87,0.0,0.0,0.0,0.0,27631.87,0.8812785383321977,0.101,273582.8712871287
1008050094,205999.0,5976030.99,5986611.83,10580.84,0.0,0.0,0.0,0.0,10580.84,0.17705463739571403,0.101,104760.79207920791
1012809010,2924587.35,152107788.07349998,155030217.83549997,2505759.6,0.0,694450.27,694450.27,416670.162,2922429.762,1.9212887117836814,0.075,38965730.160000004
1012900021,436175.0,22685461.75,23057350.042,335457.42,0.0,60718.12,60718.12,36430.872,371888.292,1.6393243218864613,0.075,4958510.5600000005
1012880027,1038879.0,54032096.789999984,54766345.93499999,718931.35,0.0,0.0,153177.95,15317.795000000002,734249.145,1.3589129214320839,0.075,9789988.600000001
1012940001,1697062.0,88264194.61999997,90180320.82199998,1651643.67,0.0,440804.22,440804.22,264482.53199999995,1916126.2019999998,2.170898641571948,0.075,25548349.36
1012820021,1021827.0,53145222.26999998,54475728.94999998,1050382.71,346465.79,235896.09,235896.09,280123.97,1330506.68,2.503530182337876,0.075,17740089.066666666
1012820017,760244.0,39540290.44,39881322.198,334703.52,0.0,0.0,63282.38,6328.237999999999,341031.75800000003,0.8624917880092335,0.075,4547090.106666667
1012890014,992355.0,51612383.55,52522087.177999996,816804.46,0.0,151742.05,170281.43,92899.16799999999,909703.6279999999,1.7625685260567663,0.075,12129381.706666665
1012920015,942054.0,48996228.539999984,49564256.78199998,497690.08,0.0,117230.27,117230.27,70338.162,568028.242,1.1593305422197302,0.075,7573709.893333334
1012950001,1014750.0,52777147.5,53488576.552,632232.82,0.0,130021.17,141856.47,79196.23199999999,711429.0519999999,1.3479869331702703,0.075,9485720.693333333
1012830021,2344405.0,121932504.04999998,122023394.55999999,90890.51,0.0,0.0,0.0,0.0,90890.51,0.07454165786895443,0.075,1211873.4666666666
1013100001,677830.0,35253938.3,35566330.609,299226.2,0.0,12453.54,69393.39,13166.109,312392.309,0.886120314677013,0.075,4165230.786666667
1013750049,215416.0,11203786.159999998,11414058.825999998,188605.31,0.0,35959.51,36876.01,21667.356000000003,210272.666,1.8768000655949686,0.075,2803635.546666667
1012850015,387020.0,20128910.199999996,20314395.073999997,181935.08,0.0,0.0,35497.94,3549.7940000000003,185484.87399999998,0.9214849296709567,0.075,2473131.6533333333
1012880056,282663.0,14701302.629999995,14837678.160999995,122958.54,0.0,21847.68,24931.51,13416.991,136375.531,0.927642498302887,0.075,1818340.4133333333
1012900056,263532.0,13706299.319999998,13976101.843999999,241096.13,0.0,47843.99,47843.99,28706.394,269802.524,1.9684563841846698,0.075,3597366.9866666663
1012890036,238776.0,12418739.759999996,12642757.829999996,201876.06,0.0,36142.22,40709.0,22142.010000000002,224018.07,1.8038712005347641,0.075,2986907.6
1012730022,1619759.0,84243665.58999997,85325055.54399997,936308.7,0.0,241802.09,241802.09,145081.25400000002,1081389.954,1.2836454188294066,0.075,14418532.719999999
1010010029,2391820.0,124398558.19999999,126005067.91199999,1393833.34,0.0,354460.62,354460.62,212676.37200000003,1606509.712,1.2914214885168984,0.075,21420129.493333336
1012640005,1474664.0,76697274.63999999,76756063.34999998,58788.71,0.0,0.0,0.0,0.0,58788.71,0.0766503246379238,0.075,783849.4666666667
1007819002,1048620.0,54538726.19999999,55335040.52999999,693926.64,0.0,170646.15,170646.15,102387.69,796314.3300000001,1.4600897114461764,0.075,10617524.400000002
1010220043,2202507.0,114552389.07,116297690.918,1504915.22,0.0,400644.38,400644.38,240386.62799999997,1745301.848,1.5235839794956099,0.075,23270691.30666667
1012720063,641493.0,33364050.929999992,34230225.02599999,646605.61,211322.2,225066.01,225066.01,219568.48600000003,866174.096,2.596129881881823,0.075,11548987.946666667
1012580009,1417379.0,73717881.78999999,74445463.20899999,657573.44,0.0,106511.02,167524.69,70007.979,727581.419,0.9869809079331118,0.075,9701085.586666668
1010000029,1911850.0,99435318.5,100580632.45,1010365.07,0.0,224914.8,224914.8,134948.88,1145313.95,1.1518180534615574,0.075,15270852.666666666
1012660001,1863699.0,96930984.98999998,97100088.06999998,169103.08,0.0,0.0,0.0,0.0,169103.08,0.17445719757974784,0.075,2254707.7333333334
